egoid,StartDate_8,EndDate_8,OffCampus_8,ResDuration_8,USBorn_8,LegalStatus_8,MotherCitizen_8,FatherCitizen_8,MomFatherCitizen_8,MomMotherCitizen_8,DadFatherCitizen_8,DadMotherCitizen_8,hourspay_8,nightshift_8,studentathlete_8,sportteam1rc_8,sportteam2rc_8,club1rc_8,club2rc_8,club3rc_8,club4rc_8,club5rc_8,club6rc_8,club7rc_8,club8rc_8,club9rc_8,club10rc_8,major1rc_8,major2rc_8,degreeintent_8,PostActivity_8,SummerClasses2018_8,usetobacco_8,usevape_8,usebeer_8,usewine_8,usedrugs_8,usedrugs_prescr_8,usecaffine_8,exercisealone_8,exerciseothers_8,clubsports_8,swimming_8,discusshealth_8,volunteer_8,attendrelig_8,tv_8,computer_8,internet_8,homework_8,music_8,phone_8,visiting_8,reading_8,inactive_hobby_8,sit_work_8,sit_car_8,sedentarytime_scale_8,physicalactivity1_8,physicalactivity2_8,physicalactivity3_8,physicalactivity4_8,physicalactivity5_8,sexorientation_8,sexcontacttype_8,sexattracttype_8,musicfav1rc_8,musicfav2rc_8,musicfav3rc_8,musicfav4rc_8,musicfav5rc_8,musicleastfav1rc_8,musicleastfav2rc_8,musicleastfav3rc_8,musicleastfav4rc_8,musicleastfav5rc_8,cultactivity1rc_8,cultactivity2rc_8,cultactivity3rc_8,cultactivity4rc_8,cultactivity5rc_8,yourelig_8,majorevent_8,mjeset1_8,mjesubset1_8,mjeset2_8,mjesubset2_8,mjeset3_8,mjesubset3_8,SelfEsteem_1_8,SelfEsteem_2_8,SelfEsteem_3_8,SelfEsteem_4_8,SelfEsteem_5_8,SelfEsteem_6_8,SelfEsteem_7_8,SelfEsteem_8_8,SelfEsteem_9_8,SelfEsteem_10_8,SelfEsteem_8,Stress_1_8,Stress_2_8,Stress_3_8,Stress_4_8,Stress_5_8,Stress_6_8,Stress_7_8,Stress_8_8,Stress_9_8,Stress_10_8,Stress_8,lonely_1_8,lonely_2_8,lonely_3_8,lonely_4_8,lonely_5_8,lonely_6_8,lonely_7_8,lonely_8_8,lonely_9_8,lonely_10_8,lonely_11_8,lonely_12_8,lonely_13_8,lonely_14_8,lonely_15_8,selsa_rom_8,selsa_fam_8,selsa_soc_8,Trust_1_8,Trust_2_8,Trust_3_8,Trust_4_8,Trust_5_8,Trust_6_8,Trust_8,SelfReg_1_8,SelfReg_3_8,SelfReg_4_8,SelfReg_5_8,SelfReg_6_8,SelfReg_7_8,SelfReg_8_8,SelfReg_9_8,SelfReg_10_8,SelfReg_11_8,SelfReg_12_8,SelfReg_13_8,selfreg_scale_8,BigFive_1_8,BigFive_2_8,BigFive_3_8,BigFive_4_8,BigFive_5_8,BigFive_6_8,BigFive_7_8,BigFive_8_8,BigFive_9_8,BigFive_10_8,BigFive_11_8,BigFive_12_8,BigFive_13_8,BigFive_14_8,BigFive_15_8,BigFive_16_8,BigFive_17_8,BigFive_18_8,BigFive_19_8,BigFive_20_8,BigFive_21_8,BigFive_22_8,BigFive_23_8,BigFive_24_8,BigFive_25_8,BigFive_26_8,BigFive_27_8,BigFive_28_8,BigFive_29_8,BigFive_30_8,BigFive_31_8,BigFive_32_8,BigFive_33_8,BigFive_34_8,BigFive_35_8,BigFive_36_8,BigFive_37_8,BigFive_38_8,BigFive_39_8,BigFive_40_8,BigFive_41_8,BigFive_42_8,BigFive_43_8,BigFive_44_8,Extraversion_8,Agreeableness_8,Conscientiousness_8,Neuroticism_8,Openness_8,Happy_8,Health_8,Weight_8,Height_8,Dieting_8,vegetarian_8,vegan_8,glutenfree_8,dairyfree_8,sugarfree_8,otherdiet_8,activity_semester_8,activity_should_8,activity_friend_8,activity_hope_8,activity_friend_should_8,activity_up2me_8,activity_want_8,sleep_semester_8,sleep_should_8,sleep_want_8,sleep_friend_8,sleep_friend_should_8,sleep_up2me_8,STAIState1_8,STAIState2_8,STAIState3_8,STAIState4_8,STAIState5_8,STAIState6_8,STAIState7_8,STAIState8_8,STAIState9_8,STAIState10_8,STAIState11_8,STAIState12_8,STAIState13_8,STAIState14_8,STAIState15_8,STAIState16_8,STAIState17_8,STAIState18_8,STAIState19_8,STAIState20_8,STAITraitTotal_8,STAITraitGroup_8,CESD1_8,CESD2_8,CESD3_8,CESD4_8,CESD5_8,CESD6_8,CESD7_8,CESD8_8,CESD9_8,CESD10_8,CESD11_8,CESD12_8,CESD13_8,CESD14_8,CESD15_8,CESD16_8,CESD17_8,CESD18_8,CESD19_8,CESD20_8,CESDOverall_8,CESDGroup_8,PSQI1_8,PSQI1AMPM_8,PSQI3_8,PSQI3AMPM_8,PSQI2_8,PSQI4_8,PSQI_duration_8,nap_8,nap_length_8,sleeprate_8,snooze_8,pleasantnow_8,environment_8,outbed_8,pleasantlater_8,notalarm_8,lesstired_8,routine_8,control_8,confortbed_8,workperform_8,othersnooze_8,polorientation_8,polparty_8,polparty_2_8,economyfair_8,wealthdistr_8,richpoorgap_8,polAbortion_8,delete_message_8,PhoneType_8,freq_checkfb_8,data_steps_8,data_hr_8,data_calories_8,data_miles_8,data_floors_8,data_active_8,fbaccuracy_8,checksleep_8,sleep_perceivedaccuracy_8,fb_unused_8,fbunused1rc_8,fbunused2rc_8,whystayrc_8,whatimproverc_8
92552,17apr2019 13:31:58,17apr2019 13:58:52,Off Campus,since Fall 2018 semester,Yes,,US Citizen,US Citizen,US Citizen,US Citizen,US Citizen,US Citizen,21 or more,yes,yes,17100.0,,,,,,,,,,,,305.0,,"Master's Degree (M.A., M.S., MBA, etc.)",Work Full-Time,no,1-2 times a month,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,1-2 times a month,1-2 times a week,Three times a week or more,Less than 1-2 times a month,Not at all,1-2 times a month,Less than 1-2 times a month,Not at all,15 minutes or less,Did not do,16-30 minutes,31 minutes - an hour,31 minutes - an hour,31 minutes - an hour,2-3 hours,Did not do,31 minutes - an hour,2-3 hours,15 minutes or less,3.3636363,16900.0,11300.0,13200.0,14300.0,,Heterosexual or straight,Women only,Only attracted to females,Country,Contemporary rock,Indie/Alternative,,,Rap/Hip-Hop,Heavy Metal,,,,26300.0,26300.0,,,,Catholic,no,,,,,,,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,47.0,Sometimes,Almost Never,Sometimes,Very Often,Very Often,Never,Fairly Often,Fairly Often,Almost Never,Almost Never,0.89999998,Agree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,-0.71275508,0.3357774,0.18126939,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,2.0833333,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,3.5,4.0,3.8888888,2.25,3.8888888,very happy,Excellent,165.0,5.5,No,,,,,,,10.0,9.0,6.0,9.0,8.0,Strongly agree,Definitely true,7.0,8.0,Definitely true,6.0,8.0,Strongly agree,Almost always,Sometimes,Almost always,Almost never,Almost never,Sometimes,Almost always,Almost never,Sometimes,Almost always,Almost never,Almost always,Almost always,Almost always,Almost always,Almost always,Almost never,Almost never,Almost always,Sometimes,31.0,not anxious,Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),All of the time (5-7 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),All of the time (5-7 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),All of the time (5-7 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),All of the time (5-7 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),4.0,Not depressed,2:00,1.0,10:00,1.0,10.0,8.0,8.0,Once per week,120.0,Fairly good,Yes,it makes me feel more pleasant in the moment,,,,I cannot get out of bed on my first alarm,,,,,,,Conservative,Republican,,Anyone can get ahead,Fair,Stayed the same,"By law, abortion should never be permitted.","I have deleted an individual text message on a few occasions, but not very often.",iPhone,1-2 times a day,more than once a day,usually every day,3-5 times a week,more than once a day,3-5 times a week,3-5 times a week,Most of the time pretty accurate,Yes,Very accurate,Yes,Playing Sports,Shower,Fitbit,
73158,17apr2019 14:20:43,17apr2019 14:44:17,Off Campus,since Fall 2018 semester,Yes,,US Citizen,US Citizen,US Citizen,US Citizen,US Citizen,US Citizen,None,,no,,,62900.0,,,,,,,,,,306.0,,"Master's Degree (M.A., M.S., MBA, etc.)",Military Service,no,Less than 1-2 times a month,Not at all,1-2 times a month,1-2 times a month,Not at all,Not at all,Less than 1-2 times a month,Less than 1-2 times a month,Three times a week or more,Not at all,Not at all,Less than 1-2 times a month,Less than 1-2 times a month,1-2 times a month,1-2 hours,31 minutes - an hour,31 minutes - an hour,2-3 hours,Did not do,2-3 hours,2-3 hours,Did not do,Did not do,31 minutes - an hour,31 minutes - an hour,3.8181818,11300.0,13200.0,16900.0,13200.0,,Heterosexual or straight,Women only,Only attracted to females,Classic rock/Oldies,Top 40/Pop,Top 40/Pop,,,Rap/Hip-Hop,,,,,26400.0,52900.0,39200.0,,,Catholic,no,,,,,,,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,50.0,Almost Never,Almost Never,Sometimes,Fairly Often,Fairly Often,Almost Never,Fairly Often,Fairly Often,Almost Never,Almost Never,1.1,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.2330985,-0.62129188,-0.64243913,Agree,Neither Agree or Disagree,Disagree,Agree,Agree,Agree,3.5,Agree,Agree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,2.6666667,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,3.25,3.4444444,3.4444444,2.625,3.3333333,very happy,Excellent,193.0,6.0,No,,,,,,,7.0,8.0,5.0,9.0,7.0,Agree,5,7.0,8.0,6,7.0,8.0,Agree,Almost always,Sometimes,Almost always,Sometimes,Sometimes,Often,Almost always,Sometimes,Sometimes,Almost always,Almost never,Sometimes,Almost always,Almost always,Sometimes,Almost always,Almost never,Almost never,Almost always,Almost never,28.0,not anxious,Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),All of the time (5-7 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),All of the time (5-7 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),All of the time (5-7 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),All of the time (5-7 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),0.0,Not depressed,10:30,2.0,06:00,1.0,5.0,7.0,7.5,Once per week,60.0,Fairly good,No,,,,,,,,,,,,Conservative,Republican,,Anyone can get ahead,Fair,Not sure,"The law should permit abortion only in case of rape, incest, or when the woman's life is in danger.",I have not deleted a text message or text message thread.,iPhone,never,1-2 times a week,Never,Never,Never,Never,Never,Sometimes not too accurate,No,Most of the time pretty accurate,No,,,Financial,Commumication
45963,16apr2019 14:07:17,16apr2019 14:41:13,Off Campus,since Fall 2018 semester,Yes,,US Citizen,US Citizen,US Citizen,US Citizen,US Citizen,US Citizen,5-10,no,no,,,21300.0,,,,,,,,,,503.0,,"M.D., D.O., D.D.S., or D.V.M.",Work Full-Time,no,Not at all,Not at all,1-2 times a week,1-2 times a month,Not at all,Not at all,Three times a week or more,1-2 times a week,1-2 times a week,Not at all,Not at all,1-2 times a month,1-2 times a week,Not at all,31 minutes - an hour,Did not do,1-2 hours,2-3 hours,15 minutes or less,31 minutes - an hour,1-2 hours,Did not do,16-30 minutes,3-4 hours,15 minutes or less,3.6363637,14300.0,29100.0,14500.0,14300.0,14500.0,Heterosexual or straight,Men only,Only attracted to males,Indie/Alternative,Indie/Alternative,,,,Rap/Hip-Hop,Country,,,,26100.0,26300.0,,,,Catholic,no,,,,,,,Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,Disagree,Neither Agree nor Disagree,38.0,Sometimes,Sometimes,Very Often,Sometimes,Sometimes,Fairly Often,Sometimes,Almost Never,Sometimes,Sometimes,2.4000001,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,-1.2188747,0.08538907,-0.86285514,Agree,Neither Agree or Disagree,Disagree,Agree,Neither Agree or Disagree,Neither Agree or Disagree,3.5,Disagree,Disagree,Agree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,1.9166666,Strongly Agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,4.0,4.0,3.7777777,3.75,4.3333335,pretty happy,Good,135.0,5.1666665,No,,,,,,,7.0,8.0,7.0,7.0,7.0,Somewhat agree,Definitely true,8.0,8.0,5,7.0,7.0,Somewhat agree,Often,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Almost never,Almost always,Sometimes,Almost never,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,50.0,anxious,Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),All of the time (5-7 days),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Occasionally or a moderate amount of time (3-4 days),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Occasionally or a moderate amount of time (3-4 days),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Occasionally or a moderate amount of time (3-4 days),Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),10.0,Not depressed,11:30,2.0,8:00,1.0,20.0,8.0,8.5,Once per week,45.0,Fairly good,Yes,it makes me feel more pleasant in the moment,of my bedroom environment,,,I cannot get out of bed on my first alarm,,,,I feel comfortable in bed,,,Slightly Liberal,No preference,Democratic party,Just a few people at the top have a chance to get ahead,Should be more even,Getting larger,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.",I have not deleted a text message or text message thread.,iPhone,never,,,,,,,,No,Not sure,Yes,Other,,,
22138,12apr2019 15:49:39,12apr2019 16:18:01,On Campus,since Fall 2015,Yes,,US Citizen,US Citizen,US Citizen,US Citizen,US Citizen,US Citizen,16-20,yes,no,,,46200.0,,,,,,,,,,507.0,110.0,"M.D., D.O., D.D.S., or D.V.M.",Work Full-Time,yes,Not at all,Less than 1-2 times a month,1-2 times a month,1-2 times a week,Less than 1-2 times a month,Not at all,Three times a week or more,1-2 times a month,Three times a week or more,Not at all,Not at all,1-2 times a week,Not at all,Not at all,31 minutes - an hour,Did not do,1-2 hours,3-4 hours,Did not do,15 minutes or less,16-30 minutes,Did not do,15 minutes or less,3-4 hours,16-30 minutes,3.2727273,,14400.0,,14900.0,,Bisexual,Men only,Mostly attracted to males,Film Soundtracks,Top 40/Pop,Top 40/Pop,Film Soundtracks,,Rap/Hip-Hop,Country,,,,26300.0,26300.0,26300.0,52900.0,26300.0,No Religion,no,,,,,,,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,48.0,Sometimes,Sometimes,Fairly Often,Fairly Often,Fairly Often,Never,Fairly Often,Fairly Often,Almost Never,Almost Never,1.3,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1.2664335,-0.36058217,-0.91374445,Neither Agree or Disagree,Agree,Agree,Disagree,Agree,Disagree,2.1666667,Disagree,Disagree,Agree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,1.8333334,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Neither Agree nor Disagree,Disagree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,4.25,3.8888888,4.2222223,2.625,4.5555553,pretty happy,Good,180.0,6.1666665,No,,,,,,,8.0,9.0,6.0,9.0,7.0,Strongly agree,Definitely true,7.0,8.0,Definitely true,6.0,7.0,Strongly agree,Often,Often,Often,Almost never,Almost never,Often,Often,Almost never,Sometimes,Almost always,Almost never,Often,Sometimes,Almost never,Sometimes,Often,Almost never,Almost never,Often,Sometimes,38.0,not anxious,Some or a little of the time (1-2 days),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Occasionally or a moderate amount of time (3-4 days),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),All of the time (5-7 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Occasionally or a moderate amount of time (3-4 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),All of the time (5-7 days),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),8.0,Not depressed,12:00,1.0,8:00,1.0,30.0,7.0,8.0,Never,,Fairly good,Yes,it makes me feel more pleasant in the moment,,it helps me get out of bed on schedule of a typical day,,,it allows me to feel less tired when I do get out of bed,it is part of my structured routine,it allows me to feel more in control,I feel comfortable in bed,,,Slightly Conservative,Republican,,Anyone can get ahead,Should be more even,Stayed the same,"The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need for the abortion has been clearly established.","I have deleted a whole set of text messages (e.g., a text message thread or all texts to or from a specific person).",iPhone,1-2 times a day,Never,Never,Never,Never,Never,Never,Most of the time pretty accurate,Yes,Very accurate,No,,,Financial & Research,Technology
77941,13apr2019 16:28:48,13apr2019 17:12:41,On Campus,since Fall 2015,Yes,,US Citizen,US Citizen,Non US Citizen,Non US Citizen,Non US Citizen,Non US Citizen,5-10,no,no,,,42100.0,42100.0,,,,,,,,,302.0,,"Master's Degree (M.A., M.S., MBA, etc.)",Work Full-Time,no,Not at all,1-2 times a week,1-2 times a week,1-2 times a week,Less than 1-2 times a month,1-2 times a month,Three times a week or more,Less than 1-2 times a month,Less than 1-2 times a month,Not at all,Not at all,Not at all,Not at all,1-2 times a month,2-3 hours,2-3 hours,2-3 hours,1-2 hours,2-3 hours,2-3 hours,more than 4 hours,16-30 minutes,2-3 hours,2-3 hours,15 minutes or less,5.4545455,,14900.0,,14900.0,,Heterosexual or straight,Women only,Only attracted to females,Electronic/Dance/Club,Rap/Hip-Hop,Top 40/Pop,,,Country,,,,,26300.0,52100.0,52100.0,,,Catholic,no,,,,,,,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,42.0,Fairly Often,Never,Sometimes,Very Often,Very Often,Very Often,Fairly Often,Sometimes,Never,Almost Never,1.3,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.2330985,-0.62129188,-0.64243913,Agree,Agree,Disagree,Neither Agree or Disagree,Agree,Neither Agree or Disagree,3.0,Disagree,Strongly Disagree,Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,2.9166667,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,4.75,4.0,3.4444444,1.875,4.7777777,very happy,Excellent,150.0,5.6666665,No,,,,,,,1.0,5.0,4.0,6.0,3.0,Somewhat disagree,5,6.0,7.0,2,5.0,8.0,Neither agree nor disagree,Almost always,Almost never,Almost always,Almost never,Almost never,Sometimes,Almost always,Almost never,Almost never,Almost always,Almost never,Almost never,Almost always,Sometimes,Almost never,Almost always,Often,Sometimes,Often,Almost never,28.0,not anxious,Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Occasionally or a moderate amount of time (3-4 days),Occasionally or a moderate amount of time (3-4 days),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),Occasionally or a moderate amount of time (3-4 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),All of the time (5-7 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),All of the time (5-7 days),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Rarely or none of the time (less than 1 day),Some or a little of the time (1-2 days),7.0,Not depressed,3:00,1.0,9:20,1.0,2.0,5.0,6.3333335,Every day or almost every day,25.0,Very good,Yes,it makes me feel more pleasant in the moment,of my bedroom environment,,it will make me feel more pleasant later,I cannot get out of bed on my first alarm,it allows me to feel less tired when I do get out of bed,it is part of my structured routine,,I feel comfortable in bed,,,Liberal,Democrat,,Just a few people at the top have a chance to get ahead,Should be more even,Getting larger,"By law, a woman should always be able to obtain an abortion as a matter of personal choice.","I have deleted a whole set of text messages (e.g., a text message thread or all texts to or from a specific person).",iPhone,1-2 times a day,1-2 times a week,Never,Never,1-2 times a week,1-2 times a week,Never,Most of the time pretty accurate,No,Not accurate at all,Yes,Shower,Other,Financial," Communication, Technology & Surveys"
44873,14apr2019 16:55:40,14apr2019 17:50:02,Off Campus,since Fall 2018 semester,Yes,,US Citizen,US Citizen,US Citizen,US Citizen,US Citizen,US Citizen,None,,no,,,12100.0,,,,,,,,,,401.0,,"Bachelor's degree (B.A., B.S., etc.)",Work Full-Time,no,Less than 1-2 times a month,Three times a week or more,Three times a week or more,1-2 times a month,Less than 1-2 times a month,Not at all,1-2 times a week,1-2 times a week,Three times a week or more,Less than 1-2 times a month,Not at all,Less than 1-2 times a month,Not at all,1-2 times a month,1-2 hours,1-2 hours,2-3 hours,2-3 hours,2-3 hours,31 minutes - an hour,1-2 hours,Did not do,Did not do,3-4 hours,16-30 minutes,4.4545455,16200.0,14400.0,16900.0,11300.0,,Heterosexual or straight,Women only,Only attracted to females,Top 40/Pop,Country,Electronic/Dance/Club,,,,,,,,,,,,,Catholic,no,,,,,,,Agree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Agree,40.0,,,,,,,,,,,,Disagree,Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Disagree,Agree,Agree,0.45933676,0.25658196,0.36117449,Agree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Agree,Agree,3.3333333,Neither Agree nor Disagree,Neither Agree nor Disagree,,Disagree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,2.4545455,Disagree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,3.125,3.4444444,3.7777777,2.25,2.5555556,happy,Good,187.0,6.0,No,,,,,,,9.0,9.0,6.0,8.0,6.0,Agree,6,6.0,8.0,5,7.0,8.0,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3:00,1.0,9:00,1.0,20.0,6.0,6.0,Never,,Fairly good,Yes,,,it helps me get out of bed on schedule of a typical day,,,,it is part of my structured routine,,I feel comfortable in bed,,,Slightly Conservative,No preference,Republican party,Not sure,Not sure,Getting larger,Not sure,I have not deleted a text message or text message thread.,iPhone,,,,,,,,,,,Yes,,,,
