egoid,hs_1,hssex_1,hsgrade_1,hsgrade_1,apcourses_1,apexams_1,degreeintent_1,major1rc_1,major2rc_1,hsclub1rc_1,hsclub2rc_1,hsclub3rc_1,hsclub4rc_1,hsclub5rc_1,ndfirst_1,majorevent_1,major1rc_2,major2rc_2,degreeintent_2,majorevent_2,major1rc_3,major2rc_3,degreeintent_3,majorevent_3,major1rc_4,major2rc_4,majorevent_4,major1rc_5,major2rc_5,degreeintent_5,majorevent_5,major1rc_6,major2rc_6,degreeintent_6,majorevent_6,majorevent_7,major1rc_8,major2rc_8,degreeintent_8,majorevent_8
64058,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",507.0,104.0,17100.0,13200.0,42200.0,45200.0,43100.0,No,no,,,,,,,,,,,,,,,,,,,,,,,,
28247,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,1-2,"Master's Degree (M.A., M.S., MBA, etc.)",200.0,108.0,43500.0,46200.0,22100.0,43100.0,25200.0,No,no,200.0,,"Bachelor's degree (B.A., B.S., etc.)",no,200.0,,"Bachelor's degree (B.A., B.S., etc.)",no,200.0,,no,200.0,,"Bachelor's degree (B.A., B.S., etc.)",yes,,,,,no,,,,
72873,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,Ph.D or Ed.D.,503.0,510.0,13200.0,13200.0,21300.0,41100.0,,Yes,no,503.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,,,,,,,,,,,,
67544,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,13200.0,13200.0,21100.0,43900.0,43100.0,Yes,,511.0,,"M.D., D.O., D.D.S., or D.V.M.",no,511.0,,"M.D., D.O., D.D.S., or D.V.M.",no,,,,,,,,,,,,,,,,
76810,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,Ph.D or Ed.D.,507.0,511.0,44100.0,45100.0,45100.0,45100.0,45100.0,Yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
51760,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,11300.0,11100.0,21100.0,45100.0,45100.0,No,,302.0,306.0,Ph.D or Ed.D.,no,302.0,,Ph.D or Ed.D.,no,306.0,,no,306.0,,Ph.D or Ed.D.,no,306.0,,Ph.D or Ed.D.,no,no,306.0,,Ph.D or Ed.D.,no
72806,Private independent college-prep school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",134.0,109.0,13200.0,59200.0,43900.0,,,Yes,no,109.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,109.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,109.0,,no,109.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,109.0,,"Bachelor's degree (B.A., B.S., etc.)",no,no,109.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no
98766,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",403.0,401.0,43500.0,41200.0,12100.0,42200.0,49999.0,No,no,403.0,109.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,403.0,112.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,403.0,112.0,no,403.0,112.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,403.0,112.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,
23042,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60997,Private religious/parochial school,Same sex- male,A or A+,A or A+,5 or more,5 or more,,,,45100.0,43100.0,46100.0,42200.0,45100.0,Yes,,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,309.0,,no,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,no,,,,
36038,Private independent college-prep school,Same sex- male,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",134.0,110.0,43500.0,21200.0,41200.0,11300.0,43400.0,Yes,yes,510.0,,"M.D., D.O., D.D.S., or D.V.M.",no,110.0,129.0,"M.D., D.O., D.D.S., or D.V.M.",yes,110.0,129.0,no,,,,,110.0,129.0,"M.D., D.O., D.D.S., or D.V.M.",yes,no,110.0,510.0,"M.D., D.O., D.D.S., or D.V.M.",no
39146,Private independent college-prep school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",503.0,305.0,22100.0,17300.0,17300.0,44900.0,,Yes,no,503.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,503.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,503.0,,no,503.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,503.0,,Ph.D or Ed.D.,no,no,,,,
60963,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,3-4,"Master's Degree (M.A., M.S., MBA, etc.)",304.0,400.0,13200.0,45100.0,,,,Yes,no,304.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,304.0,,"Bachelor's degree (B.A., B.S., etc.)",no,304.0,,no,,,,,,,,,,,,,
67918,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Bachelor's degree (B.A., B.S., etc.)",303.0,309.0,11300.0,43800.0,69300.0,43900.0,,Yes,no,303.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,303.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,303.0,,no,303.0,,"Bachelor's degree (B.A., B.S., etc.)",no,303.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,no,303.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no
34467,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",507.0,100.0,12900.0,45100.0,43100.0,43500.0,49999.0,No,no,507.0,,"M.D., D.O., D.D.S., or D.V.M.",no,507.0,,"M.D., D.O., D.D.S., or D.V.M.",no,507.0,,no,507.0,,"M.D., D.O., D.D.S., or D.V.M.",no,507.0,,"M.D., D.O., D.D.S., or D.V.M.",no,no,507.0,,"M.D., D.O., D.D.S., or D.V.M.",no
42132,Private religious/parochial school,A mixture of boys and girls,A-,A-,3-4,3-4,"Master's Degree (M.A., M.S., MBA, etc.)",403.0,109.0,12200.0,12200.0,,,,Yes,no,,,,,,,,,,,,,,,,,,,,,,,,
41268,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,21100.0,45100.0,45100.0,42200.0,45100.0,No,,301.0,135.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,,,,,,,,,,,,
90692,Public school,A mixture of boys and girls,A or A+,A or A+,1-2,1-2,,,,43500.0,43100.0,43500.0,,,Yes,,102.0,109.0,"Bachelor's degree (B.A., B.S., etc.)",no,102.0,109.0,"Bachelor's degree (B.A., B.S., etc.)",no,102.0,109.0,no,102.0,109.0,J.D. (Law),no,,,,,,102.0,109.0,J.D. (Law),
32668,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",403.0,130.0,45200.0,45100.0,45100.0,43400.0,45200.0,No,no,403.0,130.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,109.0,130.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,130.0,109.0,no,109.0,130.0,"Bachelor's degree (B.A., B.S., etc.)",yes,109.0,130.0,J.D. (Law),no,,,,,
24079,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Bachelor's degree (B.A., B.S., etc.)",302.0,,11300.0,21100.0,43100.0,21900.0,11300.0,No,yes,,,,,,,,,,,,302.0,,"Bachelor's degree (B.A., B.S., etc.)",no,302.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,
59673,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,3-4,"Master's Degree (M.A., M.S., MBA, etc.)",302.0,135.0,45200.0,45100.0,41200.0,43100.0,43900.0,No,no,303.0,,"Bachelor's degree (B.A., B.S., etc.)",no,303.0,,"Bachelor's degree (B.A., B.S., etc.)",no,303.0,,no,303.0,,"Bachelor's degree (B.A., B.S., etc.)",no,303.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,no,,,,
74899,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,Ph.D or Ed.D.,509.0,510.0,13200.0,13200.0,45100.0,41200.0,41200.0,No,yes,509.0,506.0,"M.D., D.O., D.D.S., or D.V.M.",no,509.0,,"M.D., D.O., D.D.S., or D.V.M.",yes,509.0,,no,509.0,,"M.D., D.O., D.D.S., or D.V.M.",no,509.0,,Ph.D or Ed.D.,yes,,509.0,,"Bachelor's degree (B.A., B.S., etc.)",yes
48891,Private independent college-prep school,A mixture of boys and girls,A-,A-,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",,,12900.0,41900.0,43100.0,43500.0,43500.0,Yes,no,,,,,,,,,,,,,,,,,,,,,,,,
81807,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,Ph.D or Ed.D.,302.0,301.0,45100.0,45100.0,11300.0,21100.0,13100.0,Yes,no,302.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,302.0,305.0,Ph.D or Ed.D.,no,,,,302.0,,Ph.D or Ed.D.,no,302.0,,Ph.D or Ed.D.,no,no,,,,
77187,Public charter school,A mixture of boys and girls,B+,B+,3-4,3-4,Ph.D or Ed.D.,503.0,307.0,43100.0,43900.0,41100.0,44300.0,,Yes,yes,503.0,103.0,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,,,,,,,,,,,,,,,,
91176,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,Ph.D or Ed.D.,508.0,506.0,43500.0,45100.0,21100.0,45100.0,,Yes,no,508.0,506.0,Ph.D or Ed.D.,no,508.0,506.0,Ph.D or Ed.D.,no,,,,508.0,506.0,Ph.D or Ed.D.,no,508.0,506.0,Ph.D or Ed.D.,no,no,,,,
22292,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,13200.0,13200.0,13200.0,45200.0,45100.0,Yes,,309.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,,,,,,,,,,,,
35011,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,J.D. (Law),400.0,128.0,43900.0,43100.0,45100.0,13200.0,43100.0,No,yes,406.0,128.0,J.D. (Law),no,406.0,128.0,J.D. (Law),no,406.0,128.0,no,402.0,128.0,"Bachelor's degree (B.A., B.S., etc.)",no,402.0,128.0,J.D. (Law),yes,,,,,
76785,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,J.D. (Law),128.0,,13200.0,13200.0,43500.0,63900.0,43500.0,No,no,,,,,,,,,,,,,,,,,,,,,,,,
60903,Public school,A mixture of boys and girls,A or A+,A or A+,3-4,3-4,"Bachelor's degree (B.A., B.S., etc.)",302.0,116.0,13200.0,13200.0,21100.0,45200.0,21200.0,No,no,,,,,,,,,,,,,,,,,,,,,,,,
10115,Private independent college-prep school,Same sex- male,B+,B+,0,0,,,,11100.0,11300.0,11100.0,11300.0,42100.0,No,,401.0,109.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,,,,,,,,,,,,
35416,Private religious/parochial school,Same sex- male,A or A+,A or A+,5 or more,5 or more,Ph.D or Ed.D.,,,13200.0,13200.0,21100.0,41100.0,21100.0,Yes,no,309.0,,Ph.D or Ed.D.,yes,309.0,,Ph.D or Ed.D.,yes,309.0,,yes,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,no,,,,
89710,Public magnet school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,J.D. (Law),135.0,128.0,13200.0,25200.0,43900.0,45100.0,45100.0,No,yes,135.0,128.0,J.D. (Law),yes,,,,,132.0,128.0,no,128.0,132.0,J.D. (Law),no,128.0,132.0,"Bachelor's degree (B.A., B.S., etc.)",no,no,128.0,132.0,J.D. (Law),
97596,Private religious/parochial school,Same sex- female,A or A+,A or A+,Not offered at my high school,Not offered at my high school,"Master's Degree (M.A., M.S., MBA, etc.)",405.0,,45200.0,45200.0,53200.0,43100.0,,Yes,yes,405.0,407.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,405.0,100.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,405.0,100.0,yes,405.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,405.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,no,405.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no
39129,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",510.0,,43600.0,43500.0,43200.0,43800.0,45100.0,Yes,no,,,,,,,,,,,no,510.0,,"M.D., D.O., D.D.S., or D.V.M.",no,,,,,yes,,,"M.D., D.O., D.D.S., or D.V.M.",
57359,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",503.0,129.0,11300.0,45100.0,43500.0,11300.0,,Yes,no,503.0,,"M.D., D.O., D.D.S., or D.V.M.",no,503.0,,"M.D., D.O., D.D.S., or D.V.M.",yes,503.0,,no,503.0,,"M.D., D.O., D.D.S., or D.V.M.",no,503.0,,"M.D., D.O., D.D.S., or D.V.M.",no,no,503.0,,"M.D., D.O., D.D.S., or D.V.M.",yes
17308,Private religious/parochial school,Same sex- female,A or A+,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",503.0,507.0,13200.0,13200.0,45100.0,69300.0,43600.0,Yes,no,503.0,507.0,"M.D., D.O., D.D.S., or D.V.M.",no,503.0,507.0,"M.D., D.O., D.D.S., or D.V.M.",no,503.0,,no,503.0,131.0,"M.D., D.O., D.D.S., or D.V.M.",no,503.0,131.0,"M.D., D.O., D.D.S., or D.V.M.",no,no,503.0,131.0,"M.D., D.O., D.D.S., or D.V.M.",no
51851,Private independent college-prep school,A mixture of boys and girls,A or A+,A or A+,Not offered at my high school,Not offered at my high school,"Master's Degree (M.A., M.S., MBA, etc.)",404.0,117.0,11300.0,11300.0,14400.0,11300.0,43100.0,Yes,no,403.0,405.0,"Master's Degree (M.A., M.S., MBA, etc.)",yes,403.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,403.0,,no,,,,,,,,,,,,,
35855,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",403.0,501.0,12200.0,11300.0,11300.0,13200.0,,No,yes,403.0,128.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,,,,,,,,,,,,
67334,Private religious/parochial school,Same sex- female,A-,A-,1-2,1-2,"Master's Degree (M.A., M.S., MBA, etc.)",305.0,110.0,43400.0,43100.0,11200.0,11300.0,,No,no,305.0,,"Bachelor's degree (B.A., B.S., etc.)",yes,305.0,,"Bachelor's degree (B.A., B.S., etc.)",yes,,,,,,,,,,,,no,,,,
60230,Public magnet school,A mixture of boys and girls,A or A+,A or A+,1-2,1-2,Ph.D or Ed.D.,508.0,506.0,45200.0,13200.0,,,,No,no,128.0,506.0,Ph.D or Ed.D.,yes,,,,,,,,,,,,,,,,,,,,
77838,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Bachelor's degree (B.A., B.S., etc.)",401.0,403.0,11300.0,43600.0,16100.0,13200.0,43100.0,Yes,no,403.0,401.0,"Bachelor's degree (B.A., B.S., etc.)",no,403.0,401.0,"Bachelor's degree (B.A., B.S., etc.)",no,403.0,,no,403.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,,,,,
37371,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,21300.0,11300.0,21200.0,46100.0,44200.0,Yes,,134.0,,Ph.D or Ed.D.,no,,,,,,,,,,,,,,,,,,,,
57292,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,3-4,J.D. (Law),503.0,511.0,11300.0,45100.0,42200.0,45100.0,43900.0,Yes,yes,110.0,503.0,J.D. (Law),no,,,,,,,,,,,,,,,,,,,,
66406,Public school,A mixture of boys and girls,A or A+,A or A+,1-2,1-2,Ph.D or Ed.D.,200.0,125.0,13200.0,13200.0,45100.0,21100.0,21100.0,Yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
90447,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,1-2,,,,11100.0,11300.0,42200.0,43800.0,45100.0,No,,306.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,,,,,,,,,,,,
56798,Public school,A mixture of boys and girls,A-,A-,5 or more,5 or more,Ph.D or Ed.D.,200.0,128.0,43100.0,13200.0,16900.0,21200.0,43100.0,Yes,no,128.0,138.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,128.0,138.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,128.0,,no,128.0,,J.D. (Law),yes,,,,,,,,,
28827,Public magnet school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,45100.0,11300.0,11300.0,22100.0,45100.0,Yes,,309.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,,,,,,,,,,,,,,,,,,,,
23115,Private religious/parochial school,Same sex- male,A or A+,A or A+,5 or more,5 or more,"Bachelor's degree (B.A., B.S., etc.)",309.0,,13200.0,13200.0,45100.0,43400.0,13200.0,Yes,no,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,,,,,,,,,,,,,,,,
77872,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,J.D. (Law),302.0,304.0,13200.0,13200.0,45200.0,45100.0,45100.0,No,yes,304.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,304.0,,J.D. (Law),no,304.0,,no,304.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,304.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,no,,,,
43114,Private independent college-prep school,Same sex- female,A or A+,A or A+,5 or more,5 or more,"Bachelor's degree (B.A., B.S., etc.)",,,13200.0,13200.0,13200.0,43600.0,41200.0,Yes,no,302.0,,"Bachelor's degree (B.A., B.S., etc.)",no,302.0,,"Bachelor's degree (B.A., B.S., etc.)",no,302.0,,no,302.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,,,,,
72348,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",404.0,514.0,45100.0,25200.0,43100.0,41200.0,45100.0,Yes,no,507.0,511.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,507.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,507.0,,no,507.0,,Ph.D or Ed.D.,no,507.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,no,507.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no
15707,Public school,A mixture of boys and girls,B+,B+,5 or more,5 or more,,,,21100.0,21200.0,45100.0,44900.0,,No,,,,"M.D., D.O., D.D.S., or D.V.M.",no,,,,,,,,,,,,,,,,,,,,
45776,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",511.0,,11300.0,45100.0,16200.0,,,No,no,,,,,,,,,,,,,,,,,,,,,,,,
63122,Public school,A mixture of boys and girls,A or A+,A or A+,0,0,"Master's Degree (M.A., M.S., MBA, etc.)",403.0,511.0,11100.0,45100.0,43900.0,43600.0,,Yes,no,403.0,109.0,"Master's Degree (M.A., M.S., MBA, etc.)",yes,,,,,,,,,,,,,,,,,,,,
27169,Private independent college-prep school,Same sex- male,A or A+,A or A+,5 or more,5 or more,J.D. (Law),,,45200.0,13200.0,12100.0,41200.0,,Yes,no,,,,,,,,,,,,,,,,,,,,,,,,
89607,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",305.0,400.0,11300.0,43300.0,43800.0,11300.0,41100.0,Yes,no,305.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,305.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,305.0,,no,305.0,,"Bachelor's degree (B.A., B.S., etc.)",no,305.0,,"Bachelor's degree (B.A., B.S., etc.)",no,no,109.0,,"Bachelor's degree (B.A., B.S., etc.)",no
59900,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",511.0,,21300.0,43900.0,43100.0,42200.0,42200.0,Yes,yes,511.0,510.0,"M.D., D.O., D.D.S., or D.V.M.",no,511.0,,"M.D., D.O., D.D.S., or D.V.M.",no,511.0,,yes,511.0,,"M.D., D.O., D.D.S., or D.V.M.",no,,,,,no,,,,
28254,Private religious/parochial school,A mixture of boys and girls,A-,A-,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",300.0,,11300.0,45100.0,53200.0,11200.0,45100.0,No,no,309.0,106.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,309.0,106.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,309.0,106.0,no,309.0,106.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,
56480,Private religious/parochial school,Same sex- male,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",302.0,300.0,11100.0,11100.0,43100.0,45200.0,21100.0,Yes,yes,309.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,309.0,,"Bachelor's degree (B.A., B.S., etc.)",yes,309.0,,yes,,,,,,,,,,,,,
11128,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",405.0,109.0,43100.0,21200.0,44900.0,45100.0,13200.0,Yes,no,405.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,,,,,,,,,,,,
47886,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",507.0,134.0,13200.0,13200.0,16100.0,45100.0,45100.0,Yes,no,507.0,,"M.D., D.O., D.D.S., or D.V.M.",no,,,,,,,,,,,,,,,,,,,,
28820,Public school,A mixture of boys and girls,A or A+,A or A+,Not offered at my high school,1-2,,,,43100.0,13200.0,13200.0,13200.0,43500.0,Yes,,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,309.0,,no,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no
35347,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,J.D. (Law),117.0,403.0,43100.0,42900.0,13200.0,45100.0,45100.0,No,yes,117.0,403.0,J.D. (Law),no,403.0,109.0,J.D. (Law),no,403.0,109.0,no,109.0,403.0,J.D. (Law),yes,403.0,109.0,J.D. (Law),yes,,,,,
45641,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",302.0,510.0,45100.0,45100.0,43700.0,13200.0,13200.0,Yes,no,302.0,,Ph.D or Ed.D.,no,302.0,,"M.D., D.O., D.D.S., or D.V.M.",no,302.0,507.0,no,,,,,302.0,507.0,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,
25369,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,3-4,3-4,,,,13200.0,13200.0,41200.0,44900.0,,No,,508.0,506.0,Ph.D or Ed.D.,no,,,,,,,,,,,,,,,,,,,,
64572,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,1-2,1-2,"Master's Degree (M.A., M.S., MBA, etc.)",304.0,306.0,11300.0,45100.0,21200.0,21100.0,43100.0,Yes,no,304.0,306.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,306.0,304.0,"Bachelor's degree (B.A., B.S., etc.)",no,306.0,,no,,,,,,,,,,,,,
31538,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,Ph.D or Ed.D.,503.0,,16900.0,45100.0,53200.0,,,Yes,no,503.0,128.0,Ph.D or Ed.D.,no,,,,,503.0,,no,,,,,,,,,,,,,
73452,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,11300.0,11100.0,11300.0,45100.0,45100.0,No,,302.0,510.0,"M.D., D.O., D.D.S., or D.V.M.",no,302.0,510.0,"M.D., D.O., D.D.S., or D.V.M.",no,302.0,129.0,no,302.0,510.0,"M.D., D.O., D.D.S., or D.V.M.",no,302.0,510.0,"M.D., D.O., D.D.S., or D.V.M.",no,,,,,
51475,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,3-4,"M.D., D.O., D.D.S., or D.V.M.",129.0,510.0,13200.0,13200.0,13200.0,43100.0,41100.0,Yes,no,129.0,507.0,"M.D., D.O., D.D.S., or D.V.M.",no,,,,,129.0,134.0,no,129.0,134.0,"M.D., D.O., D.D.S., or D.V.M.",no,,,,,,134.0,,"M.D., D.O., D.D.S., or D.V.M.",no
28312,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,J.D. (Law),403.0,401.0,13200.0,13200.0,41100.0,45100.0,46100.0,Yes,no,403.0,501.0,J.D. (Law),no,403.0,501.0,J.D. (Law),no,403.0,501.0,no,403.0,116.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,403.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,no,,,,
13486,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,3-4,,,,49999.0,13200.0,43100.0,13200.0,16100.0,Yes,,405.0,,"Bachelor's degree (B.A., B.S., etc.)",no,405.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,405.0,403.0,no,405.0,,"Bachelor's degree (B.A., B.S., etc.)",no,405.0,,"Bachelor's degree (B.A., B.S., etc.)",no,no,405.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no
56805,Private religious/parochial school,Same sex- male,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",303.0,,11300.0,12200.0,43100.0,43500.0,51100.0,Yes,no,303.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,303.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,303.0,,no,,,,,303.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,
57697,Private religious/parochial school,Same sex- female,A-,A-,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",400.0,128.0,25200.0,11300.0,45100.0,43100.0,22100.0,No,no,110.0,128.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,,,,,,,,,,,,
54837,Private religious/parochial school,A mixture of boys and girls,A-,A-,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",305.0,303.0,11300.0,11300.0,43400.0,45100.0,43500.0,Yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
29718,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,3-4,,,,11300.0,17100.0,45200.0,42200.0,45100.0,Yes,,131.0,128.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,131.0,138.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,131.0,,no,,,,,,,,,,,,,
