egoid,StartDate_5,EndDate_5,hourspay_5,nightshift_5,studentathlete_5,sportteam1rc_5,sportteam2rc_5,sportteam3rc_5,club1rc_5,club2rc_5,club3rc_5,club4rc_5,club5rc_5,club6rc_5,club7rc_5,club8rc_5,club9rc_5,club10rc_5,major1rc_5,major2rc_5,minor1rc_5,minor2rc_5,degreeintent_5,summer2016courses_5,studyAbroadEver_5,studyAbroad_1_5,studyAbroad_2_5,studyAbroad_3_5,studyAbroad_4_5,studyAbroad_5_5,studyAbroadFuture_5,studyAbroadF_1_5,studyAbroadF_2_5,studyAbroadF_3_5,studyAbroadF_4_5,studyAbroadF_5_5,studyAbroadF_6_5,studyAbroadF_7_5,studyAbroadF_Other_5,usetobacco_5,usebeer_5,usewine_5,usedrugs_5,usedrugs_prescr_5,usecaffine_5,exercisealone_5,exerciseothers_5,clubsports_5,swimming_5,socotherrace_5,discussrelig_5,discusspol_5,discusshealth_5,commcause_5,volunteer_5,attendrelig_5,tv_5,computer_5,internet_5,homework_5,music_5,phone_5,visiting_5,reading_5,inactive_hobby_5,sit_work_5,sit_car_5,sedentarytime_scale_5,physicalactivity1_5,physicalactivity2_5,physicalactivity3_5,physicalactivity4_5,physicalactivity5_5,sexorientation_5,sexcontacttype_5,sexattracttype_5,musicfav1rc_5,musicfav2rc_5,musicfav3rc_5,musicfav4rc_5,musicfav5rc_5,musicleastfav1rc_5,musicleastfav2rc_5,musicleastfav3rc_5,musicleastfav4rc_5,musicleastfav5rc_5,cultactivity1rc_5,cultactivity2rc_5,cultactivity3rc_5,cultactivity4rc_5,cultactivity5rc_5,majorevent_5,mjeset1_5,mjesubset1_5,mjeset2_5,mjesubset2_5,mjeset3_5,mjesubset3_5,Stress_1_5,Stress_2_5,Stress_3_5,Stress_4_5,Stress_5_5,Stress_6_5,Stress_7_5,Stress_8_5,Stress_9_5,Stress_10_5,Stress_5,Trust_1_5,Trust_2_5,Trust_3_5,Trust_4_5,Trust_5_5,Trust_6_5,Trust_5,lonely_1_5,lonely_2_5,lonely_3_5,lonely_4_5,lonely_5_5,lonely_6_5,lonely_7_5,lonely_8_5,lonely_9_5,lonely_10_5,lonely_11_5,lonely_12_5,lonely_13_5,lonely_14_5,lonely_15_5,selsa_rom_5,selsa_fam_5,selsa_soc_5,SelfEff_exercise_1_5,SelfEff_exercise_2_5,SelfEff_exercise_3_5,SelfEff_exercise_4_5,SelfEff_exercise_5_5,SelfEff_exercise_6_5,SelfEff_exercise_7_5,SelfEff_exercise_8_5,SelfEff_exercise_9_5,SelfEff_exercise_10_5,SelfEff_exercise_11_5,SelfEff_exercise_12_5,SelfEff_exercise_13_5,SelfEff_exercise_14_5,SelfEff_exercise_15_5,SelfEff_exercise_16_5,SelfEff_exercise_17_5,SelfEff_exercise_18_5,SelfEff_exercise_scale_5,Happy_5,Health_5,HealthSatisfaction1_5,HealthSatisfaction2_5,HealthSatisfaction3_5,HealthSatisfaction4_5,HealthSatisfaction5_5,HealthSatisfaction6_5,HealthSatisfaction7_5,HealthSatisfaction8_5,HealthSatisfaction9_5,HealthSatisfactionScale_5,Weight_5,Height_5,Dieting_5,vegetarian_5,vegan_5,glutenfree_5,otherdiet_5,activity_semester_5,activity_should_5,activity_friend_5,activity_hope_5,activity_friend_should_5,activity_want_5,sleep_semester_5,sleep_should_5,sleep_hope_5,sleep_up2me_5,newdisability_5,disability1rca_5,disability1rcb_5,disability2rca_5,disability2rcb_5,disability3rca_5,disability3rcb_5,UndiagAll_5,undiagall1rca_5,undiagall1rcb_5,undiagall2rca_5,undiagall2rcb_5,undiagall3rca_5,undiagall3rcb_5,Medication_5,RecreationalDrugs_5,recreationaldrugs1rc_5,recreationaldrugs2rc_5,recreationaldrugs3rc_5,PrescriptionDrugAbuse_5,prescriptiondrugabuse1rc_5,prescriptiondrugabuse2rc_5,prescriptiondrugabuse3rc_5,BAI1_5,BAI2_5,BAI3_5,BAI4_5,BAI5_5,BAI6_5,BAI7_5,BAI8_5,BAI9_5,BAI10_5,BAI11_5,BAI12_5,BAI13_5,BAI14_5,BAI15_5,BAI16_5,BAI17_5,BAI18_5,BAI19_5,BAI20_5,BAI21_5,BAIsum_5,BAIgroup_5,BDI1_1_5,BDI1_2_5,BDI1_3_5,BDI1_4_5,BDI1_5_5,BDI2_1_5,BDI2_2_5,BDI2_3_5,BDI2_4_5,BDI2_5_5,BDI3_1_5,BDI3_2_5,BDI3_3_5,BDI3_4_5,BDI3_5_5,BDI4_1_5,BDI4_2_5,BDI4_3_5,BDI4_4_5,BDI4_5_5,BDI5_1_5,BDI5_2_5,BDI5_3_5,BDI5_4_5,BDI5_5_5,BDI6_1_5,BDI6_2_5,BDI6_3_5,BDI6_4_5,BDI6_5_5,BDI7_1_5,BDI7_2_5,BDI7_3_5,BDI7_4_5,BDI7_5_5,BDI8_1_5,BDI8_2_5,BDI8_3_5,BDI8_4_5,BDI10_1_5,BDI10_2_5,BDI10_3_5,BDI10_4_5,BDI11_1_5,BDI11_2_5,BDI11_3_5,BDI11_4_5,BDI12_1_5,BDI12_2_5,BDI12_3_5,BDI12_4_5,BDI13_1_5,BDI13_2_5,BDI13_3_5,BDI13_4_5,BDI14_1_5,BDI14_2_5,BDI14_3_5,BDI14_4_5,BDI15_1_5,BDI15_2_5,BDI15_3_5,BDI15_4_5,BDI15_5_5,BDI16_1_5,BDI16_2_5,BDI16_3_5,BDI16_4_5,BDI17_1_5,BDI17_2_5,BDI17_3_5,BDI17_4_5,BDI18_1_5,BDI18_2_5,BDI18_3_5,BDI18_4_5,BDI19_1_5,BDI19_2_5,BDI19_3_5,BDI19_4_5,BDIWeightloss_5,BDI20_1_5,BDI20_2_5,BDI20_3_5,BDI20_4_5,BDI21_1_5,BDI21_2_5,BDI21_3_5,BDI21_4_5,PSQI1_5,BDIsum_5,BDIgroup_5,PSQI1AMPM_5,PSQI2_5,PSQI3_5,PSQI3AMPM_5,PSQI4_5,nap_5,nap_length_5,PSQI5_5,PSQI6_5,PSQI7_5,PSQI8_5,PSQI9_5,PSQI10_5,PSQI11_5,PSQI12_5,PSQI13_5,PSQIroommate_5,PSQI14_5,PSQI16_5,PSQI17_5,PSQI18_5,PSQI19_5,PSQI20_5,PSQI_duration_5,PSQIGlobal_5,PSQIGroup_5,AdditionalHealthIssue_5,additionalhealthissuerca_5,additionalhealthissuercb_5,polorientation_5,polparty_1_5,polparty_2_5,polHealthcare_5,polAbortion_5,polNDsanctuary_5,polPartImm1_5,polPartImm2_5,polClimate_5,polClimateCause1_5,polClimateCause2_5,polClimateGov_5,chargeAsleep_5,chargeNightWall_5,chargeNightUSB_5,chargeNightOther_5,useBed_5,useBedCharge_5,chargeDayWall_5,chargeDayUSB_5,chargeDayOther_5,chargeAirplane_5,chargeDorm_5,chargeLib_5,chargeStudentCenter_5,chargeDining_5,chargeClass_5,chargeLab_5,chargeWork_5,chargeTime1_5,chargeTime2_5,chargeTime3_5,chargeTime4_5,chargeTime5_5,chargeTime6_5,chargeTime7_5,phoneGetMonth_5,phoneGetYear_5,PhoneType_5,phoneModel_5
50766,12apr2017 14:06:29,12apr2017 14:29:36,5-10,no,no,,,,12100.0,12100.0,12100.0,12100.0,12100.0,12100.0,12100.0,46300.0,43100.0,46300.0,305.0,,,,"Bachelor's degree (B.A., B.S., etc.)",no,yes,,,yes,,,Yes,,,yes,,,,,,Not at all,1-2 times a week,1-2 times a month,Not at all,Not at all,Not at all,Less than 1-2 times a month,Three times a week or more,1-2 times a week,Not at all,Three times a week or more,Less than 1-2 times a month,1-2 times a month,Not at all,Not at all,Less than 1-2 times a month,Not at all,15 minutes or less,15 minutes or less,16-30 minutes,2-3 hours,15 minutes or less,2-3 hours,15 minutes or less,Do not do,1-2 hours,2-3 hours,Do not do,1.0909091,14300.0,13200.0,14900.0,13200.0,,Heterosexual or straight,Women only,Only attracted to females,Rap/Hip-Hop,Classic rock/Oldies,Folk,,,Country,,,,,,,,,,no,,,,,,,Sometimes,Sometimes,Sometimes,Fairly Often,Fairly Often,Almost Never,Very Often,Fairly Often,Almost Never,Almost Never,1.2,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,2.8333333,Strongly Agree,Agree,Strongly Disagree,Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,-1.3932481,0.22242253,1.0504757,95.0,94.0,100.0,57.0,91.0,100.0,85.0,73.0,41.0,89.0,56.0,22.0,73.0,100.0,47.0,28.0,27.0,95.0,70.722221,Pretty Happy,Excellent,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Satisfied,Somewhat satisfied,Satisfied,Satisfied,Satisfied,Satisfied,5.5555553,180.0,6.0833335,no,,,,,8.0,8.0,6.0,9.0,8.0,,7.0,7.0,7.0,Agree,no,,,,,,,no,,,,,,,No,Yes,Marijuana,,,No,,,,Not at all,"Mildly, but it didn't bother me much",Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,1.0,low,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,Sometimes,yes,no,no,no,yes,no,no,no,12:00,4.0,minimal,am,20.0,8:50,am,8.0,Once per week,40.0,Less than once a week,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Occasionally or a moderate amount of time (3-4 days),No,Not during the past month,Fairly good,Not during the past month,Not during the past month,Not during the past month,8.833333,4.0,Good Sleep,no,,,Slightly liberal,Democrat,,2,only after the need clearly established,Agree,No,No,Has probably been happening,About equally by human activity and natural causes,,Should be doing a great deal more,I plug it in when I go to bed and unplug it when I wake up.,Wall adapter,,,Frequently,Frequently,Wall adapter,USB port,,Never,Very Frequently,Never,Never,Never,Never,Occasionally,Frequently,Never,Never,Occasionally,Occasionally,Often,Often,Often,December,2016.0,Android,HTC One
71089,10apr2017 17:30:43,10apr2017 17:50:59,0-4,yes,no,,,,21200.0,46300.0,,,,,,,,,305.0,111.0,,,"Bachelor's degree (B.A., B.S., etc.)",no,no,,,,,,Yes,,,yes,,,,,,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,Not at all,Not at all,Not at all,Not at all,1-2 times a week,1-2 times a month,1-2 times a week,1-2 times a month,Not at all,Not at all,Not at all,2-3 hours,Do not do,more than 4 hours,3-4 hours,2-3 hours,1-2 hours,2-3 hours,Do not do,31 minutes an hour,3-4 hours,Do not do,2.1818182,14300.0,,,,,Heterosexual or straight,Women only,Only attracted to females,Broadway or Showtunes,Top 40/Pop,Film Soundtracks,,,Country,Contemporary rock,Contemporary rock,,,26300.0,26300.0,26100.0,52100.0,,no,,,,,,,Almost Never,Sometimes,Fairly Often,Sometimes,Fairly Often,Almost Never,Almost Never,Fairly Often,Fairly Often,Sometimes,1.9,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,3.5,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Agree,Agree,0.84944111,-0.025041506,-0.13930832,9.0,10.0,31.0,6.0,4.0,7.0,7.0,8.0,3.0,12.0,8.0,10.0,14.0,6.0,45.0,49.0,34.0,18.0,15.611111,Pretty Happy,Good,Very dissatisfied,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Very dissatisfied,Very dissatisfied,Somewhat dissatisfied,2.0,,6.0,no,,,,,1.0,5.0,8.0,4.0,10.0,,7.0,8.0,7.0,Somewhat Disagree,no,,,,,,,no,,,,,,,No,No,,,,No,,,,Not at all,Moderately bothered me at times,Not at all,Not at all,Not at all,Not at all,"Mildly, but it didn't bother me much",Not at all,Not at all,Moderately bothered me at times,Not at all,"Mildly, but it didn't bother me much","Mildly, but it didn't bother me much",Not at all,Moderately bothered me at times,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,9.0,low,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,Sometimes,yes,no,no,no,yes,no,no,no,12:15,14.0,mild,am,15.0,8:00,am,7.0,Once per week,30.0,Less than once a week,Three or more times a week,Less than once a week,Not during the past month,Three or more times a week,Not during the past month,Once or twice a week,Less than once a week,Not during the past month,Rarely or none of the time (less than 1 day),No,Not during the past month,Fairly good,Not during the past month,Not during the past month,Less than once a week,7.75,7.0,Disturbed Sleep,no,,,Moderate,Independent,Democratic,4,"only in case of rape, incest, or when the woman's life is in danger",Agree,No,No,Has probably been happening,Mostly by human activity,,Should be doing  more,I plug it in when I go to bed and unplug it when I wake up.,Wall adapter,,,Frequently,Frequently,Wall adapter,,,Occasionally,Very Frequently,Occasionally,Occasionally,Never,Never,Never,Never,Often,Rarely,Rarely,Often,Occasionally,Occasionally,Often,December,2016.0,iPhone,iPhone 6s plus
80980,12apr2017 21:55:02,12apr2017 22:23:15,5-10,yes,no,,,,45100.0,43500.0,36100.0,,,,,,,,309.0,,,,"Master's Degree (M.A., M.S., MBA, etc.)",no,no,,,,,,Yes,,,yes,,,,,,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,Less than 1-2 times a month,Less than 1-2 times a month,Less than 1-2 times a month,Three times a week or more,Three times a week or more,1-2 times a month,1-2 times a week,1-2 times a month,Not at all,1-2 times a week,1-2 times a week,Do not do,Do not do,1-2 hours,more than 4 hours,15 minutes or less,1-2 hours,2-3 hours,2-3 hours,Do not do,more than 4 hours,Do not do,1.0909091,,,14300.0,14900.0,,Heterosexual or straight,I have not had sexual contact,Only attracted to females,Rap/Hip-Hop,Top 40/Pop,Country,Indie/Alternative,,,,,,,26300.0,26300.0,,,,no,,,,,,,Almost Never,Sometimes,Almost Never,Fairly Often,Fairly Often,Never,Fairly Often,Fairly Often,Sometimes,Almost Never,1.1,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Agree,3.6666667,Somewhat Agree,Somewhat Agree,Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,-0.6200918,-0.68462443,-0.19050166,81.0,70.0,81.0,32.0,95.0,54.0,63.0,57.0,10.0,58.0,12.0,47.0,36.0,91.0,58.0,8.0,5.0,72.0,51.666668,Pretty Happy,Good,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat dissatisfied,Dissatisfied,Satisfied,Satisfied,Neutral,Somewhat satisfied,3.8888888,185.0,6.25,no,,,,,2.0,7.0,5.0,7.0,4.0,,6.0,9.0,8.0,Strongly Disagree,no,,,,,,,no,,,,,,,Yes,No,,,,No,,,,Not at all,Not at all,Not at all,"Mildly, but it didn't bother me much",Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,1.0,low,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,yes,yes,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,Sometimes,yes,no,no,no,yes,no,no,no,2:30,7.0,minimal,am,15.0,9:45,am,6.0,Once per week,20.0,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Rarely or none of the time (less than 1 day),No,Not during the past month,Fairly bad,Not during the past month,Not during the past month,Less than once a week,7.25,6.0,Disturbed Sleep,no,,,Slightly Conservative,Republican,,4,"only in case of rape, incest, or when the woman's life is in danger",Strongly Disagree,No,No,Has probably been happening,Mostly by human activity,,Should be doing  more,I plug it in when I go to bed and unplug it when I wake up.,Wall adapter,,,Occasionally,Always,Wall adapter,USB port,,Never,Very Frequently,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Often,June,2015.0,iPhone,iPhone 6
29115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98462,10apr2017 15:22:51,10apr2017 15:40:56,None,,no,,,,45100.0,43400.0,45100.0,,,,,,,,501.0,,515.0,147.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,no,,,,,,Yes,yes,,,,,,,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,1-2 times a month,Not at all,1-2 times a month,Not at all,Three times a week or more,1-2 times a month,1-2 times a month,Not at all,Not at all,1-2 times a week,1-2 times a week,2-3 hours,2-3 hours,2-3 hours,more than 4 hours,15 minutes or less,31 minutes an hour,31 minutes an hour,15 minutes or less,15 minutes or less,3-4 hours,15 minutes or less,1.7272727,13200.0,16900.0,13200.0,16900.0,14900.0,Heterosexual or straight,I have not had sexual contact,Only attracted to females,Country,Contemporary rock,,,,Rap/Hip-Hop,Blues/R&B,Jazz,,,26100.0,,,,,no,,,,,,,Sometimes,Never,Fairly Often,Very Often,Fairly Often,Never,Fairly Often,Fairly Often,Sometimes,Almost Never,1.1,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,3.0,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,-0.063670255,-0.5555923,-0.80395925,70.0,20.0,60.0,50.0,50.0,10.0,30.0,50.0,50.0,30.0,10.0,50.0,75.0,75.0,85.0,65.0,5.0,40.0,45.833332,Pretty Happy,Good,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Somewhat dissatisfied,Somewhat dissatisfied,Satisfied,Satisfied,Satisfied,3.5555556,140.0,5.6666665,no,,,,,3.0,9.0,5.0,9.0,7.0,Definintely True,6.0,8.0,8.0,Strongly Agree,no,,,,,,,no,,,,,,,No,No,,,,No,,,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,"Mildly, but it didn't bother me much",Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,"Mildly, but it didn't bother me much",Not at all,Not at all,Not at all,Not at all,2.0,low,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,Sometimes,yes,no,no,no,yes,no,no,no,1:00,1.0,minimal,am,15.0,8:30,am,6.0,Once per week,30.0,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Rarely or none of the time (less than 1 day),No,Not during the past month,Fairly good,Not during the past month,Not during the past month,Not during the past month,7.5,6.0,Disturbed Sleep,no,,,Conservative,Republican,,6,"only in case of rape, incest, or when the woman's life is in danger",Strongly Disagree,No,No,Has probably been happening,Mostly by human activity,,Should be doing a great deal more,I plug it in when I go to bed and unplug it when I wake up.,Wall adapter,,,Always,Frequently,Wall adapter,,,Occasionally,Very Frequently,Occasionally,Occasionally,Never,Never,Never,Occasionally,Often,Rarely,Occasionally,Occasionally,Occasionally,Often,Often,March,2016.0,iPhone,6S
94455,11apr2017 00:19:51,11apr2017 00:19:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,no,no,no,,0.0,minimal,,,,,,,,,,,,,,,,,,,Not during the past month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64302,11apr2017 10:10:19,18apr2017 10:26:40,0-4,no,no,,,,45100.0,21100.0,,,,,,,,,303.0,,,,"Master's Degree (M.A., M.S., MBA, etc.)",no,no,,,,,,No,,,,,,,,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Less than 1-2 times a month,Not at all,Three times a week or more,Three times a week or more,Three times a week or more,Less than 1-2 times a month,Three times a week or more,1-2 times a week,Three times a week or more,15 minutes or less,15 minutes or less,31 minutes an hour,more than 4 hours,31 minutes an hour,16-30 minutes,15 minutes or less,15 minutes or less,15 minutes or less,more than 4 hours,Do not do,0.54545456,13200.0,16900.0,13200.0,32900.0,14300.0,Heterosexual or straight,I have not had sexual contact,Only attracted to females,Contemporary rock,Classical,,,,Electronic/Dance/Club,Rap/Hip-Hop,,,,39200.0,26300.0,26200.0,,,no,,,,,,,Fairly Often,Fairly Often,Very Often,Fairly Often,Sometimes,Sometimes,Almost Never,Sometimes,Fairly Often,Sometimes,2.5,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,2.6666667,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,1.070953,-0.8716259,1.2730123,23.0,11.0,19.0,14.0,22.0,24.0,22.0,11.0,14.0,8.0,9.0,7.0,2.0,23.0,16.0,5.0,2.0,16.0,13.777778,Happy,Fair,Somewhat dissatisfied,Neutral,Neutral,Dissatisfied,Dissatisfied,Neutral,Satisfied,Satisfied,Somewhat satisfied,4.0,170.0,5.75,no,,,,,1.0,7.0,5.0,7.0,5.0,,6.0,8.0,8.0,Disagree,no,,,,,,,no,,,,,,,No,No,,,,No,,,,Not at all,Not at all,Not at all,"Mildly, but it didn't bother me much",Moderately bothered me at times,Not at all,"Mildly, but it didn't bother me much",Not at all,Not at all,"Mildly, but it didn't bother me much",Not at all,Not at all,Not at all,"Mildly, but it didn't bother me much",Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,6.0,low,yes,yes,no,no,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,yes,no,no,no,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,no,no,no,Sometimes,yes,no,no,no,yes,no,no,no,2:00,13.0,minimal,am,15.0,8:30,am,6.0,Never,,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Rarely or none of the time (less than 1 day),No,Not during the past month,Fairly good,Not during the past month,Less than once a week,Less than once a week,6.5,6.0,Disturbed Sleep,no,,,Conservative,Independent,Republican,7,never permitted,Strongly Disagree,No,No,Has probably been happening,Mostly by natural causes,,Is doing the right amount,I plug it in when I go to bed and unplug it when I wake up.,Wall adapter,,,Occasionally,Occasionally,Wall adapter,,,Never,Frequently,Occasionally,Frequently,Never,Never,Never,Occasionally,Rarely,Rarely,Rarely,Rarely,Rarely,Occasionally,Often,January,2017.0,iPhone,iPhone 7
