egoid,major1rc_4,major2rc_4,majorevent_4
28681,309.0,131.0,
51437,503.0,135.0,no
21932,302.0,131.0,no
29733,309.0,131.0,
98206,305.0,131.0,yes
36385,131.0,512.0,yes
26651,309.0,131.0,
54030,404.0,131.0,no
67993,131.0,131.0,no
96543,304.0,131.0,yes
49800,507.0,131.0,no
29296,309.0,131.0,
11002,503.0,112.0,no
72850,307.0,128.0,no
15134,309.0,131.0,no
69124,309.0,131.0,
42531,109.0,110.0,no
34062,507.0,131.0,no
18111,401.0,135.0,no
42646,507.0,137.0,no
63922,309.0,131.0,
59097,403.0,402.0,no
72912,309.0,131.0,
91484,117.0,131.0,no
24833,511.0,507.0,no
21971,309.0,131.0,
58654,309.0,131.0,
13928,309.0,131.0,
84502,128.0,109.0,no
64090,309.0,131.0,
52123,406.0,102.0,no
78783,200.0,131.0,no
25197,501.0,131.0,no
35872,510.0,131.0,no
93462,309.0,131.0,
23270,512.0,131.0,no
69807,309.0,131.0,
92716,302.0,131.0,no
66061,309.0,131.0,
56058,309.0,131.0,
57854,309.0,131.0,
68679,309.0,131.0,
90750,309.0,131.0,
70125,108.0,131.0,no
67192,507.0,131.0,no
12029,309.0,131.0,no
70745,109.0,112.0,no
43255,309.0,131.0,
93856,309.0,131.0,no
10237,111.0,131.0,no
97448,134.0,135.0,no
43603,309.0,131.0,
86974,309.0,131.0,
89165,511.0,135.0,no
97280,128.0,131.0,no
54098,309.0,131.0,
66156,305.0,131.0,no
67177,401.0,131.0,no
22540,508.0,508.0,no
70668,309.0,131.0,
15586,309.0,131.0,
27232,309.0,131.0,
18611,309.0,131.0,
87328,109.0,111.0,no
88963,309.0,131.0,
61756,309.0,131.0,
57045,309.0,131.0,
49497,406.0,108.0,yes
15031,309.0,131.0,
79607,309.0,131.0,
41952,506.0,131.0,no
17183,404.0,131.0,no
22408,511.0,135.0,no
54435,131.0,131.0,no
38554,403.0,131.0,no
38293,305.0,131.0,yes
33785,304.0,123.0,no
44310,309.0,131.0,
33009,130.0,131.0,yes
31294,309.0,131.0,
65143,309.0,131.0,
91726,306.0,131.0,no
59355,305.0,131.0,no
96184,200.0,131.0,no
92339,309.0,131.0,
70005,304.0,131.0,no
64157,102.0,131.0,no
68050,130.0,131.0,no
46151,309.0,131.0,
79395,403.0,131.0,no
59863,403.0,108.0,no
63419,507.0,131.0,no
22913,303.0,131.0,no
91313,117.0,506.0,no
14511,130.0,131.0,no
73962,305.0,131.0,no
48969,116.0,110.0,no
22093,309.0,131.0,
32919,309.0,131.0,
10153,511.0,135.0,no
79731,406.0,131.0,yes
63611,309.0,131.0,
64296,506.0,135.0,yes
23487,309.0,131.0,
17569,309.0,131.0,no
77036,303.0,131.0,no
53518,403.0,131.0,no
92340,309.0,131.0,
37485,309.0,131.0,
33953,131.0,131.0,no
53333,309.0,131.0,
82986,302.0,137.0,no
61772,309.0,131.0,
47280,309.0,131.0,
70566,116.0,128.0,no
82964,309.0,131.0,
11402,131.0,406.0,no
38610,501.0,131.0,yes
96610,131.0,131.0,no
77711,403.0,109.0,no
48505,309.0,131.0,
78667,309.0,131.0,
17020,305.0,304.0,no
48676,507.0,131.0,no
29885,109.0,131.0,no
32976,309.0,131.0,
79167,116.0,128.0,no
65061,309.0,131.0,
43710,401.0,131.0,no
61389,309.0,131.0,
22455,128.0,131.0,no
82819,309.0,131.0,
67771,309.0,131.0,
57443,507.0,131.0,yes
96469,128.0,135.0,no
94579,512.0,131.0,no
29257,508.0,403.0,no
23518,137.0,506.0,no
80484,309.0,131.0,
49539,134.0,131.0,no
63904,504.0,104.0,no
82490,401.0,131.0,no
20335,305.0,131.0,no
35031,406.0,108.0,no
88185,137.0,134.0,no
35344,302.0,131.0,no
31175,128.0,131.0,no
41167,309.0,131.0,
98325,109.0,131.0,no
36963,309.0,131.0,
50666,137.0,140.0,no
98624,309.0,131.0,
42617,507.0,131.0,yes
58793,128.0,140.0,no
25125,131.0,131.0,no
25548,302.0,131.0,no
25966,309.0,131.0,
95444,309.0,131.0,
96689,137.0,135.0,no
22587,309.0,131.0,
43581,309.0,131.0,
75578,309.0,131.0,
43507,309.0,131.0,
91551,309.0,131.0,
30676,309.0,131.0,
19030,309.0,131.0,
33657,117.0,131.0,no
76521,309.0,131.0,
52848,309.0,131.0,
40231,309.0,131.0,
65656,309.0,131.0,
30610,309.0,131.0,
36117,506.0,131.0,no
82587,401.0,405.0,no
14690,309.0,131.0,
40569,309.0,131.0,
97021,309.0,131.0,
26320,309.0,131.0,
77532,110.0,131.0,no
92515,501.0,109.0,yes
97844,301.0,131.0,no
81647,309.0,131.0,
33127,309.0,131.0,
45958,309.0,131.0,
49790,200.0,131.0,no
74251,309.0,131.0,
28326,309.0,131.0,
20507,309.0,131.0,
71592,309.0,131.0,
15181,502.0,131.0,no
70209,309.0,131.0,
78657,200.0,131.0,no
21887,128.0,131.0,no
48154,507.0,131.0,no
92953,309.0,131.0,
90192,309.0,131.0,
51495,309.0,131.0,yes
34344,309.0,131.0,
21793,309.0,131.0,yes
37218,305.0,131.0,yes
17932,125.0,131.0,no
95026,309.0,131.0,
66800,309.0,131.0,
73693,309.0,131.0,
80429,309.0,501.0,no
75149,130.0,406.0,no
61659,309.0,131.0,
81420,401.0,403.0,yes
33740,507.0,131.0,yes
37979,309.0,131.0,
87192,309.0,131.0,
67709,111.0,108.0,no
36552,309.0,131.0,no
14301,503.0,131.0,no
36384,309.0,131.0,
63138,502.0,510.0,no
51298,304.0,131.0,no
74632,502.0,131.0,no
16654,117.0,128.0,no
54394,309.0,131.0,
84768,507.0,131.0,no
29134,309.0,131.0,no
24029,506.0,131.0,no
35361,309.0,131.0,no
87056,309.0,131.0,
49086,406.0,131.0,yes
67917,309.0,131.0,
85503,301.0,131.0,no
60008,309.0,131.0,
66542,309.0,131.0,
55881,309.0,131.0,
86265,309.0,131.0,
10732,404.0,405.0,no
22119,309.0,131.0,
50797,309.0,131.0,
39564,309.0,131.0,no
39285,309.0,131.0,
22460,309.0,131.0,
25172,406.0,108.0,no
77134,309.0,131.0,
22143,309.0,131.0,
93766,309.0,131.0,
45097,309.0,131.0,
26289,309.0,131.0,
95490,309.0,131.0,no
66979,309.0,131.0,
23253,507.0,131.0,no
12900,309.0,131.0,
90079,304.0,131.0,no
47584,511.0,131.0,no
97990,401.0,506.0,no
39248,309.0,131.0,
29354,309.0,131.0,
25743,309.0,131.0,
91429,309.0,131.0,
82269,109.0,135.0,no
22842,306.0,131.0,no
31311,309.0,131.0,
32423,309.0,131.0,
33084,309.0,131.0,
14279,401.0,109.0,no
91932,309.0,131.0,
32404,309.0,131.0,
73577,403.0,100.0,no
70561,309.0,131.0,
43177,128.0,131.0,no
36501,309.0,131.0,
26857,305.0,114.0,no
28327,117.0,131.0,no
42674,309.0,131.0,
79897,309.0,131.0,
64978,309.0,131.0,
70434,309.0,131.0,
52302,511.0,131.0,no
97050,507.0,131.0,no
46418,507.0,131.0,yes
86691,309.0,131.0,
93002,503.0,506.0,yes
81930,309.0,131.0,
56543,110.0,111.0,no
92618,309.0,131.0,
17470,306.0,131.0,no
74211,309.0,131.0,
35180,137.0,110.0,no
89142,403.0,401.0,yes
24898,302.0,510.0,no
74413,507.0,131.0,no
38824,309.0,131.0,
51723,309.0,131.0,
79352,309.0,131.0,
30814,309.0,131.0,
90502,309.0,131.0,
94456,309.0,131.0,
70661,309.0,131.0,
50976,305.0,131.0,no
55533,309.0,131.0,
12156,309.0,131.0,
76485,116.0,129.0,no
33239,510.0,131.0,no
72570,309.0,131.0,
67574,302.0,131.0,no
42231,309.0,131.0,
44639,309.0,131.0,
64072,309.0,131.0,
84960,309.0,131.0,
43809,309.0,131.0,
27941,309.0,131.0,
31033,309.0,131.0,
39301,309.0,131.0,
10469,510.0,131.0,no
77789,109.0,131.0,yes
47024,309.0,131.0,
88582,134.0,131.0,no
73897,309.0,131.0,
83470,309.0,131.0,
67015,501.0,131.0,no
26272,502.0,131.0,no
21909,309.0,131.0,
88882,403.0,131.0,no
62510,309.0,131.0,
96828,403.0,131.0,no
64406,309.0,131.0,
31985,309.0,131.0,
91337,309.0,131.0,
87664,309.0,131.0,
19245,403.0,109.0,no
83748,401.0,112.0,no
49915,309.0,131.0,no
51865,309.0,131.0,
78407,305.0,131.0,no
93787,507.0,131.0,no
52621,309.0,131.0,
38914,309.0,131.0,
37594,309.0,131.0,
19833,309.0,131.0,
17270,200.0,131.0,no
40864,511.0,109.0,no
38313,309.0,131.0,
55340,309.0,131.0,
18707,309.0,131.0,
73807,309.0,131.0,
26718,309.0,131.0,
63347,502.0,131.0,no
35824,309.0,131.0,
48826,304.0,131.0,no
11454,309.0,131.0,
93246,309.0,131.0,
75341,309.0,131.0,
35925,403.0,501.0,no
