egoid,major1rc_8,major2rc_8,degreeintent_8,majorevent_8
44869,401.0,129.5,,
43516,401.0,129.5,,
89411,401.0,129.5,,
74285,401.0,129.5,,
56527,401.0,129.5,,
16819,401.0,129.5,,
34591,401.0,129.5,,
89972,401.0,129.5,,
92552,305.0,129.5,"Master's Degree (M.A., M.S., MBA, etc.)",no
73158,306.0,129.5,"Master's Degree (M.A., M.S., MBA, etc.)",no
45963,503.0,129.5,"M.D., D.O., D.D.S., or D.V.M.",no
22138,507.0,110.0,"M.D., D.O., D.D.S., or D.V.M.",no
90136,401.0,129.5,,
46744,401.0,129.5,,
77941,302.0,129.5,"Master's Degree (M.A., M.S., MBA, etc.)",no
44873,401.0,129.5,"Bachelor's degree (B.A., B.S., etc.)",no
36540,401.0,129.5,,
14527,401.0,129.5,,
83005,113.0,131.0,"Bachelor's degree (B.A., B.S., etc.)",no
31439,401.0,129.5,,
21899,401.0,129.5,,
29232,401.0,129.5,,
32249,401.0,129.5,,
45375,401.0,129.5,,
25536,401.0,129.5,,
32037,401.0,129.5,,
90476,401.0,129.5,,
46558,401.0,129.5,,
24016,401.0,129.5,,
52277,401.0,129.5,,
93699,401.0,129.5,"Master's Degree (M.A., M.S., MBA, etc.)",no
36875,406.0,129.5,"Master's Degree (M.A., M.S., MBA, etc.)",no
84011,503.0,129.5,"M.D., D.O., D.D.S., or D.V.M.",no
90646,401.0,129.5,,
88008,401.0,129.5,,
88967,401.0,129.5,,
46701,401.0,129.5,,
83566,134.0,129.5,"Master's Degree (M.A., M.S., MBA, etc.)",no
21090,305.0,129.5,"Bachelor's degree (B.A., B.S., etc.)",no
69419,113.0,129.0,"Bachelor's degree (B.A., B.S., etc.)",
87032,401.0,129.5,,
94641,305.0,129.5,"Master's Degree (M.A., M.S., MBA, etc.)",no
82728,401.0,129.5,,
45076,405.0,129.5,"Master's Degree (M.A., M.S., MBA, etc.)",no
58437,401.0,129.5,,
94862,401.0,129.5,,
14606,401.0,129.5,,
64075,401.0,129.5,,
