egoid,major1rc_5,major2rc_5,degreeintent_5,majorevent_5
44869,507.0,206.39814814814812,"M.D., D.O., D.D.S., or D.V.M.",no
43516,339.0302197802198,206.39814814814812,,
89411,117.0,206.39814814814812,"Master's Degree (M.A., M.S., MBA, etc.)",
74285,339.0302197802198,206.39814814814812,,
56527,339.0302197802198,206.39814814814812,,
16819,339.0302197802198,206.39814814814812,,
34591,117.0,128.0,"Bachelor's degree (B.A., B.S., etc.)",no
89972,339.0302197802198,206.39814814814812,,
92552,305.0,206.39814814814812,"Bachelor's degree (B.A., B.S., etc.)",yes
73158,306.0,206.39814814814812,"Master's Degree (M.A., M.S., MBA, etc.)",no
45963,503.0,206.39814814814812,"M.D., D.O., D.D.S., or D.V.M.",no
22138,507.0,110.0,"M.D., D.O., D.D.S., or D.V.M.",no
90136,339.0302197802198,206.39814814814812,,
46744,339.0302197802198,206.39814814814812,,
77941,302.0,206.39814814814812,"Bachelor's degree (B.A., B.S., etc.)",no
44873,401.0,206.39814814814812,"Bachelor's degree (B.A., B.S., etc.)",no
36540,339.0302197802198,206.39814814814812,,
83005,131.0,206.39814814814812,"Bachelor's degree (B.A., B.S., etc.)",no
31439,501.0,206.39814814814812,"Bachelor's degree (B.A., B.S., etc.)",no
21899,302.0,206.39814814814812,"Master's Degree (M.A., M.S., MBA, etc.)",no
29232,339.0302197802198,206.39814814814812,,
32249,403.0,206.39814814814812,"Master's Degree (M.A., M.S., MBA, etc.)",no
45375,109.0,206.39814814814812,"Bachelor's degree (B.A., B.S., etc.)",no
25536,306.0,206.39814814814812,"Bachelor's degree (B.A., B.S., etc.)",no
32037,402.0,501.0,"Master's Degree (M.A., M.S., MBA, etc.)",yes
46558,301.0,206.39814814814812,"Bachelor's degree (B.A., B.S., etc.)",no
24016,339.0302197802198,206.39814814814812,,
52277,339.0302197802198,206.39814814814812,,
93699,401.0,206.39814814814812,"Master's Degree (M.A., M.S., MBA, etc.)",no
36875,406.0,206.39814814814812,"Bachelor's degree (B.A., B.S., etc.)",no
84011,503.0,206.39814814814812,"M.D., D.O., D.D.S., or D.V.M.",no
90646,309.0,206.39814814814812,"Master's Degree (M.A., M.S., MBA, etc.)",yes
88008,303.0,206.39814814814812,"Master's Degree (M.A., M.S., MBA, etc.)",no
88967,339.0302197802198,206.39814814814812,,
46701,339.0302197802198,206.39814814814812,,
83566,134.0,206.39814814814812,Ph.D or Ed.D.,no
21090,305.0,206.39814814814812,Ph.D or Ed.D.,no
69419,339.0302197802198,206.39814814814812,,
87032,200.0,206.39814814814812,"Master's Degree (M.A., M.S., MBA, etc.)",no
94641,305.0,206.39814814814812,Ph.D or Ed.D.,no
82728,510.0,104.0,"M.D., D.O., D.D.S., or D.V.M.",no
45076,403.0,131.0,"Bachelor's degree (B.A., B.S., etc.)",no
58437,309.0,206.39814814814812,"Master's Degree (M.A., M.S., MBA, etc.)",no
94862,403.0,501.0,"Master's Degree (M.A., M.S., MBA, etc.)",no
14606,304.0,206.39814814814812,"M.D., D.O., D.D.S., or D.V.M.",yes
64075,402.0,206.39814814814812,"Master's Degree (M.A., M.S., MBA, etc.)",no
39787,307.0,109.0,Ph.D or Ed.D.,no
82376,339.0302197802198,206.39814814814812,,
44872,507.0,135.0,"M.D., D.O., D.D.S., or D.V.M.",no
87783,401.0,125.0,J.D. (Law),no
47498,339.0302197802198,206.39814814814812,,
57325,503.0,123.0,Ph.D or Ed.D.,no
53776,339.0302197802198,206.39814814814812,,
58633,339.0302197802198,206.39814814814812,,
27306,507.0,206.39814814814812,"Master's Degree (M.A., M.S., MBA, etc.)",no
80607,339.0302197802198,206.39814814814812,,
73143,339.0302197802198,206.39814814814812,,
35797,339.0302197802198,206.39814814814812,,
46365,511.0,206.39814814814812,"M.D., D.O., D.D.S., or D.V.M.",no
31045,339.0302197802198,206.39814814814812,,
74492,511.0,514.0,"Master's Degree (M.A., M.S., MBA, etc.)",no
76791,339.0302197802198,206.39814814814812,,
21348,339.0302197802198,206.39814814814812,,
23287,100.0,206.39814814814812,"Bachelor's degree (B.A., B.S., etc.)",no
14763,339.0302197802198,206.39814814814812,,
22066,339.0302197802198,206.39814814814812,,
28247,200.0,206.39814814814812,"Bachelor's degree (B.A., B.S., etc.)",yes
72873,339.0302197802198,206.39814814814812,,
67544,339.0302197802198,206.39814814814812,,
76810,339.0302197802198,206.39814814814812,,
51760,306.0,206.39814814814812,Ph.D or Ed.D.,no
72806,109.0,206.39814814814812,"Master's Degree (M.A., M.S., MBA, etc.)",no
98766,403.0,112.0,"Master's Degree (M.A., M.S., MBA, etc.)",no
60997,309.0,206.39814814814812,"Bachelor's degree (B.A., B.S., etc.)",no
36038,339.0302197802198,206.39814814814812,,
39146,503.0,206.39814814814812,"Master's Degree (M.A., M.S., MBA, etc.)",no
60963,339.0302197802198,206.39814814814812,,
67918,303.0,206.39814814814812,"Bachelor's degree (B.A., B.S., etc.)",no
34467,507.0,206.39814814814812,"M.D., D.O., D.D.S., or D.V.M.",no
42132,339.0302197802198,206.39814814814812,,
32668,109.0,130.0,"Bachelor's degree (B.A., B.S., etc.)",yes
24079,302.0,206.39814814814812,"Bachelor's degree (B.A., B.S., etc.)",no
59673,303.0,206.39814814814812,"Bachelor's degree (B.A., B.S., etc.)",no
74899,509.0,206.39814814814812,"M.D., D.O., D.D.S., or D.V.M.",no
48891,339.0302197802198,206.39814814814812,,
81807,302.0,206.39814814814812,Ph.D or Ed.D.,no
77187,339.0302197802198,206.39814814814812,,
91176,508.0,506.0,Ph.D or Ed.D.,no
35011,402.0,128.0,"Bachelor's degree (B.A., B.S., etc.)",no
60903,339.0302197802198,206.39814814814812,,
35416,309.0,206.39814814814812,"Bachelor's degree (B.A., B.S., etc.)",no
89710,128.0,132.0,J.D. (Law),no
97596,405.0,206.39814814814812,"Master's Degree (M.A., M.S., MBA, etc.)",yes
39129,510.0,206.39814814814812,"M.D., D.O., D.D.S., or D.V.M.",no
57359,503.0,206.39814814814812,"M.D., D.O., D.D.S., or D.V.M.",no
17308,503.0,131.0,"M.D., D.O., D.D.S., or D.V.M.",no
51851,339.0302197802198,206.39814814814812,,
35855,339.0302197802198,206.39814814814812,,
67334,339.0302197802198,206.39814814814812,,
60230,339.0302197802198,206.39814814814812,,
77838,403.0,206.39814814814812,"Bachelor's degree (B.A., B.S., etc.)",no
57292,339.0302197802198,206.39814814814812,,
66406,339.0302197802198,206.39814814814812,,
56798,128.0,206.39814814814812,J.D. (Law),yes
23115,339.0302197802198,206.39814814814812,,
77872,304.0,206.39814814814812,"Master's Degree (M.A., M.S., MBA, etc.)",no
43114,302.0,206.39814814814812,"Bachelor's degree (B.A., B.S., etc.)",no
72348,507.0,206.39814814814812,Ph.D or Ed.D.,no
45776,339.0302197802198,206.39814814814812,,
63122,339.0302197802198,206.39814814814812,,
27169,339.0302197802198,206.39814814814812,,
89607,305.0,206.39814814814812,"Bachelor's degree (B.A., B.S., etc.)",no
59900,511.0,206.39814814814812,"M.D., D.O., D.D.S., or D.V.M.",no
28254,309.0,106.0,"Master's Degree (M.A., M.S., MBA, etc.)",no
56480,339.0302197802198,206.39814814814812,,
11128,339.0302197802198,206.39814814814812,,
47886,339.0302197802198,206.39814814814812,,
28820,309.0,206.39814814814812,"Bachelor's degree (B.A., B.S., etc.)",no
35347,109.0,403.0,J.D. (Law),yes
45641,339.0302197802198,206.39814814814812,,
64572,339.0302197802198,206.39814814814812,,
31538,339.0302197802198,206.39814814814812,,
73452,302.0,510.0,"M.D., D.O., D.D.S., or D.V.M.",no
51475,129.0,134.0,"M.D., D.O., D.D.S., or D.V.M.",no
