egoid,major1rc_6,major2rc_6,degreeintent_6,majorevent_6
44869,507.0,189.84615384615384,"M.D., D.O., D.D.S., or D.V.M.",no
43516,351.62974683544303,189.84615384615384,,
89411,351.62974683544303,189.84615384615384,,
74285,351.62974683544303,189.84615384615384,,
56527,351.62974683544303,189.84615384615384,,
16819,351.62974683544303,189.84615384615384,,
34591,351.62974683544303,189.84615384615384,,
89972,351.62974683544303,189.84615384615384,,
92552,305.0,189.84615384615384,"Master's Degree (M.A., M.S., MBA, etc.)",yes
73158,306.0,189.84615384615384,"Bachelor's degree (B.A., B.S., etc.)",no
45963,503.0,189.84615384615384,"M.D., D.O., D.D.S., or D.V.M.",yes
22138,507.0,110.0,"M.D., D.O., D.D.S., or D.V.M.",no
90136,351.62974683544303,189.84615384615384,,
46744,351.62974683544303,189.84615384615384,,
77941,302.0,189.84615384615384,"Bachelor's degree (B.A., B.S., etc.)",no
44873,401.0,189.84615384615384,"Bachelor's degree (B.A., B.S., etc.)",no
36540,351.62974683544303,189.84615384615384,,
83005,131.0,113.0,"Bachelor's degree (B.A., B.S., etc.)",no
31439,501.0,189.84615384615384,"Bachelor's degree (B.A., B.S., etc.)",no
21899,302.0,189.84615384615384,"Bachelor's degree (B.A., B.S., etc.)",no
29232,351.62974683544303,189.84615384615384,,
32249,351.62974683544303,189.84615384615384,,
45375,351.62974683544303,189.84615384615384,,
25536,351.62974683544303,189.84615384615384,,
32037,351.62974683544303,189.84615384615384,,
46558,301.0,189.84615384615384,"Bachelor's degree (B.A., B.S., etc.)",no
24016,351.62974683544303,189.84615384615384,,
52277,351.62974683544303,189.84615384615384,,
93699,401.0,189.84615384615384,"Master's Degree (M.A., M.S., MBA, etc.)",yes
36875,406.0,189.84615384615384,"Bachelor's degree (B.A., B.S., etc.)",no
84011,503.0,189.84615384615384,"M.D., D.O., D.D.S., or D.V.M.",no
90646,309.0,189.84615384615384,"Master's Degree (M.A., M.S., MBA, etc.)",yes
88008,303.0,189.84615384615384,"Master's Degree (M.A., M.S., MBA, etc.)",no
88967,351.62974683544303,189.84615384615384,,
46701,351.62974683544303,189.84615384615384,,
83566,134.0,189.84615384615384,Ph.D or Ed.D.,no
21090,305.0,189.84615384615384,"Bachelor's degree (B.A., B.S., etc.)",no
69419,351.62974683544303,189.84615384615384,,
87032,351.62974683544303,189.84615384615384,,
94641,305.0,189.84615384615384,Ph.D or Ed.D.,no
82728,510.0,104.0,"M.D., D.O., D.D.S., or D.V.M.",no
45076,405.0,189.84615384615384,"Bachelor's degree (B.A., B.S., etc.)",no
58437,309.0,189.84615384615384,"Master's Degree (M.A., M.S., MBA, etc.)",yes
94862,351.62974683544303,189.84615384615384,,
14606,304.0,189.84615384615384,"M.D., D.O., D.D.S., or D.V.M.",no
64075,402.0,189.84615384615384,"Master's Degree (M.A., M.S., MBA, etc.)",no
39787,351.62974683544303,189.84615384615384,,
82376,351.62974683544303,189.84615384615384,,
44872,507.0,189.84615384615384,"M.D., D.O., D.D.S., or D.V.M.",no
87783,351.62974683544303,189.84615384615384,,
47498,351.62974683544303,189.84615384615384,,
57325,503.0,123.0,Other,yes
53776,351.62974683544303,189.84615384615384,"Bachelor's degree (B.A., B.S., etc.)",no
58633,351.62974683544303,189.84615384615384,,
27306,507.0,189.84615384615384,"Master's Degree (M.A., M.S., MBA, etc.)",no
80607,351.62974683544303,189.84615384615384,,
73143,351.62974683544303,189.84615384615384,,
35797,351.62974683544303,189.84615384615384,,
46365,511.0,189.84615384615384,"M.D., D.O., D.D.S., or D.V.M.",yes
31045,351.62974683544303,189.84615384615384,,
74492,511.0,514.0,"Bachelor's degree (B.A., B.S., etc.)",no
76791,351.62974683544303,189.84615384615384,,
21348,351.62974683544303,189.84615384615384,,
23287,351.62974683544303,189.84615384615384,,
14763,351.62974683544303,189.84615384615384,,
22066,351.62974683544303,189.84615384615384,,
28247,351.62974683544303,189.84615384615384,,
72873,351.62974683544303,189.84615384615384,,
67544,351.62974683544303,189.84615384615384,,
76810,351.62974683544303,189.84615384615384,,
51760,306.0,189.84615384615384,Ph.D or Ed.D.,no
72806,109.0,189.84615384615384,"Bachelor's degree (B.A., B.S., etc.)",no
98766,403.0,112.0,"Master's Degree (M.A., M.S., MBA, etc.)",no
60997,309.0,189.84615384615384,"Bachelor's degree (B.A., B.S., etc.)",no
36038,110.0,129.0,"M.D., D.O., D.D.S., or D.V.M.",yes
39146,503.0,189.84615384615384,Ph.D or Ed.D.,no
60963,351.62974683544303,189.84615384615384,,
67918,303.0,189.84615384615384,"Master's Degree (M.A., M.S., MBA, etc.)",no
34467,507.0,189.84615384615384,"M.D., D.O., D.D.S., or D.V.M.",no
42132,351.62974683544303,189.84615384615384,,
32668,109.0,130.0,J.D. (Law),no
24079,302.0,189.84615384615384,"Master's Degree (M.A., M.S., MBA, etc.)",no
59673,303.0,189.84615384615384,"Master's Degree (M.A., M.S., MBA, etc.)",no
74899,509.0,189.84615384615384,Ph.D or Ed.D.,yes
48891,351.62974683544303,189.84615384615384,,
81807,302.0,189.84615384615384,Ph.D or Ed.D.,no
77187,351.62974683544303,189.84615384615384,,
91176,508.0,506.0,Ph.D or Ed.D.,no
