egoid,majorevent_7,Dieting_7,BAIsum_7,BAIgroup_7,yourelig_7,SelfEsteem_7,usetobacco_7,usebeer_7,usewine_7,usedrugs_7,usedrugs_prescr_7,usecaffine_7,exercisealone_7,exerciseothers_7,clubsports_7,swimming_7
60493,no,Yes,9.0,low,Catholic,31.0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all
52051,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
30972,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
47142,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
69217,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
69009,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
84390,yes,No,2.0,low,Protestant,34.0,Not at all,1-2 times a month,1-2 times a week,Not at all,Not at all,Three times a week or more,Three times a week or more,Three times a week or more,1-2 times a month,Not at all
74845,no,No,0.0,low,Catholic,45.0,1-2 times a month,1-2 times a month,1-2 times a month,Not at all,Not at all,1-2 times a month,Three times a week or more,1-2 times a week,1-2 times a week,Not at all
90905,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
39659,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
62072,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
60396,no,No,11.0,low,Catholic,37.0,Less than 1-2 times a month,Three times a week or more,1-2 times a month,Not at all,Not at all,Three times a week or more,Three times a week or more,1-2 times a week,1-2 times a month,Not at all
61084,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
92412,no,No,3.0,low,Catholic,46.0,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all
92038,no,No,0.0,low,Catholic,48.0,Not at all,1-2 times a week,Not at all,Not at all,Not at all,Not at all,Three times a week or more,Three times a week or more,Not at all,Not at all
33388,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
31717,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
18324,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
86440,no,No,0.0,low,Catholic,43.0,1-2 times a month,1-2 times a week,1-2 times a week,Not at all,Not at all,Not at all,1-2 times a week,Not at all,1-2 times a week,Not at all
95585,no,No,0.0,low,Protestant,45.0,1-2 times a month,1-2 times a week,1-2 times a week,Less than 1-2 times a month,Not at all,Not at all,1-2 times a week,Three times a week or more,1-2 times a month,Not at all
29792,no,No,9.0,low,Catholic,37.0,Less than 1-2 times a month,Three times a week or more,Three times a week or more,1-2 times a month,Not at all,Three times a week or more,1-2 times a week,Three times a week or more,Three times a week or more,1-2 times a week
14737,no,No,5.0,low,Catholic,37.0,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,1-2 times a month,Not at all,Not at all
28223,no,No,0.0,low,No Religion,50.0,Less than 1-2 times a month,1-2 times a week,1-2 times a month,Not at all,Not at all,1-2 times a month,Not at all,Less than 1-2 times a month,1-2 times a month,Not at all
85708,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
55452,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
20179,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
78339,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
23696,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
28653,no,Yes,10.0,low,Other Religion,40.0,Not at all,Less than 1-2 times a month,1-2 times a month,Not at all,Not at all,Less than 1-2 times a month,1-2 times a week,Three times a week or more,Three times a week or more,Not at all
84715,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
95559,no,No,0.0,low,Catholic,50.0,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,1-2 times a week,Less than 1-2 times a month,1-2 times a week
30152,yes,No,5.0,low,No Religion,40.0,Not at all,Not at all,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Less than 1-2 times a month,Not at all,Not at all
68764,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
60367,yes,No,3.0,low,Protestant,44.0,Not at all,1-2 times a week,1-2 times a week,Less than 1-2 times a month,Less than 1-2 times a month,Three times a week or more,Three times a week or more,Three times a week or more,Not at all,Three times a week or more
36939,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
59592,no,No,11.0,low,Catholic,35.0,Not at all,Not at all,1-2 times a month,Not at all,Not at all,1-2 times a week,1-2 times a week,Less than 1-2 times a month,Not at all,Not at all
22897,no,No,5.0,low,Catholic,41.0,Less than 1-2 times a month,Three times a week or more,1-2 times a week,1-2 times a month,Less than 1-2 times a month,Three times a week or more,1-2 times a month,1-2 times a month,1-2 times a week,Not at all
89652,yes,No,0.0,low,Catholic,37.0,Not at all,1-2 times a month,1-2 times a month,Not at all,Not at all,1-2 times a month,1-2 times a month,1-2 times a month,Not at all,Not at all
28724,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
92895,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
69831,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
59178,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
50072,no,No,15.0,low,Catholic,29.0,Not at all,Less than 1-2 times a month,Less than 1-2 times a month,Not at all,Not at all,1-2 times a week,Less than 1-2 times a month,Less than 1-2 times a month,Not at all,Not at all
44927,no,No,5.0,low,Protestant,38.0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,1-2 times a week,Not at all,1-2 times a week,Not at all
71894,yes,No,25.0,moderate,Protestant,25.0,Not at all,1-2 times a week,1-2 times a week,1-2 times a month,Not at all,Three times a week or more,1-2 times a month,1-2 times a month,Not at all,Not at all
76790,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
78428,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
66676,yes,No,14.0,low,Catholic,34.0,Not at all,Not at all,1-2 times a month,Not at all,Not at all,1-2 times a week,1-2 times a week,Three times a week or more,Not at all,Less than 1-2 times a month
95930,no,No,0.0,low,Catholic,41.0,Not at all,Not at all,Not at all,Not at all,Not at all,Three times a week or more,Three times a week or more,1-2 times a week,1-2 times a week,1-2 times a week
70962,no,No,3.0,low,No Religion,40.0,Not at all,1-2 times a month,1-2 times a month,Not at all,Not at all,1-2 times a week,1-2 times a week,1-2 times a month,Not at all,Not at all
12738,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
29647,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
27111,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
30453,no,No,10.0,low,Catholic,30.0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,1-2 times a week,Less than 1-2 times a month,Not at all,Not at all
58219,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
28377,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
80177,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
18677,no,No,0.0,low,Catholic,35.0,Not at all,Less than 1-2 times a month,1-2 times a week,Not at all,Not at all,Three times a week or more,Three times a week or more,Not at all,Not at all,Not at all
66047,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
58682,yes,No,4.0,low,Catholic,35.0,Not at all,Less than 1-2 times a month,Less than 1-2 times a month,Not at all,Not at all,Three times a week or more,1-2 times a month,Not at all,Less than 1-2 times a month,Not at all
81199,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
85679,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
79834,yes,Yes,3.0,low,Catholic,42.0,1-2 times a month,Not at all,Three times a week or more,Not at all,Not at all,Three times a week or more,Less than 1-2 times a month,Not at all,Less than 1-2 times a month,Not at all
93471,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
19538,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
14595,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
38052,no,No,3.0,low,Protestant,50.0,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Not at all,1-2 times a week,1-2 times a week,1-2 times a week,1-2 times a month
33133,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
40021,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
27141,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
93858,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
47810,no,Yes,8.0,low,Catholic,37.0,Not at all,Not at all,Three times a week or more,Not at all,Not at all,1-2 times a month,1-2 times a week,1-2 times a month,Less than 1-2 times a month,Not at all
58196,no,No,10.0,low,Catholic,43.0,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
42773,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
72152,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
76663,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
48224,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
30137,no,No,1.0,low,Catholic,47.0,Not at all,Less than 1-2 times a month,Less than 1-2 times a month,Not at all,Not at all,Three times a week or more,Three times a week or more,1-2 times a month,1-2 times a month,Not at all
68318,no,No,2.0,low,Catholic,42.0,Not at all,Less than 1-2 times a month,1-2 times a week,Not at all,Not at all,Three times a week or more,Less than 1-2 times a month,Not at all,Not at all,Not at all
62246,no,No,0.0,low,Catholic,40.0,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,1-2 times a month,Three times a week or more,1-2 times a week,1-2 times a month,Less than 1-2 times a month
69496,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
61028,no,No,13.0,low,Catholic,41.0,Not at all,Less than 1-2 times a month,1-2 times a week,Not at all,Not at all,Not at all,Three times a week or more,1-2 times a week,1-2 times a month,Not at all
55424,no,No,31.0,moderate,Catholic,26.0,Not at all,Less than 1-2 times a month,1-2 times a month,Not at all,Not at all,1-2 times a month,1-2 times a week,Three times a week or more,Not at all,Not at all
17581,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
23576,no,No,4.0,low,Catholic,40.0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,1-2 times a week,1-2 times a week,1-2 times a week,Not at all
57842,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
17522,no,No,3.0,low,Protestant,46.0,Not at all,Not at all,Not at all,Not at all,Not at all,Less than 1-2 times a month,1-2 times a month,Not at all,Not at all,Not at all
55685,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
74079,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
97833,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
11992,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
93485,no,No,1.0,low,Catholic,48.0,Not at all,1-2 times a week,Not at all,Not at all,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all
34402,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
62617,no,No,1.0,low,Catholic,46.0,Not at all,1-2 times a month,1-2 times a month,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
42137,no,Yes,5.0,low,Catholic,39.0,Not at all,1-2 times a month,1-2 times a month,Not at all,Not at all,Three times a week or more,Three times a week or more,Not at all,Not at all,Not at all
37305,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
48013,no,Yes,4.0,low,No Religion,30.0,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,1-2 times a week,1-2 times a week,1-2 times a week
44447,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
14571,no,No,0.0,low,No Religion,44.0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all
69057,no,No,0.0,low,Catholic,29.0,1-2 times a month,1-2 times a week,1-2 times a week,1-2 times a month,Not at all,Three times a week or more,Three times a week or more,1-2 times a week,Not at all,Not at all
49125,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
66629,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
83542,no,No,2.0,low,Catholic,42.0,Not at all,1-2 times a month,1-2 times a month,Not at all,Not at all,Three times a week or more,1-2 times a week,1-2 times a month,1-2 times a month,Not at all
18222,no,No,1.0,low,No Religion,48.0,Less than 1-2 times a month,1-2 times a month,1-2 times a month,Not at all,Not at all,1-2 times a week,Not at all,1-2 times a week,1-2 times a week,Not at all
39738,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
26858,no,No,19.0,low,Catholic,28.0,Not at all,1-2 times a month,1-2 times a month,Not at all,Not at all,Three times a week or more,1-2 times a week,Less than 1-2 times a month,Not at all,Not at all
70552,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
38826,no,No,6.0,low,Catholic,36.0,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,1-2 times a week,1-2 times a month,1-2 times a month,Not at all,Not at all
93504,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
64232,no,No,4.0,low,Catholic,43.0,1-2 times a month,1-2 times a month,Three times a week or more,1-2 times a month,Not at all,Three times a week or more,Three times a week or more,1-2 times a month,1-2 times a month,Not at all
37404,no,No,1.0,low,No Religion,38.0,Not at all,Not at all,1-2 times a month,Not at all,Not at all,1-2 times a week,Three times a week or more,Not at all,Not at all,Not at all
25961,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
87330,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
92028,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
82248,no,No,9.0,low,Catholic,38.0,Not at all,Not at all,1-2 times a month,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Less than 1-2 times a month
28824,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
11482,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
69936,no,No,4.0,low,Catholic,23.0,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,1-2 times a month,1-2 times a month,1-2 times a month,1-2 times a month,Not at all
91320,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
37001,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
70492,no,No,5.0,low,Catholic,35.0,Not at all,1-2 times a month,1-2 times a month,1-2 times a month,1-2 times a month,1-2 times a month,1-2 times a month,1-2 times a month,1-2 times a month,Not at all
95543,no,No,0.0,low,Catholic,45.0,Not at all,Not at all,Not at all,Not at all,Not at all,1-2 times a month,1-2 times a week,Not at all,Not at all,1-2 times a week
21380,no,No,18.0,low,Catholic,37.0,Three times a week or more,Three times a week or more,1-2 times a month,Not at all,Not at all,Three times a week or more,Less than 1-2 times a month,1-2 times a month,1-2 times a month,Not at all
67106,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
25495,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
26581,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
66642,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
83612,no,No,5.0,low,Catholic,34.0,Not at all,Not at all,1-2 times a month,Not at all,Not at all,Three times a week or more,1-2 times a week,1-2 times a week,Not at all,Not at all
63954,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
20665,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
19122,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
99978,yes,No,0.0,low,Catholic,40.0,Not at all,1-2 times a week,Less than 1-2 times a month,Not at all,Not at all,1-2 times a week,1-2 times a week,Three times a week or more,Three times a week or more,Less than 1-2 times a month
92566,no,No,1.0,low,Catholic,49.0,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,1-2 times a week,Three times a week or more,Less than 1-2 times a month,Not at all,Not at all
39414,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
35987,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
66655,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
10547,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
46373,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
79341,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
19591,no,Yes,3.0,low,Protestant,39.0,Not at all,Not at all,Not at all,Not at all,Not at all,Three times a week or more,Three times a week or more,1-2 times a week,Not at all,Not at all
83536,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
66682,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
88337,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
67608,yes,No,0.0,low,Catholic,47.0,Not at all,1-2 times a week,1-2 times a month,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
19735,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
42513,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
64595,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
85134,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
51952,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
28837,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
46266,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
