egoid,majorevent_7,Dieting_7,BAIsum_7,BAIgroup_7,yourelig_7,SelfEsteem_7,usetobacco_7,usebeer_7,usewine_7,usedrugs_7,usedrugs_prescr_7,usecaffine_7,exercisealone_7,exerciseothers_7,clubsports_7,swimming_7
61289,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
18743,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
13647,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
59207,no,No,0.0,low,Catholic,47.0,Not at all,1-2 times a month,1-2 times a month,Not at all,Not at all,Not at all,1-2 times a week,Less than 1-2 times a month,1-2 times a week,Not at all
48946,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
86083,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
96613,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
49014,no,No,24.0,moderate,Protestant,29.0,Not at all,1-2 times a month,1-2 times a month,Not at all,Not at all,Three times a week or more,Less than 1-2 times a month,Less than 1-2 times a month,Less than 1-2 times a month,Not at all
50766,no,No,0.0,low,No Religion,40.0,Not at all,1-2 times a week,1-2 times a week,Less than 1-2 times a month,Not at all,1-2 times a month,1-2 times a month,Three times a week or more,Not at all,Not at all
71089,no,No,6.0,low,Protestant,33.0,Not at all,1-2 times a month,1-2 times a month,Not at all,Not at all,Three times a week or more,Not at all,Not at all,Not at all,Not at all
80980,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
29115,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
98462,yes,No,0.0,low,Catholic,46.0,Not at all,1-2 times a month,1-2 times a month,Not at all,Not at all,Not at all,1-2 times a month,Not at all,Less than 1-2 times a month,Not at all
94455,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
11148,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
88384,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
60904,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
64302,no,No,2.0,low,Catholic,27.0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Less than 1-2 times a month,Less than 1-2 times a month,1-2 times a week,Not at all
51882,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
54200,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
22688,no,No,4.0,low,No Religion,46.0,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a month,1-2 times a week,Less than 1-2 times a month,Not at all
38815,no,No,7.0,low,Catholic,39.0,Not at all,Three times a week or more,1-2 times a month,Not at all,Not at all,Three times a week or more,Three times a week or more,Less than 1-2 times a month,1-2 times a month,Not at all
34525,no,No,11.0,low,No Religion,36.0,Less than 1-2 times a month,1-2 times a week,1-2 times a week,1-2 times a week,Less than 1-2 times a month,Three times a week or more,Three times a week or more,1-2 times a week,1-2 times a week,Not at all
68404,no,No,0.0,low,Catholic,35.0,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,Less than 1-2 times a month,Less than 1-2 times a month,Less than 1-2 times a month,Not at all
71836,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
12748,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
33445,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
83078,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
72160,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
55569,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
72885,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
47006,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
36574,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
71193,no,No,2.0,low,Catholic,39.0,Not at all,1-2 times a week,Not at all,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
44070,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
49010,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
98760,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
95374,no,No,12.0,low,Catholic,34.0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all
71985,no,No,0.0,low,Catholic,39.0,Not at all,Less than 1-2 times a month,Not at all,Not at all,Not at all,Not at all,1-2 times a week,1-2 times a week,Less than 1-2 times a month,Not at all
43125,no,No,2.0,low,No Religion,30.0,Three times a week or more,1-2 times a week,1-2 times a week,1-2 times a week,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
98117,no,No,6.0,low,No Religion,24.0,Not at all,Not at all,Not at all,Not at all,Not at all,1-2 times a week,Less than 1-2 times a month,Not at all,Not at all,Not at all
22989,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
24883,no,No,6.0,low,Catholic,45.0,Less than 1-2 times a month,1-2 times a month,Less than 1-2 times a month,Not at all,Not at all,Three times a week or more,Not at all,Not at all,Not at all,Not at all
65068,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
20650,no,No,7.0,low,Catholic,44.0,Less than 1-2 times a month,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all
19460,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
66815,no,Yes,6.0,low,Catholic,41.0,Not at all,1-2 times a month,1-2 times a month,Not at all,Not at all,1-2 times a month,1-2 times a week,1-2 times a month,1-2 times a month,Not at all
89161,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
54956,no,No,15.0,low,Protestant,31.0,Not at all,Not at all,1-2 times a month,Not at all,Not at all,Three times a week or more,Less than 1-2 times a month,Not at all,Not at all,Not at all
14847,no,No,20.0,low,No Religion,32.0,1-2 times a month,1-2 times a month,1-2 times a week,Not at all,Not at all,1-2 times a month,Not at all,Not at all,Not at all,Not at all
85453,no,No,2.0,low,Catholic,46.0,Less than 1-2 times a month,1-2 times a week,1-2 times a week,Less than 1-2 times a month,Not at all,Not at all,Three times a week or more,1-2 times a week,1-2 times a week,Not at all
19827,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
31121,no,No,10.0,low,Catholic,40.0,Less than 1-2 times a month,1-2 times a week,1-2 times a week,Less than 1-2 times a month,Not at all,1-2 times a week,1-2 times a week,1-2 times a week,Less than 1-2 times a month,Not at all
38683,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
82918,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
43382,no,No,1.0,low,Catholic,26.0,Not at all,Not at all,Three times a week or more,Not at all,Not at all,Not at all,Not at all,1-2 times a month,Not at all,Not at all
44344,yes,No,13.0,low,Catholic,29.0,Not at all,Not at all,1-2 times a month,Not at all,Not at all,1-2 times a month,Three times a week or more,1-2 times a week,1-2 times a week,Not at all
94215,no,No,1.0,low,Catholic,36.0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,1-2 times a week,1-2 times a week,Not at all
80675,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
57144,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
94662,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
98700,no,No,9.0,low,Catholic,36.0,Not at all,1-2 times a month,1-2 times a month,Not at all,Not at all,Three times a week or more,Three times a week or more,Not at all,1-2 times a week,Not at all
44675,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
33341,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
37396,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
65072,no,No,0.0,low,Catholic,37.0,1-2 times a month,Three times a week or more,1-2 times a week,1-2 times a month,Not at all,Three times a week or more,Three times a week or more,1-2 times a week,1-2 times a week,Not at all
37148,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
11910,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
75438,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
99733,no,No,0.0,low,Catholic,38.0,Not at all,Not at all,Not at all,Not at all,Not at all,Three times a week or more,1-2 times a week,1-2 times a week,Not at all,Less than 1-2 times a month
27407,yes,No,3.0,low,Catholic,35.0,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,1-2 times a week,Three times a week or more,1-2 times a month,1-2 times a week,Not at all
14250,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
43794,no,No,5.0,low,No Religion,31.0,Not at all,1-2 times a month,1-2 times a week,Not at all,Not at all,1-2 times a month,1-2 times a week,Less than 1-2 times a month,Not at all,Not at all
73918,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
60216,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
28681,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
51437,yes,No,5.0,low,Catholic,44.0,Not at all,1-2 times a week,Three times a week or more,Not at all,Not at all,Three times a week or more,Three times a week or more,1-2 times a month,Less than 1-2 times a month,Not at all
21932,no,No,2.0,low,Catholic,49.0,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Not at all,Three times a week or more,Not at all,1-2 times a month,Not at all
29733,no,No,6.0,low,Catholic,31.0,Not at all,1-2 times a month,1-2 times a week,Less than 1-2 times a month,Not at all,Not at all,Three times a week or more,1-2 times a month,Not at all,Not at all
98206,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
36385,no,No,18.0,low,Protestant,36.0,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,Three times a week or more,Three times a week or more,1-2 times a week,Not at all
26651,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
54030,no,No,0.0,low,Other Religion,46.0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Less than 1-2 times a month,Less than 1-2 times a month,Less than 1-2 times a month,Less than 1-2 times a month
67993,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
96543,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
49800,no,No,18.0,low,Catholic,23.0,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Less than 1-2 times a month,Less than 1-2 times a month,Not at all,Not at all
29296,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
11002,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
72850,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
15134,no,No,0.0,low,Other Religion,47.0,Not at all,Three times a week or more,Three times a week or more,Not at all,Not at all,Three times a week or more,Three times a week or more,1-2 times a month,1-2 times a month,Not at all
69124,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
42531,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
34062,yes,No,7.0,low,Catholic,46.0,Not at all,Less than 1-2 times a month,1-2 times a week,Not at all,Not at all,Three times a week or more,Not at all,Three times a week or more,Not at all,Three times a week or more
18111,yes,No,3.0,low,Catholic,34.0,Not at all,1-2 times a month,1-2 times a week,Not at all,Not at all,Three times a week or more,Three times a week or more,1-2 times a month,Not at all,Not at all
42646,no,No,8.0,low,Catholic,39.0,Not at all,Not at all,Less than 1-2 times a month,Not at all,Not at all,Three times a week or more,Three times a week or more,1-2 times a week,Not at all,Not at all
63922,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
59097,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
72912,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
91484,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
24833,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
21971,no,No,0.0,low,Catholic,38.0,Not at all,1-2 times a month,1-2 times a month,Not at all,Not at all,Three times a week or more,1-2 times a month,1-2 times a month,1-2 times a month,Not at all
58654,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
13928,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
84502,no,Yes,3.0,low,Catholic,39.0,Not at all,Not at all,Not at all,Not at all,Not at all,Less than 1-2 times a month,1-2 times a month,Three times a week or more,Not at all,Not at all
64090,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
52123,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
78783,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
25197,no,Yes,5.0,low,Catholic,33.0,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Not at all,Three times a week or more,1-2 times a month,Not at all,Not at all
35872,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
93462,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
23270,no,No,0.0,low,Catholic,39.0,Not at all,Less than 1-2 times a month,1-2 times a month,Not at all,Not at all,Three times a week or more,Three times a week or more,1-2 times a week,1-2 times a week,1-2 times a week
69807,no,No,2.0,low,Catholic,37.0,Not at all,Less than 1-2 times a month,Not at all,Not at all,Not at all,Three times a week or more,Less than 1-2 times a month,Not at all,Not at all,Not at all
92716,yes,No,0.0,low,Catholic,43.0,Not at all,1-2 times a week,1-2 times a week,Less than 1-2 times a month,Less than 1-2 times a month,Three times a week or more,Three times a week or more,Three times a week or more,1-2 times a week,Not at all
66061,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
56058,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
57854,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
68679,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
90750,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
70125,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
67192,no,Yes,13.0,low,Catholic,44.0,Not at all,Less than 1-2 times a month,Not at all,Not at all,Not at all,Less than 1-2 times a month,Less than 1-2 times a month,Not at all,Not at all,Not at all
12029,no,Yes,7.0,low,No Religion,40.0,Not at all,Not at all,Not at all,Not at all,Not at all,1-2 times a month,1-2 times a week,1-2 times a week,Not at all,Less than 1-2 times a month
70745,yes,No,1.0,low,Catholic,46.0,Not at all,Less than 1-2 times a month,1-2 times a week,1-2 times a month,Not at all,Not at all,Less than 1-2 times a month,1-2 times a week,Not at all,Not at all
43255,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
93856,yes,No,34.0,moderate,Protestant,16.0,Not at all,1-2 times a month,1-2 times a month,Not at all,Not at all,Not at all,Less than 1-2 times a month,Less than 1-2 times a month,Less than 1-2 times a month,Not at all
10237,no,No,29.0,moderate,No Religion,28.0,Not at all,1-2 times a week,Less than 1-2 times a month,Not at all,Not at all,Three times a week or more,Less than 1-2 times a month,Three times a week or more,Not at all,Not at all
97448,no,No,13.0,low,Protestant,37.0,1-2 times a month,1-2 times a week,1-2 times a week,1-2 times a month,Not at all,Three times a week or more,Three times a week or more,1-2 times a month,Not at all,Not at all
43603,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
86974,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
89165,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
97280,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
54098,no,No,0.0,low,Catholic,25.0,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,1-2 times a week,1-2 times a month,1-2 times a month,Not at all,Not at all
66156,yes,No,2.0,low,No Religion,33.0,Not at all,Three times a week or more,Three times a week or more,Less than 1-2 times a month,Not at all,1-2 times a week,1-2 times a month,1-2 times a week,Not at all,Not at all
67177,no,No,6.0,low,Catholic,41.0,Not at all,Less than 1-2 times a month,1-2 times a month,Less than 1-2 times a month,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Not at all
22540,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
70668,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
15586,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
27232,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
18611,no,No,23.0,moderate,Catholic,36.0,Not at all,Not at all,Not at all,Not at all,Not at all,Less than 1-2 times a month,Three times a week or more,Not at all,Not at all,Not at all
87328,no,No,0.0,low,Catholic,50.0,Not at all,Not at all,Less than 1-2 times a month,Not at all,Not at all,Less than 1-2 times a month,1-2 times a week,Less than 1-2 times a month,Less than 1-2 times a month,Not at all
88963,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
61756,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
57045,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
49497,no,No,0.0,low,No Religion,36.0,Less than 1-2 times a month,1-2 times a week,1-2 times a week,1-2 times a month,Less than 1-2 times a month,1-2 times a week,Not at all,Not at all,Not at all,Not at all
15031,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
79607,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
41952,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
17183,no,No,7.0,low,Catholic,41.0,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all
22408,no,No,0.0,low,Catholic,41.0,Not at all,Less than 1-2 times a month,Not at all,Not at all,Not at all,Not at all,Three times a week or more,Three times a week or more,Three times a week or more,Not at all
54435,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
38554,no,No,6.806818181818182,low,Catholic,38.111530403773585,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
38293,no,No,9.0,low,Catholic,32.0,Not at all,1-2 times a week,1-2 times a week,Less than 1-2 times a month,Not at all,1-2 times a week,1-2 times a month,Three times a week or more,Three times a week or more,Less than 1-2 times a month
