egoid,SelfEsteem_7
60904,38.111530403773585
64302,27.0
51882,38.111530403773585
54200,38.111530403773585
22688,46.0
38815,39.0
34525,36.0
68404,35.0
71836,38.111530403773585
12748,38.111530403773585
33445,38.111530403773585
83078,38.111530403773585
72160,38.111530403773585
55569,38.111530403773585
72885,38.111530403773585
47006,38.111530403773585
36574,38.111530403773585
71193,39.0
44070,38.111530403773585
49010,38.111530403773585
98760,38.111530403773585
95374,34.0
71985,39.0
43125,30.0
98117,24.0
22989,38.111530403773585
24883,45.0
65068,38.111530403773585
20650,44.0
19460,38.111530403773585
66815,41.0
89161,38.111530403773585
54956,31.0
14847,32.0
85453,46.0
19827,38.111530403773585
31121,40.0
38683,38.111530403773585
82918,38.111530403773585
43382,26.0
44344,29.0
94215,36.0
80675,38.111530403773585
57144,38.111530403773585
94662,38.111530403773585
98700,36.0
44675,38.111530403773585
33341,38.111530403773585
37396,38.111530403773585
65072,37.0
37148,38.111530403773585
11910,38.111530403773585
75438,38.111530403773585
99733,38.0
27407,35.0
14250,38.111530403773585
43794,31.0
73918,38.111530403773585
60216,38.111530403773585
28681,38.111530403773585
51437,44.0
21932,49.0
29733,31.0
98206,38.111530403773585
36385,36.0
26651,38.111530403773585
54030,46.0
67993,38.111530403773585
96543,38.111530403773585
49800,23.0
29296,38.111530403773585
11002,38.111530403773585
72850,38.111530403773585
15134,47.0
69124,38.111530403773585
42531,38.111530403773585
34062,46.0
18111,34.0
42646,39.0
63922,38.111530403773585
59097,38.111530403773585
72912,38.111530403773585
91484,38.111530403773585
24833,38.111530403773585
21971,38.0
58654,38.111530403773585
13928,38.111530403773585
84502,39.0
64090,38.111530403773585
52123,38.111530403773585
78783,38.111530403773585
25197,33.0
35872,38.111530403773585
93462,38.111530403773585
23270,39.0
69807,37.0
92716,43.0
66061,38.111530403773585
56058,38.111530403773585
57854,38.111530403773585
68679,38.111530403773585
90750,38.111530403773585
70125,38.111530403773585
67192,44.0
12029,40.0
70745,46.0
43255,38.111530403773585
93856,16.0
10237,28.0
97448,37.0
43603,38.111530403773585
86974,38.111530403773585
89165,38.111530403773585
97280,38.111530403773585
54098,25.0
66156,33.0
67177,41.0
22540,38.111530403773585
70668,38.111530403773585
15586,38.111530403773585
27232,38.111530403773585
18611,36.0
87328,50.0
88963,38.111530403773585
61756,38.111530403773585
57045,38.111530403773585
49497,36.0
15031,38.111530403773585
79607,38.111530403773585
41952,38.111530403773585
17183,41.0
22408,41.0
54435,38.111530403773585
38554,38.111530403773585
38293,32.0
33785,22.0
44310,44.0
33009,34.0
31294,34.0
65143,38.111530403773585
91726,38.111530403773585
59355,38.111530403773585
96184,38.111530403773585
92339,38.111530403773585
70005,38.111530403773585
64157,38.111530403773585
68050,38.111530403773585
46151,38.111530403773585
79395,38.111530403773585
59863,38.111530403773585
63419,46.0
22913,40.0
91313,35.555557
14511,38.111530403773585
73962,38.111530403773585
48969,36.0
22093,38.111530403773585
32919,38.111530403773585
10153,45.0
79731,38.111530403773585
63611,38.111530403773585
64296,40.0
23487,38.111530403773585
17569,45.0
77036,42.0
53518,38.111530403773585
92340,38.111530403773585
37485,38.111530403773585
33953,38.111530403773585
53333,38.111530403773585
82986,49.0
61772,38.111530403773585
47280,38.111530403773585
70566,38.111530403773585
82964,38.111530403773585
11402,39.0
38610,50.0
96610,50.0
77711,21.0
48505,38.111530403773585
78667,38.111530403773585
17020,36.0
48676,38.0
29885,38.111530403773585
32976,38.111530403773585
79167,50.0
65061,38.111530403773585
43710,43.0
61389,38.111530403773585
22455,50.0
82819,38.111530403773585
67771,38.111530403773585
57443,40.0
96469,37.0
94579,37.0
29257,41.0
23518,36.0
80484,38.111530403773585
49539,50.0
63904,28.0
82490,35.0
20335,38.111530403773585
35031,38.111530403773585
88185,38.111530403773585
35344,38.111530403773585
31175,33.0
41167,38.111530403773585
98325,40.0
36963,38.111530403773585
50666,36.0
98624,38.111530403773585
42617,47.0
58793,38.111530403773585
25125,38.111530403773585
25548,39.0
25966,36.0
95444,38.111530403773585
96689,36.0
22587,38.111530403773585
43581,23.0
75578,38.111530403773585
43507,38.111530403773585
91551,38.111530403773585
30676,38.111530403773585
19030,38.111530403773585
33657,43.0
76521,38.111530403773585
52848,38.111530403773585
40231,38.111530403773585
65656,23.0
30610,38.111530403773585
36117,42.0
82587,32.0
14690,38.111530403773585
40569,38.111530403773585
97021,38.111530403773585
26320,38.0
77532,39.0
92515,32.0
97844,38.111530403773585
81647,38.111530403773585
33127,38.111530403773585
45958,38.111530403773585
49790,38.0
74251,38.111530403773585
28326,38.111530403773585
20507,38.111530403773585
71592,38.111530403773585
15181,39.0
70209,38.111530403773585
78657,38.111530403773585
21887,38.111530403773585
48154,49.0
92953,38.111530403773585
90192,38.111530403773585
51495,40.0
34344,38.111530403773585
21793,38.111530403773585
37218,38.111530403773585
17932,37.0
95026,38.111530403773585
66800,38.111530403773585
73693,38.111530403773585
80429,38.111530403773585
75149,38.111530403773585
61659,38.111530403773585
81420,38.111530403773585
33740,30.0
37979,38.111530403773585
87192,38.111530403773585
67709,34.0
36552,33.0
14301,34.0
36384,38.111530403773585
63138,46.0
51298,40.0
74632,36.0
16654,38.111530403773585
54394,38.111530403773585
84768,38.111530403773585
29134,35.0
24029,39.0
35361,38.111530403773585
87056,38.111530403773585
49086,44.0
67917,38.111530403773585
85503,27.0
60008,38.111530403773585
66542,38.111530403773585
55881,38.111530403773585
86265,38.111530403773585
10732,38.111530403773585
22119,38.111530403773585
50797,38.111530403773585
39564,38.111530403773585
39285,38.111530403773585
22460,38.111530403773585
25172,38.111530403773585
77134,38.111530403773585
22143,38.111530403773585
93766,38.111530403773585
45097,38.111530403773585
26289,38.111530403773585
95490,36.0
66979,38.111530403773585
23253,33.0
12900,38.111530403773585
90079,38.111530403773585
47584,50.0
97990,38.0
39248,38.111530403773585
29354,38.111530403773585
25743,38.111530403773585
91429,27.0
82269,38.111530403773585
22842,30.0
31311,38.111530403773585
32423,38.111530403773585
33084,38.111530403773585
14279,37.0
91932,38.111530403773585
32404,38.111530403773585
73577,38.111530403773585
70561,38.111530403773585
43177,36.0
36501,38.111530403773585
26857,43.0
28327,37.0
42674,38.111530403773585
79897,39.0
64978,38.111530403773585
70434,38.111530403773585
52302,42.0
97050,40.0
46418,30.0
86691,38.111530403773585
93002,40.0
81930,38.111530403773585
56543,38.111530403773585
92618,38.111530403773585
17470,38.111530403773585
74211,38.111530403773585
35180,38.111530403773585
89142,30.0
24898,24.0
74413,38.111530403773585
38824,38.111530403773585
51723,28.0
79352,36.0
30814,38.111530403773585
90502,38.111530403773585
94456,38.111530403773585
70661,38.111530403773585
50976,38.111530403773585
55533,38.111530403773585
12156,38.111530403773585
76485,39.0
33239,39.0
72570,38.111530403773585
67574,35.0
42231,38.111530403773585
44639,38.111530403773585
64072,38.111530403773585
84960,38.111530403773585
43809,38.111530403773585
27941,38.111530403773585
31033,38.111530403773585
39301,38.111530403773585
10469,38.111530403773585
77789,40.0
47024,33.0
88582,38.111530403773585
73897,38.111530403773585
83470,38.111530403773585
67015,34.0
26272,38.111530403773585
21909,38.111530403773585
88882,49.0
62510,38.111530403773585
96828,38.111530403773585
64406,38.111530403773585
31985,38.111530403773585
91337,38.111530403773585
87664,38.111530403773585
19245,38.111530403773585
83748,48.0
49915,46.0
51865,33.0
78407,38.111530403773585
93787,33.0
52621,38.111530403773585
38914,38.111530403773585
37594,38.111530403773585
19833,38.111530403773585
17270,38.111530403773585
40864,38.111530403773585
38313,38.111530403773585
55340,38.111530403773585
18707,38.111530403773585
73807,38.111530403773585
26718,38.111530403773585
63347,41.0
35824,37.0
48826,38.111530403773585
11454,38.111530403773585
93246,38.111530403773585
75341,38.111530403773585
35925,32.0
