egoid,exercisealone_5,exerciseothers_5,clubsports_5,swimming_5
88882,Three times a week or more,1-2 times a week,1-2 times a month,Not at all
62510,,,,
96828,1-2 times a week,Three times a week or more,Three times a week or more,Not at all
64406,,,,
31985,,,,
91337,,,,
87664,,,,
19245,Three times a week or more,1-2 times a week,1-2 times a week,Not at all
83748,Three times a week or more,1-2 times a week,Three times a week or more,1-2 times a week
49915,Less than 1-2 times a month,Less than 1-2 times a month,1-2 times a month,Less than 1-2 times a month
51865,Not at all,Three times a week or more,Not at all,Not at all
78407,,,,
93787,1-2 times a week,1-2 times a month,Not at all,Not at all
52621,,,,
38914,,,,
37594,,,,
19833,,,,
17270,1-2 times a week,Not at all,Not at all,Not at all
40864,,,,
38313,,,,
55340,,,,
18707,1-2 times a week,1-2 times a week,Not at all,Not at all
73807,,,,
26718,1-2 times a week,1-2 times a month,1-2 times a month,Less than 1-2 times a month
63347,Less than 1-2 times a month,1-2 times a month,Not at all,Not at all
35824,,,,
48826,,,,
11454,,,,
93246,,,,
75341,,,,
35925,Three times a week or more,Three times a week or more,1-2 times a month,Not at all
