egoid,major1rc_8,major2rc_8,degreeintent_8,majorevent_8
44869,471.3333333333333,120.66666666666669,,
43516,339.6666666666667,251.33333333333331,,
89411,312.0,122.0,,
74285,247.66666666666663,122.33333333333331,,
56527,247.66666666666663,122.33333333333331,,
16819,404.3333333333333,256.0,,
34591,345.0,122.33333333333331,,
89972,247.66666666666663,120.66666666666669,,
92552,305.0,116.33333333333331,"Master's Degree (M.A., M.S., MBA, etc.)",no
73158,306.0,108.0,"Master's Degree (M.A., M.S., MBA, etc.)",no
45963,503.0,112.66666666666669,"M.D., D.O., D.D.S., or D.V.M.",no
22138,507.0,110.0,"M.D., D.O., D.D.S., or D.V.M.",no
90136,239.33333333333331,124.66666666666669,,
46744,304.3333333333333,122.33333333333331,,
77941,302.0,118.0,"Master's Degree (M.A., M.S., MBA, etc.)",no
44873,401.0,115.66666666666669,"Bachelor's degree (B.A., B.S., etc.)",no
36540,506.0,218.0,,
14527,468.6666666666667,122.0,,
83005,113.0,131.0,"Bachelor's degree (B.A., B.S., etc.)",no
31439,472.3333333333333,122.33333333333331,,
21899,405.6666666666667,122.33333333333331,,
29232,339.6666666666667,122.33333333333331,,
32249,346.3333333333333,114.66666666666669,,
45375,471.6666666666667,122.33333333333331,,
25536,471.3333333333333,122.33333333333331,,
32037,346.3333333333333,119.33333333333331,,
90476,406.6666666666667,121.0,,
46558,471.3333333333333,129.0,,
24016,346.6666666666667,122.33333333333331,,
52277,405.6666666666667,122.33333333333331,,
93699,401.0,120.0,"Master's Degree (M.A., M.S., MBA, etc.)",no
36875,406.0,120.33333333333331,"Master's Degree (M.A., M.S., MBA, etc.)",no
84011,503.0,119.33333333333331,"M.D., D.O., D.D.S., or D.V.M.",no
90646,375.3333333333333,129.0,,
88008,245.33333333333331,122.33333333333331,,
88967,381.3333333333333,116.66666666666669,,
46701,380.6666666666667,103.33333333333331,,
83566,134.0,120.33333333333331,"Master's Degree (M.A., M.S., MBA, etc.)",no
21090,305.0,118.0,"Bachelor's degree (B.A., B.S., etc.)",no
69419,113.0,129.0,"Bachelor's degree (B.A., B.S., etc.)",
87032,381.3333333333333,122.33333333333331,,
94641,305.0,118.66666666666669,"Master's Degree (M.A., M.S., MBA, etc.)",no
82728,381.3333333333333,122.33333333333331,,
45076,405.0,124.33333333333331,"Master's Degree (M.A., M.S., MBA, etc.)",no
58437,471.3333333333333,122.33333333333331,,
94862,311.6666666666667,122.33333333333331,,
14606,220.0,129.0,,
64075,345.0,122.33333333333331,,
39787,346.3333333333333,122.33333333333331,,
82376,255.33333333333331,116.66666666666669,,
