egoid,AcademicPeriod,CourseReferenceNumber,FinalGrade
20179,201610,13960,S
20179,201820,25008,A
20179,201520,23677,B
20179,201710,15965,B+
20179,201720,21816,A
20179,201520,26444,A-
20179,201720,25269,B+
20179,201710,11923,B-
20179,201820,30356,A
20179,201620,25336,A-
20179,201520,23840,C+
20179,201520,22794,B+
20179,201610,11889,B-
20179,201620,25324,A-
20179,201710,16315,A
20179,201620,25589,B-
20179,201620,25771,A-
20179,201810,19494,A-
20179,201720,22343,A-
20179,201820,29917,B-
20179,201520,21765,B
20179,201820,25229,B+
20179,201620,22034,B
20179,201720,26801,A-
20179,201510,11256,A
20179,201510,13328,B-
20179,201810,20439,A
20179,201810,10009,A-
20179,201510,11902,C+
20179,201510,10676,B
20179,201510,12893,C
20179,201620,25335,A-
20179,201810,14529,B
20179,201710,14849,A-
20179,201610,10497,C+
20179,201610,16363,A-
20179,201810,14846,A
20179,201810,14848,A
20179,201610,15268,A
20179,201610,10642,S
28653,201820,30969,S
28653,201520,20747,A-
28653,201720,29626,A
28653,201810,18758,B+
28653,201520,20504,A
28653,201710,19640,B
28653,201620,24907,A-
28653,201620,30481,A
28653,201810,18784,P
28653,201810,12485,A
28653,201820,30126,P
28653,201520,20919,A-
28653,201800,3119,S
28653,201820,26078,A
28653,201820,27208,B+
28653,201610,16427,A
28653,201610,12105,B+
28653,201620,30388,B+
28653,201810,12473,A
28653,201720,29622,A-
28653,201810,16193,B+
28653,201710,19695,B-
28653,201520,20348,B+
28653,201700,3526,A
28653,201620,26427,S
28653,201510,15154,A
28653,201610,13121,A-
28653,201520,25241,A-
28653,201620,25241,B+
28653,201610,12193,A-
28653,201610,10925,B+
28653,201810,11491,S
28653,201810,19150,A-
28653,201710,20509,C-
28653,201510,15994,A
28653,201710,19670,B
28653,201720,29844,A-
28653,201610,20191,B
28653,201600,2993,A
28653,201510,12895,A
28653,201720,22725,C+
28653,201720,29644,A
28653,201720,27076,A
28653,201520,30306,A
28653,201710,19691,A-
28653,201710,20511,B
28653,201510,19486,B+
28653,201620,24234,B
28653,201720,29627,A-
28653,201510,11377,A
28653,201600,1489,A-
28653,201510,21097,A
95559,201510,13327,B-
95559,201610,11892,B
95559,201620,21140,B
95559,201710,10007,A-
95559,201700,3479,B+
95559,201820,30969,S
95559,201720,21363,A
95559,201510,14526,B-
95559,201720,25898,B+
95559,201700,3902,B+
95559,201520,30348,A
95559,201520,23840,B
95559,201610,12442,C
95559,201710,11756,B+
95559,201520,23674,A-
95559,201510,11729,B
95559,201720,22484,A-
95559,201820,20420,B+
95559,201520,26184,B
95559,201820,21014,A-
95559,201620,20188,A
95559,201520,25673,B-
95559,201810,10008,A
95559,201610,10496,C+
95559,201610,10789,A-
95559,201820,29917,B
95559,201610,10788,B-
95559,201810,10732,B
95559,201720,20489,B+
95559,201810,12432,B
95559,201520,21765,B-
95559,201620,20253,B-
95559,201810,10731,A
95559,201510,20478,A
95559,201620,20216,B
95559,201620,20649,B
95559,201710,20137,B
95559,201510,10558,B+
95559,201820,27239,B+
95559,201510,15473,B
95559,201610,17983,B+
95559,201720,20794,B+
95559,201710,11757,A-
30152,201510,12761,A-
30152,201810,16470,A
30152,201620,22459,A-
30152,201610,17611,A
30152,201710,21307,A
30152,201510,20463,A
30152,201820,23649,A-
30152,201710,16122,A
30152,201610,13470,C-
30152,201820,31289,A
30152,201510,12204,A
30152,201810,20104,S
30152,201620,20572,A
30152,201810,14500,A
30152,201810,17018,S
30152,201520,20184,A-
30152,201600,2311,A
30152,201720,26204,A
30152,201610,14418,A
30152,201510,13329,B
30152,201620,24325,A
30152,201620,26393,A-
30152,201620,23460,B+
30152,201710,11770,A-
30152,201820,29937,A-
30152,201720,31028,A
30152,201720,29762,A-
30152,201810,13423,A
30152,201520,25835,A
30152,201720,24001,A
30152,201510,17427,B-
30152,201810,14064,B+
30152,201720,21166,A
30152,201820,22812,A
30152,201620,23263,A
30152,201520,29516,A
30152,201820,20025,A-
30152,201520,29924,S
30152,201820,23616,A
30152,201520,21538,B
30152,201610,11087,B+
30152,201610,13477,A
30152,201720,29561,B-
30152,201720,29568,A
30152,201610,12506,A
30152,201710,21022,A
30152,201620,27021,A
30152,201520,30255,A
30152,201510,19623,B
30152,201710,13147,B+
30152,201810,13829,A
30152,201810,14729,A
30152,201810,17279,A
30152,201610,14277,A-
30152,201710,14653,S
60367,201620,29840,A-
60367,201510,15869,C
60367,201520,20951,A
60367,201720,29642,A-
60367,201820,27019,A-
60367,201620,25244,A
60367,201510,12635,A
60367,201710,19626,B+
60367,201520,25242,A
60367,201600,1489,A-
60367,201810,18755,A
60367,201810,15672,A
60367,201620,21039,A
60367,201510,14716,B+
60367,201720,26805,A
60367,201700,3217,S
60367,201710,19689,A-
60367,201720,29644,A
60367,201720,29812,A-
60367,201520,21737,A
60367,201510,20451,A
60367,201600,2993,A-
60367,201520,30278,A
60367,201710,17609,A
60367,201820,31178,A
60367,201620,22516,A-
60367,201510,15726,A-
60367,201810,18757,B+
60367,201520,25833,A
60367,201610,15327,A-
60367,201710,19684,B+
60367,201710,20031,A-
60367,201810,11396,A-
60367,201720,29834,A-
60367,201620,30233,A-
60367,201610,13828,A-
60367,201820,30952,A
60367,201510,19631,B
60367,201520,26520,A-
60367,201610,12433,B
60367,201800,3685,A
60367,201810,18753,A
60367,201610,12105,A-
60367,201610,11191,B+
60367,201610,17846,A
60367,201710,10792,A
60367,201810,16862,B+
60367,201720,26973,A
60367,201720,30264,A
60367,201810,16193,B+
22897,201710,11756,A-
22897,201520,21765,B+
22897,201820,25114,P
22897,201810,13862,A-
22897,201810,11674,A-
22897,201610,10206,A
22897,201610,10788,B
22897,201510,15877,A-
22897,201720,21363,A-
22897,201810,12432,A-
22897,201810,11676,A
22897,201710,10004,B+
22897,201520,20859,A
22897,201720,22484,A-
22897,201520,25673,A
22897,201720,29894,A
22897,201520,20222,A-
22897,201510,19487,B+
22897,201620,20649,A
22897,201610,12442,B
22897,201610,11892,B+
22897,201720,22338,A
22897,201710,20977,A
22897,201620,20650,A-
22897,201820,27239,A
22897,201620,20216,A
22897,201820,25288,A
22897,201510,20470,A
22897,201820,29913,A-
22897,201720,20794,A
22897,201700,3903,A
22897,201520,30324,A-
22897,201520,27279,A-
22897,201610,14890,B+
22897,201700,3896,A
22897,201620,21140,A-
22897,201610,13970,A-
22897,201510,18033,A-
22897,201710,11758,A
22897,201510,15244,A-
22897,201620,20188,B
22897,201510,13327,A-
89652,201510,13328,B+
89652,201510,11969,A-
89652,201720,30275,A
89652,201520,21897,A-
89652,201810,19392,A
89652,201520,30323,A
89652,201620,24250,A
89652,201510,20469,A
89652,201810,14781,S
89652,201720,23937,A
89652,201620,24054,A
89652,201620,30396,S
89652,201820,21190,A-
89652,201610,13951,A-
89652,201510,10728,A
89652,201710,18716,A
89652,201720,29561,B+
89652,201510,10676,A
89652,201810,16261,A
89652,201610,11579,B+
89652,201720,23371,S
89652,201810,12799,A
89652,201710,12773,A
89652,201620,20374,A
89652,201710,21492,A
89652,201620,23460,A
89652,201510,19843,A-
89652,201710,21500,A
89652,201710,18731,A
89652,201610,10117,A
89652,201510,11900,A-
89652,201710,18697,A
89652,201620,20111,A-
89652,201610,14893,A
89652,201520,23065,A
89652,201620,20906,A-
89652,201520,21496,A
89652,201820,26403,S
89652,201820,23415,A
89652,201720,23928,A
89652,201520,21056,A
89652,201610,11578,A-
89652,201720,24416,A-
89652,201620,23263,A
89652,201520,28940,A
89652,201810,19432,A-
89652,201820,23574,A
89652,201720,29756,A
89652,201820,30249,A
89652,201610,16528,S
89652,201610,13474,A
89652,201610,13471,B
89652,201820,26064,A
89652,201810,13123,A
89652,201520,21901,A
50072,201510,12204,B+
50072,201720,29753,A
50072,201520,26032,A-
50072,201620,23260,C+
50072,201710,16690,A
50072,201820,25105,A
50072,201720,23371,S
50072,201810,17216,A
50072,201610,11778,B+
50072,201810,13099,A-
50072,201710,18300,A
50072,201620,21334,B-
50072,201520,21897,C
50072,201610,20652,B+
50072,201820,21410,B+
50072,201610,13473,A
50072,201720,29752,C
50072,201620,23263,A-
50072,201720,25662,A
50072,201520,23065,C+
50072,201810,13870,A-
50072,201620,20093,B
50072,201620,26327,A
50072,201510,20862,B+
50072,201510,10928,B+
50072,201620,22792,A
50072,201720,21488,B-
50072,201520,22126,B+
50072,201710,14653,S
50072,201510,10676,B
50072,201520,30281,A
50072,201610,11579,C-
50072,201710,13147,B-
50072,201610,11576,B+
50072,201610,14806,C
50072,201720,23937,B-
50072,201510,20459,A
50072,201720,29763,A
50072,201820,23710,B
50072,201810,12365,A
50072,201510,11932,B+
50072,201520,21901,A-
50072,201820,30681,A-
50072,201810,72289,A-
50072,201810,20028,B
50072,201810,11169,B
50072,201710,21307,B+
50072,201510,13327,C-
50072,201710,21119,A-
50072,201620,30091,A-
50072,201520,22014,A-
50072,201720,21104,S
50072,201820,20138,A
44927,201620,20088,A
44927,201510,12087,A-
44927,201520,21897,A-
44927,201620,24304,A
44927,201610,11157,B+
44927,201620,22804,B+
44927,201620,22360,A-
44927,201620,30397,S
44927,201810,14505,A
44927,201720,23980,A
44927,201610,10642,S
44927,201610,13886,A-
44927,201610,20116,A
44927,201820,26403,S
44927,201710,21500,A
44927,201820,23624,A
44927,201510,12369,A-
44927,201820,22844,B
44927,201820,27679,A-
44927,201720,23063,A
44927,201720,23371,S
44927,201510,10676,A-
44927,201610,11100,A
44927,201810,14188,A
44927,201520,25198,A
44927,201520,26026,A
44927,201710,18684,A
44927,201520,21898,A-
44927,201620,20043,B+
44927,201720,22587,A
44927,201810,11559,A-
44927,201620,21008,A
44927,201610,16528,S
44927,201810,10023,A
44927,201820,21898,A-
44927,201620,22361,A
44927,201820,23310,A
44927,201520,22098,B+
44927,201610,10838,B+
44927,201520,30308,A
44927,201610,10379,S
44927,201810,13438,A
44927,201510,20402,A
44927,201610,12491,B-
44927,201810,15607,A
44927,201710,12803,A
44927,201710,18697,A
44927,201710,18649,A
44927,201720,20025,A
44927,201810,14781,S
44927,201510,10730,A
44927,201720,20911,A
44927,201510,11864,A-
44927,201810,11123,A-
44927,201520,20369,A
44927,201720,22599,A
44927,201510,14343,A
44927,201720,27001,A
44927,201620,22943,A
44927,201610,12492,A
44927,201610,12178,B
66676,201720,20911,B
66676,201720,27001,A-
66676,201810,14062,A
66676,201610,12493,A
66676,201520,22098,B
66676,201510,10676,B+
66676,201520,29945,A
66676,201520,20919,A-
66676,201810,12336,A
66676,201820,23310,A
66676,201820,26089,A-
66676,201520,30278,A
66676,201510,14601,A
66676,201610,10573,A
66676,201820,23309,B
66676,201520,20348,A
66676,201610,10643,A
66676,201510,10914,A
66676,201810,14213,S
66676,201620,29831,A
66676,201820,30969,S
66676,201510,12369,B
66676,201510,12216,B-
66676,201820,23313,A
66676,201700,3967,A-
66676,201810,19337,A
66676,201610,13467,A
66676,201520,21897,B+
66676,201810,11559,A
66676,201700,3965,A
66676,201710,14879,A
66676,201600,1174,A
66676,201510,11932,B+
66676,201510,20413,A
66676,201710,12567,A
66676,201600,1173,A-
66676,201620,22360,B
66676,201710,14873,A
66676,201600,2112,A-
66676,201820,26368,S
66676,201620,22943,A
66676,201810,15828,A
66676,201820,23791,A
66676,201610,10379,S
66676,201720,30697,S
66676,201610,12491,B-
66676,201610,20461,A
66676,201720,30966,A
66676,201710,11187,A-
66676,201720,23629,A
66676,201610,20535,A-
66676,201710,20923,A
66676,201600,2113,A-
66676,201720,20186,A-
66676,201520,21902,A-
66676,201620,22362,A
66676,201620,23332,A
66676,201710,11553,A
70962,201710,11397,S
70962,201610,11579,B-
70962,201620,21449,S
70962,201710,14533,A
70962,201610,13476,A-
70962,201720,29763,A
70962,201620,21334,B-
70962,201620,21244,A
70962,201610,19690,A
70962,201820,72739,A-
70962,201520,29040,B+
70962,201520,21899,A-
70962,201710,14882,B-
70962,201820,22662,A
70962,201820,24468,P
70962,201720,29752,B
70962,201620,23265,A
70962,201810,14815,A-
70962,201720,21488,B+
70962,201510,11536,B+
70962,201720,25401,A-
70962,201620,29248,A-
70962,201810,10046,A
70962,201510,13327,B
70962,201720,21361,S
70962,201810,10782,A-
70962,201610,11517,S
70962,201510,11580,S
70962,201620,23260,B+
70962,201820,21285,S
70962,201510,11969,B+
70962,201510,20432,A
70962,201710,11514,A-
70962,201520,21530,S
70962,201710,20014,B
70962,201810,10784,A-
70962,201820,27725,A
70962,201710,11083,B-
70962,201820,21099,A
70962,201620,24796,A-
70962,201520,29935,A-
70962,201520,23065,B+
70962,201720,29738,B
70962,201810,17216,A
70962,201610,11578,B
70962,201810,11337,S
70962,201510,13723,A
70962,201820,23083,S
70962,201810,19425,A-
70962,201820,23415,A
70962,201610,10048,A
70962,201710,20015,A-
70962,201520,30291,A
70962,201610,14806,C-
70962,201510,10676,B+
70962,201520,29873,B+
70962,201610,11303,B+
70962,201510,12384,A
70962,201620,22793,A
70962,201520,21897,B
30453,201510,16220,A
30453,201700,3217,S
30453,201710,19669,A
30453,201720,20219,A
30453,201610,12116,A-
30453,201720,20085,A
30453,201820,25247,A
30453,201710,11804,A
30453,201520,27491,B+
30453,201510,10914,B+
30453,201720,30671,A
30453,201610,10085,A
30453,201610,15335,B
30453,201620,20115,A-
30453,201610,11133,B
30453,201810,16565,A-
30453,201510,20430,A
30453,201520,21855,A
30453,201710,10357,A
30453,201620,23575,B
30453,201820,22514,A
30453,201810,19895,A
30453,201610,13521,B
30453,201800,2140,A
30453,201610,15326,A-
30453,201620,21039,A-
30453,201720,21398,A
30453,201520,30308,A
30453,201510,14051,C+
30453,201810,12078,A
30453,201510,12888,C+
30453,201710,14578,A
30453,201720,29814,A
30453,201710,16315,P
30453,201810,19899,A-
30453,201510,19488,B+
30453,201710,10358,B+
30453,201520,25241,B
30453,201620,27054,A
30453,201620,21825,A-
30453,201820,31077,A
30453,201720,25304,A-
30453,201720,29842,A
30453,201820,23410,A
30453,201800,2899,A
30453,201520,22178,B+
30453,201520,21682,A
80177,201520,23674,A
80177,201610,11892,A
80177,201620,24809,A
80177,201520,21765,A
80177,201810,17324,A
80177,201820,25003,A-
80177,201710,16124,A
80177,201810,18950,B
80177,201620,20188,A
80177,201520,21135,A-
80177,201620,20216,A
80177,201510,14526,A
80177,201620,21140,A
80177,201510,12369,A-
80177,201510,11490,A
80177,201510,18035,A
80177,201520,25673,A-
80177,201720,21363,A-
80177,201610,10788,A-
80177,201710,12143,A
80177,201810,11011,A-
80177,201810,11675,A-
80177,201720,22484,A-
80177,201610,10206,A-
80177,201710,13831,A
80177,201720,22338,A
80177,201610,10004,B+
80177,201810,20064,A
80177,201510,19623,B
80177,201510,20476,A
80177,201520,25806,A
80177,201710,14653,S
80177,201820,22463,A
80177,201610,11157,B+
80177,201520,30304,A
80177,201610,12442,B+
80177,201610,11952,A
80177,201620,20302,A
80177,201810,12432,A
80177,201720,29672,A
80177,201710,21250,A
80177,201620,20649,A
80177,201720,29676,A
80177,201710,21021,A-
18677,201610,11028,B+
18677,201820,27407,A-
18677,201610,19747,B-
18677,201620,22881,B+
18677,201510,12802,A-
18677,201510,17820,A
18677,201810,16495,A
18677,201520,30330,A
18677,201820,27209,A
18677,201810,16220,B+
18677,201710,10791,A-
18677,201720,29873,A
18677,201720,23567,A
18677,201610,13071,B
18677,201810,19806,B+
18677,201820,30135,A
18677,201610,19690,A
18677,201520,21030,B+
18677,201810,16182,A
18677,201710,19666,A-
18677,201620,20314,B-
18677,201620,24232,B+
18677,201710,20109,A
18677,201520,27776,A-
18677,201620,29331,A
18677,201510,17155,A-
18677,201620,25242,A-
18677,201510,20399,A
18677,201520,30391,A-
18677,201700,3217,S
18677,201720,29855,A-
18677,201720,25401,A
18677,201510,10138,A
18677,201620,21370,S
18677,201520,21376,A
18677,201510,15230,B
18677,201820,30519,P
18677,201720,29856,A
18677,201610,12193,A-
18677,201810,16179,A
18677,201810,18754,A
18677,201710,19693,A
18677,201710,20539,A
18677,201520,20504,B+
58682,201720,25906,A-
58682,201520,21343,C-
58682,201810,14866,B
58682,201620,20900,B-
58682,201620,29192,A-
58682,201810,15589,A-
58682,201510,12211,B+
58682,201610,14786,A-
58682,201820,22142,A-
58682,201610,10642,S
58682,201710,18105,A
58682,201510,10388,B+
58682,201510,19488,B+
58682,201710,19666,A-
58682,201620,24232,A-
58682,201610,11128,B+
58682,201820,25410,B+
58682,201710,18070,A
58682,201720,29637,A-
58682,201520,20837,A
58682,201510,10557,A-
58682,201720,29843,A-
58682,201520,29244,B-
58682,201620,22900,B+
58682,201610,11027,A-
58682,201820,29845,A-
58682,201620,25237,B+
58682,201720,24097,S
58682,201720,24052,A
58682,201710,10798,A
58682,201510,13329,B-
58682,201720,23570,A
58682,201510,15080,S
58682,201610,13934,B-
58682,201710,20697,S
58682,201520,26445,B
58682,201810,15433,A-
58682,201610,13613,B+
58682,201620,26427,S
58682,201710,10791,A
58682,201720,23567,B
58682,201810,14627,S
58682,201820,25303,A
58682,201520,30332,A
58682,201610,15335,B
58682,201810,19568,A-
58682,201520,21732,A
58682,201510,20397,A
38052,201610,20171,A
38052,201620,25499,A
38052,201510,13327,A
38052,201510,18223,A
38052,201510,11734,A
38052,201610,20172,A
38052,201510,11733,A
38052,201700,2066,S
38052,201520,30515,A
38052,201810,15539,A
38052,201610,11347,A
38052,201810,11209,A
38052,201520,27493,A
38052,201810,20403,A
38052,201620,20210,A
38052,201710,11178,A
38052,201710,20466,A
38052,201520,22159,A-
38052,201820,20791,A-
38052,201820,21434,A
38052,201520,30336,A
38052,201620,22016,A
38052,201710,10108,A
38052,201710,11790,S
38052,201710,11271,A-
38052,201510,20410,A
38052,201720,31367,B
38052,201810,11213,A
38052,201520,25835,A
38052,201520,21765,A
38052,201610,21247,A
38052,201810,14140,A
38052,201610,11931,A
38052,201700,3678,S
38052,201510,19705,A
38052,201820,20325,A
38052,201610,13971,A
38052,201520,30516,A
38052,201620,24812,A-
38052,201820,24865,A
38052,201720,22558,A
38052,201720,24189,A
38052,201710,10149,A
38052,201620,24884,A
38052,201720,26420,A-
38052,201720,24497,A
38052,201620,22018,A
38052,201610,11930,S
47810,201820,30668,A
47810,201510,11394,A
47810,201610,12442,B+
47810,201710,10353,P
47810,201710,11756,A-
47810,201710,10004,A-
47810,201510,15777,B
47810,201710,20613,A-
47810,201510,11747,S
47810,201720,27982,A
47810,201720,27979,A-
47810,201810,12432,A-
47810,201620,20216,A-
47810,201510,20428,A
47810,201610,14886,A
47810,201610,12154,B
47810,201610,13970,B+
47810,201610,10788,A
47810,201820,20420,A-
47810,201620,20649,B+
47810,201710,11755,B+
47810,201810,16391,A-
47810,201720,27981,B+
47810,201610,11682,S
47810,201510,12215,A-
47810,201620,21743,A-
47810,201720,31048,A
47810,201510,14611,A
47810,201710,11758,A
47810,201820,22463,B+
47810,201520,26446,A
47810,201820,27239,A
47810,201520,23840,B
47810,201520,21735,A
47810,201510,13328,B
47810,201720,27976,A
47810,201510,18037,A-
47810,201620,20650,A
47810,201810,13899,A
47810,201610,10206,A-
47810,201810,20403,A-
47810,201810,17177,A-
47810,201520,21765,A
47810,201620,22532,A-
47810,201520,30298,A
47810,201520,21063,B-
47810,201720,27980,B-
72152,201700,4003,A
72152,201620,22521,A-
72152,201520,24612,A
72152,201510,17097,A
72152,201620,25238,B+
72152,201710,10129,A
72152,201710,17389,A
72152,201610,10134,A
72152,201510,12523,B+
72152,201720,30018,A-
72152,201520,26189,B+
72152,201620,29595,A
72152,201510,11819,A-
72152,201610,14407,S
72152,201710,20623,A
72152,201820,27442,B+
72152,201810,10370,A
72152,201520,21760,A-
72152,201620,27166,A
72152,201810,20159,S
72152,201510,15142,A-
72152,201620,29844,A
72152,201520,21323,A
72152,201720,30418,A
72152,201610,11130,B
72152,201810,10125,A
72152,201810,19230,B+
72152,201610,13944,B+
72152,201720,30013,A-
72152,201610,14891,A-
72152,201720,26068,A
72152,201820,73173,A-
72152,201810,15303,A
72152,201620,24925,A
72152,201820,30209,A-
72152,201700,3999,A
72152,201520,30323,A
72152,201620,25383,A-
72152,201520,23557,A
72152,201510,13542,A-
72152,201710,20268,A-
72152,201510,20425,A
72152,201610,14909,B
72152,201810,19219,A
72152,201820,27535,A-
72152,201710,20269,A
72152,201820,25509,A
72152,201810,11489,S
62246,201710,11756,A
62246,201720,27980,A
62246,201620,20216,A
62246,201510,10693,A-
62246,201510,20398,A
62246,201610,10788,A
62246,201720,27981,A
62246,201610,13970,A
62246,201620,23924,A-
62246,201610,12146,A
62246,201710,12025,S
62246,201710,10004,A-
62246,201510,12214,A
62246,201510,13329,B+
62246,201510,11904,A-
62246,201720,27976,A-
62246,201520,30068,A-
62246,201520,20859,A-
62246,201810,16811,A
62246,201510,18033,A
62246,201810,12432,A-
62246,201620,20649,A
62246,201720,30315,A
62246,201520,22192,A
62246,201520,30343,A
62246,201710,11758,A
62246,201720,27982,A
62246,201820,25196,A
62246,201820,27235,A-
62246,201710,11755,A
62246,201610,10206,A
62246,201820,20420,A-
62246,201710,10007,A
62246,201610,12442,B+
62246,201720,27979,B+
62246,201810,11676,A-
62246,201520,21765,A-
62246,201620,21743,A
62246,201820,30660,A-
62246,201810,20414,A
62246,201620,22532,A
62246,201810,10126,A-
62246,201520,26447,A
62246,201610,17327,A-
61028,201620,25206,B+
61028,201810,11724,A
61028,201710,19550,A-
61028,201710,14630,B
61028,201610,11237,B-
61028,201520,23563,A-
61028,201610,10496,C
61028,201820,23410,A-
61028,201520,26440,B+
61028,201620,24376,A-
61028,201510,15994,A
61028,201820,21318,A
61028,201720,21424,B+
61028,201810,11112,B
61028,201510,18033,A-
61028,201520,20859,C+
61028,201610,13468,B-
61028,201720,20559,B
61028,201710,17267,B
61028,201720,26792,A
61028,201810,11113,A-
61028,201510,10641,B+
61028,201820,30443,A
61028,201820,25289,A-
61028,201810,15412,A
61028,201510,20430,A
61028,201810,18866,A-
61028,201600,3697,A
61028,201710,18258,A
61028,201620,27082,B+
61028,201720,20659,B
61028,201510,13327,B+
61028,201610,10365,B-
61028,201510,15877,B+
61028,201520,30258,A-
61028,201610,10925,B+
61028,201520,24163,B
61028,201620,20451,B+
61028,201710,11169,C
61028,201710,10784,B
61028,201620,21200,S
61028,201720,20111,A
61028,201620,23259,C-
61028,201600,3694,A
61028,201520,20571,A-
17522,201820,24133,A
17522,201710,13147,A-
17522,201810,10818,A
17522,201520,29243,B
17522,201620,25832,B+
17522,201620,23818,B+
17522,201620,23261,A-
17522,201810,10758,A
17522,201520,22165,S
17522,201610,11206,A-
17522,201610,16528,S
17522,201720,29758,A
17522,201820,30715,A-
17522,201720,29569,S
17522,201610,11087,A
17522,201710,16690,A-
17522,201510,19486,B-
17522,201620,23933,A
17522,201610,13472,A
17522,201820,23313,A
17522,201810,20335,A
17522,201510,11908,B
17522,201720,29754,B+
17522,201720,23629,A
17522,201610,13471,A-
17522,201810,13839,A
17522,201820,25409,A-
17522,201520,20184,C+
17522,201710,18587,S
17522,201720,29561,B-
17522,201610,12760,A
17522,201510,15869,C
17522,201510,12802,A-
17522,201520,30255,A
17522,201610,12726,S
17522,201620,20572,B
17522,201520,23066,B
17522,201520,25327,A
17522,201620,22464,A
17522,201810,12336,A
17522,201510,21098,A
17522,201720,23937,B+
17522,201720,27652,A
17522,201720,24928,B+
17522,201620,23460,B+
17522,201620,29252,A
17522,201610,20408,A
17522,201510,13328,C+
17522,201720,23371,S
17522,201710,21307,A
17522,201710,15060,A-
17522,201810,14457,A
17522,201520,22014,A
17522,201710,14653,S
17522,201820,24197,A
93485,201720,29833,A
93485,201710,12418,A-
93485,201820,24544,A
93485,201510,19486,A
93485,201810,12823,B-
93485,201520,23557,A-
93485,201810,11815,B
93485,201520,25241,B+
93485,201710,16691,A-
93485,201510,15348,A
93485,201510,10092,A
93485,201610,12435,A
93485,201600,3069,A-
93485,201600,2358,A
93485,201520,30458,S
93485,201720,23914,A-
93485,201510,21097,A
93485,201720,22318,A
93485,201610,11854,A
93485,201520,21974,A
93485,201820,31341,P
93485,201720,23913,B+
93485,201810,15828,B+
93485,201710,14653,S
93485,201520,29031,B+
93485,201820,27881,A
93485,201720,29839,A-
93485,201620,24808,A
93485,201520,30354,A
93485,201820,30310,A-
93485,201610,13934,B+
93485,201510,11376,B+
93485,201620,24046,A-
93485,201620,27059,A-
93485,201710,11767,A
93485,201620,21653,B+
93485,201710,13367,A
93485,201810,10887,A-
93485,201610,17309,B+
93485,201620,24401,B+
93485,201820,22803,A-
93485,201610,15319,B+
93485,201510,11819,A
93485,201710,13152,A
93485,201620,20746,A-
93485,201520,21749,A-
93485,201610,14406,A
62617,201810,13788,S
62617,201610,14532,A-
62617,201720,23531,A
62617,201610,11087,B+
62617,201710,18591,A
62617,201520,29935,A-
62617,201510,18285,A-
62617,201620,27518,A
62617,201710,12809,A
62617,201820,27909,A
62617,201810,13446,A
62617,201510,12802,A
62617,201720,21411,S
62617,201810,14925,A
62617,201510,13327,B
62617,201810,14064,A
62617,201610,13472,A
62617,201620,24318,A
62617,201810,11039,A
62617,201620,26998,A
62617,201720,24826,A
62617,201720,21104,S
62617,201610,14450,A
62617,201520,23066,B+
62617,201620,26393,A-
62617,201720,24988,A
62617,201520,21855,A
62617,201720,21166,A
62617,201610,11431,A
62617,201720,29759,A
62617,201710,15599,A
62617,201820,23710,A-
62617,201620,20572,B
62617,201510,17358,A
62617,201620,23460,A-
62617,201720,29561,B+
62617,201710,15776,A
62617,201620,23265,A
62617,201620,22458,A
62617,201520,30332,A
62617,201520,25844,A
62617,201820,23083,S
62617,201710,13155,S
62617,201820,25059,A
62617,201720,23994,A
62617,201810,14931,A
62617,201510,20424,A
62617,201510,12204,A
62617,201820,23416,A
62617,201610,13470,B-
62617,201520,23673,B+
62617,201610,12507,A-
42137,201810,14847,B
42137,201720,30748,A
42137,201810,18724,A
42137,201610,10662,A
42137,201610,18376,A-
42137,201620,26635,B+
42137,201620,21743,A
42137,201720,30661,A-
42137,201820,28084,A
42137,201520,23674,A-
42137,201600,3696,A-
42137,201620,22667,S
42137,201710,11923,A
42137,201710,11753,A
42137,201620,25474,A
42137,201820,22836,A
42137,201820,26242,A-
42137,201810,14848,A
42137,201510,11536,A
42137,201820,25229,B+
42137,201520,26032,A
42137,201610,16741,A-
42137,201600,3712,A-
42137,201510,10695,B
42137,201720,25269,B+
42137,201810,11882,S
42137,201800,3872,A-
42137,201720,25267,B+
42137,201720,25266,A-
42137,201610,10497,B
42137,201620,29909,A
42137,201610,11889,A
42137,201810,10009,A
42137,201510,18031,A-
42137,201620,25221,B
42137,201520,20859,B+
42137,201720,30253,A-
42137,201520,21063,B-
42137,201710,12025,S
42137,201610,18378,B+
42137,201810,15520,A-
42137,201610,12195,S
42137,201520,25956,A
42137,201510,20442,A
42137,201820,24045,A
42137,201710,20696,A-
42137,201710,19943,A
42137,201810,14036,A-
42137,201510,10405,A
42137,201520,30605,A
42137,201510,13328,B-
42137,201610,13960,S
42137,201720,30459,A
42137,201820,31279,A-
42137,201710,15838,A
42137,201710,11151,B-
42137,201520,30271,A
14571,201820,31448,A
14571,201720,30262,B-
14571,201510,10393,A-
14571,201710,14873,A-
14571,201620,30523,A
14571,201520,21900,A-
14571,201720,29752,C+
14571,201720,30181,A
14571,201710,13739,B+
14571,201510,15168,B-
14571,201710,20014,B
14571,201610,10600,A
14571,201520,21277,A
14571,201610,14054,B
14571,201710,21014,A
14571,201610,11579,B+
14571,201510,20411,A
14571,201520,23067,B-
14571,201620,23260,B+
14571,201720,26038,A-
14571,201820,21815,A
14571,201520,21679,B-
14571,201610,12511,B+
14571,201810,12481,B
14571,201710,20015,B+
14571,201820,20076,B+
14571,201810,12482,A
14571,201520,21736,A-
14571,201610,13471,C+
