egoid,AcademicPeriod,CourseReferenceNumber,FinalGrade
88185,201620,21855,A
88185,201610,14893,A
88185,201810,11608,S
88185,201620,20832,S
88185,201620,21671,B+
88185,201700,3678,S
88185,201620,21599,A
88185,201510,15055,S
88185,201820,30074,A
88185,201610,14389,A
88185,201820,21569,A
88185,201810,20069,S
88185,201620,24812,A-
88185,201510,11489,A-
88185,201710,20109,A
88185,201510,10728,A
88185,201720,26885,A-
88185,201720,21411,S
88185,201510,14778,A
88185,201810,13788,S
88185,201820,29962,A
88185,201810,19396,A-
88185,201810,12722,A-
88185,201520,22665,A-
88185,201720,24421,A
88185,201610,20512,A
88185,201620,21616,A
88185,201720,30123,A-
88185,201610,12191,S
35344,201620,23259,A-
35344,201510,10695,A
35344,201810,11114,B+
35344,201710,10586,S
35344,201510,12802,A
35344,201710,18455,A
35344,201620,27126,A
35344,201820,29851,P
35344,201610,13468,B
35344,201520,22163,S
35344,201510,19731,A
35344,201810,10576,A
35344,201620,21200,S
35344,201820,21000,A
35344,201710,17266,A
35344,201700,3935,S
35344,201720,21841,B+
35344,201610,11237,A-
35344,201610,10612,S
35344,201720,21084,S
35344,201710,14630,A
35344,201820,30443,A
35344,201520,20859,B
35344,201720,20659,A
35344,201720,20559,B+
35344,201620,20451,A
35344,201810,14540,A
35344,201620,22080,B+
35344,201620,26259,S
35344,201510,13328,A
35344,201520,21765,A
35344,201520,22159,A
35344,201720,29895,A
35344,201520,23674,A
35344,201710,17267,A
35344,201520,21337,A
35344,201720,20111,A
35344,201610,12624,A-
35344,201810,18714,A-
35344,201610,13970,A-
35344,201710,11169,A
35344,201820,21318,A-
35344,201810,11113,A
35344,201520,30336,A
35344,201510,20417,A
35344,201810,11112,B+
35344,201620,27082,A-
35344,201510,10557,A
35344,201710,18258,A
35344,201610,10662,A
35344,201620,30224,A-
50666,201510,10641,A
50666,201510,10392,A-
50666,201620,27044,B+
50666,201720,22882,B+
50666,201810,10002,A
50666,201510,14179,A
50666,201810,19745,A-
50666,201610,12401,A-
50666,201620,21841,A
50666,201710,12732,C
50666,201620,73214,S
50666,201820,24890,A-
50666,201710,12698,A
50666,201620,21519,A-
50666,201520,22163,S
50666,201520,22165,S
50666,201520,25669,B+
50666,201510,15808,B+
50666,201720,27908,B+
50666,201720,20785,S
50666,201520,20504,A-
50666,201520,21064,A-
50666,201520,30343,A
50666,201720,30276,B+
50666,201520,25200,A-
50666,201610,20381,A
50666,201520,27181,A-
50666,201610,20378,A
50666,201600,3910,S
50666,201820,30249,A
50666,201610,19716,A
50666,201820,21614,A-
50666,201710,14768,A-
50666,201720,26118,A
50666,201620,29849,B+
50666,201720,26898,A
50666,201710,17312,A-
50666,201600,2111,S
50666,201810,12722,A-
50666,201620,20937,A-
50666,201510,11375,B
50666,201610,12156,A-
50666,201820,29965,A
50666,201510,20435,A
50666,201710,18546,A
50666,201810,15618,A
50666,201720,21104,S
42617,201520,23066,A-
42617,201510,20478,A
42617,201720,23749,A
42617,201510,10641,A-
42617,201520,22678,A
42617,201610,12178,A
42617,201620,24309,A
42617,201510,19521,A-
42617,201610,14437,A
42617,201610,11355,A
42617,201820,23710,A
42617,201510,13327,A-
42617,201810,13423,A
42617,201710,12750,A
42617,201520,21227,A-
42617,201820,27714,A
42617,201720,23371,S
42617,201620,27519,A
42617,201620,21667,A
42617,201710,12773,A
42617,201710,15387,A
42617,201720,23937,A
42617,201810,16445,A
42617,201620,22468,A
42617,201720,29561,A
42617,201620,23460,A
42617,201810,19594,A
42617,201720,29762,A
42617,201610,17608,A
42617,201510,10676,B+
42617,201610,13470,A
42617,201520,30299,A
42617,201710,18598,A
42617,201610,14056,A
42617,201810,13829,A
42617,201520,21899,A
42617,201710,15672,A
42617,201520,21897,A
42617,201620,23265,A
42617,201720,23997,A
42617,201720,23063,A
42617,201520,24608,A
42617,201810,13821,A
42617,201610,13474,A
42617,201720,31066,S
42617,201620,26393,A
42617,201510,11489,A-
42617,201510,11651,A
42617,201810,13397,A
25548,201520,30265,A
25548,201710,17267,A
25548,201610,13468,A-
25548,201710,10586,S
25548,201710,18258,A
25548,201510,11895,A
25548,201710,17960,A
25548,201620,25221,A-
25548,201720,22943,A
25548,201610,11237,B+
25548,201620,21151,S
25548,201810,18715,A
25548,201720,28299,A
25548,201520,27484,A
25548,201510,10558,A
25548,201810,12079,A
25548,201720,22518,A-
25548,201520,20222,A
25548,201610,13970,A
25548,201820,21318,A-
25548,201810,15174,A
25548,201820,24786,A
25548,201620,20122,A-
25548,201700,3260,A-
25548,201710,11157,A-
25548,201810,16107,A
25548,201620,21200,S
25548,201520,21765,A
25548,201620,23259,A
25548,201610,10662,A
25548,201510,20423,A
25548,201510,20026,A-
25548,201810,16105,A
25548,201510,13327,A
25548,201620,26167,S
25548,201620,27082,A
25548,201710,11169,A
25548,201620,20451,A-
25548,201520,22932,A-
25548,201510,10697,A
25548,201720,24301,A-
25548,201700,3259,A
25548,201520,23840,A-
25548,201720,22992,C+
25548,201710,17266,A
91551,201520,21897,A
91551,201720,23966,A
91551,201520,20187,A
91551,201610,20530,A
91551,201810,10818,A
91551,201810,11547,A
91551,201520,21700,A-
91551,201710,13832,A
91551,201520,20339,A
91551,201720,29756,A
91551,201810,13407,A
91551,201620,27516,A
91551,201610,13476,A
91551,201720,20911,A
91551,201820,28464,A
91551,201820,31115,A
91551,201810,13023,A
91551,201620,23460,A-
91551,201610,13937,B
91551,201810,19536,S
91551,201610,13471,B-
91551,201820,23266,P
91551,201820,23610,A
91551,201610,14561,A
91551,201510,10676,A-
91551,201720,29755,A
91551,201710,15080,A
91551,201510,20478,A
91551,201720,29752,B
91551,201520,23067,A
91551,201710,13148,A-
91551,201610,14879,A
91551,201720,22278,A-
91551,201710,21307,A
91551,201720,23371,S
91551,201520,30332,A
91551,201620,22463,A
91551,201620,26393,A
91551,201820,30912,A
91551,201620,23263,A
91551,201710,13149,A
91551,201510,14225,A-
91551,201620,21241,A
91551,201810,14729,A
91551,201510,11489,A
91551,201510,12087,A
91551,201510,12527,A
91551,201620,23310,A
91551,201710,14653,S
91551,201510,13663,A-
33657,201620,27126,A
33657,201520,21538,C
33657,201610,12191,S
33657,201610,19568,B+
33657,201720,22560,A-
33657,201520,23557,A
33657,201510,12205,C
33657,201720,22557,A-
33657,201520,21728,B-
33657,201820,25142,A
33657,201810,19194,C+
33657,201810,18804,A-
33657,201510,15661,S
33657,201620,29220,C+
33657,201720,22558,A-
33657,201520,22163,S
33657,201820,31659,S
33657,201510,11566,A-
33657,201510,20427,A
33657,201620,29809,A
33657,201610,11860,A-
33657,201620,21563,C+
33657,201720,31366,A-
33657,201710,20179,A-
33657,201520,30348,A
33657,201710,20062,A-
33657,201510,15811,A-
33657,201610,16382,B
33657,201510,18286,A-
33657,201620,24962,S
33657,201820,30330,B+
33657,201810,14540,B+
33657,201710,20537,A-
33657,201810,18737,A
33657,201710,20931,B+
33657,201610,12624,A-
33657,201710,17155,C-
33657,201610,11809,B
33657,201520,30138,B+
33657,201520,22681,C+
33657,201810,19900,A-
33657,201720,31365,B
65656,201820,27826,A
65656,201710,11595,S
65656,201820,21901,A
65656,201720,30270,A-
65656,201620,21564,S
65656,201620,21204,A-
65656,201820,20014,C+
65656,201710,13968,A-
65656,201820,26242,A
65656,201520,22326,B
65656,201820,21382,S
65656,201510,16066,A-
65656,201610,20560,B
65656,201610,12271,S
65656,201710,11181,C+
65656,201620,21567,S
65656,201810,17268,A
65656,201720,23535,B-
65656,201810,11942,S
65656,201720,21468,S
65656,201710,10853,B-
65656,201520,30325,A
65656,201710,12100,S
65656,201710,16566,A-
65656,201610,20881,A
65656,201810,11029,A-
65656,201610,10496,B
65656,201620,29096,B
65656,201610,20559,B-
65656,201620,20063,A
65656,201510,13328,B
65656,201510,20478,A
65656,201520,21063,C+
65656,201510,11251,A
65656,201720,29706,A
65656,201620,21583,S
65656,201620,20528,S
65656,201720,29703,A-
65656,201710,11598,S
65656,201720,20201,A-
65656,201810,11323,B
65656,201720,20333,C+
65656,201710,11112,A
65656,201810,19480,A
65656,201820,21388,S
65656,201510,12421,B+
65656,201620,29739,A
65656,201520,21657,S
65656,201610,11721,S
65656,201820,21385,S
65656,201810,15516,A
65656,201820,21902,S
65656,201520,20571,B
65656,201720,21686,S
65656,201520,20704,A
65656,201520,21674,S
65656,201510,11786,S
65656,201510,18031,A-
65656,201520,26448,A-
65656,201620,29419,A
65656,201520,20859,B-
65656,201620,29418,B+
65656,201710,21120,A
65656,201820,30811,A
65656,201820,21585,S
65656,201810,11531,S
65656,201610,11200,A
65656,201720,21471,S
65656,201510,12215,B
36117,201610,14893,A
36117,201520,21765,A
36117,201820,30520,A
36117,201510,10729,A-
36117,201510,11733,B
36117,201520,20820,A
36117,201520,21135,A-
36117,201610,14937,A-
36117,201900,3239,
36117,201520,23448,A-
36117,201720,21468,S
36117,201720,21471,S
36117,201720,21686,S
36117,201620,29167,A-
36117,201510,10697,A
36117,201910,17121,
36117,201820,30501,A-
36117,201710,20196,A
36117,201620,30397,S
36117,201900,3238,
36117,201520,30332,A
36117,201520,21914,S
36117,201820,21388,S
36117,201820,21585,S
36117,201720,24889,A
36117,201820,21385,S
36117,201620,29101,B+
36117,201720,24385,A
36117,201510,12385,S
36117,201810,16909,B+
36117,201910,14896,
36117,201710,14775,A
36117,201810,11531,S
36117,201520,20262,B+
36117,201710,11670,S
36117,201620,21565,S
36117,201810,15381,A-
36117,201510,21092,A
36117,201910,14890,
36117,201610,11874,C+
36117,201510,12887,B+
36117,201900,3241,
36117,201620,23605,A
36117,201520,21657,S
36117,201820,22758,B+
36117,201720,30443,A
36117,201700,1001,S
36117,201620,21798,S
36117,201620,20453,A-
36117,201720,21469,S
36117,201710,11508,B-
36117,201610,11324,A-
36117,201810,12844,A-
36117,201820,21386,S
36117,201510,11734,B
36117,201900,3240,A
36117,201710,11240,C
36117,201510,11796,S
36117,201910,19335,
36117,201510,16133,A
36117,201620,29476,A
36117,201620,21567,S
36117,201610,11802,S
36117,201520,21654,S
36117,201910,14892,
36117,201520,21655,S
36117,201910,14891,
36117,201710,19561,A-
36117,201710,12100,S
36117,201810,11942,S
36117,201720,20974,A-
36117,201610,12271,S
36117,201810,11596,S
36117,201620,21564,S
26320,201610,19746,B+
26320,201620,21081,B+
26320,201810,15430,A
26320,201520,28958,B+
26320,201720,22218,A
26320,201620,26801,A
26320,201820,25303,A
26320,201810,14463,B+
26320,201520,20951,A
26320,201610,12110,A-
26320,201510,15154,A
26320,201810,19811,A
26320,201610,11028,B+
26320,201720,24723,A
26320,201620,23575,B
26320,201610,20692,A
26320,201710,10070,A
26320,201820,29955,A-
26320,201510,18308,A-
26320,201820,25410,B+
26320,201710,12248,B+
26320,201710,11214,B+
26320,201620,25239,B+
26320,201520,28960,S
26320,201510,15814,B
26320,201710,10798,B+
26320,201520,25241,A-
26320,201810,16182,B+
26320,201620,25428,S
26320,201720,22219,A
26320,201620,21827,B
26320,201820,24114,A-
26320,201610,15327,B
26320,201720,24663,A
26320,201710,19668,A-
26320,201510,20439,A
26320,201810,16869,B
26320,201520,23483,A-
26320,201720,31318,A
26320,201610,11336,A-
26320,201810,16865,B+
26320,201520,30345,A
26320,201510,11377,B
26320,201510,15727,B
26320,201810,13747,S
26320,201720,23008,A
26320,201710,17887,B+
26320,201820,29845,B+
26320,201810,14866,B+
26320,201520,23059,A
92515,201720,23022,A
92515,201510,20399,A
92515,201710,11018,A
92515,201820,30466,A
92515,201810,11609,S
92515,201720,20911,A
92515,201720,23203,A
92515,201620,22905,A
92515,201810,16427,A
92515,201620,25346,A
92515,201720,22277,A
92515,201710,11126,A
92515,201820,20208,A
92515,201520,26580,A
92515,201710,13768,A
92515,201520,30260,A
92515,201620,30395,S
92515,201710,13240,A
92515,201520,21135,A
92515,201610,15281,A
92515,201610,20450,A
92515,201710,15973,A
92515,201810,13849,P
92515,201720,29546,A
92515,201620,23822,A
92515,201610,16310,A
92515,201610,14893,A
92515,201810,12317,A
92515,201720,20536,A
92515,201510,17080,A
92515,201720,25348,A
92515,201520,25244,A
92515,201710,13239,A
92515,201520,26450,A
92515,201520,21765,A
92515,201810,13469,A
92515,201610,14074,A
92515,201510,11726,A
92515,201820,25390,A
92515,201820,31450,A
92515,201620,29832,A
92515,201510,11378,A
92515,201820,26402,S
92515,201510,11899,A
92515,201810,14064,A
92515,201720,21166,A
92515,201510,17521,A
92515,201810,14628,A
97844,201520,20859,C+
97844,201600,3399,S
97844,201510,18035,A-
97844,201510,10693,A
97844,201820,27238,A
97844,201810,15205,A-
97844,201620,24064,B
97844,201520,20571,B
97844,201510,13327,C+
97844,201510,20477,A
97844,201710,10004,B
97844,201610,10496,C+
97844,201620,22034,C+
97844,201720,21363,B+
97844,201520,23270,A-
97844,201810,10732,B
97844,201820,20420,A-
97844,201610,10788,C
97844,201720,20489,B
97844,201520,30341,A
97844,201810,17177,A
97844,201620,20650,B+
97844,201810,10731,A
97844,201620,20188,B
97844,201510,12214,B-
97844,201520,27690,S
97844,201710,11756,B
97844,201610,10789,B
97844,201820,21014,A
97844,201610,12442,B
97844,201710,11757,A-
97844,201710,11755,C
97844,201720,20794,B
97844,201520,22129,B-
97844,201620,20216,C
97844,201520,26441,B
97844,201610,12144,C-
97844,201720,29676,B+
97844,201510,11865,A-
97844,201610,11344,A-
97844,201710,20616,A-
97844,201810,10008,A-
97844,201820,24633,B
97844,201720,21073,B-
49790,201520,21330,B+
49790,201620,20298,A
49790,201510,20480,A
49790,201520,21025,B
49790,201600,3632,A-
49790,201620,21580,B
49790,201710,12104,B
49790,201810,11910,B
49790,201910,20586,
49790,201810,10910,B-
49790,201300,3628,S
49790,201620,30233,B+
49790,201520,20228,A-
49790,201720,23428,B+
49790,201820,26368,S
49790,201720,22076,B
49790,201710,12106,A-
49790,201820,20219,A-
49790,201710,13786,C
49790,201810,11070,B+
49790,201520,21731,A-
49790,201510,11241,A-
49790,201720,22075,B
49790,201620,20517,B
49790,201610,11485,A
49790,201720,22074,B
49790,201910,20933,
49790,201610,16778,A-
49790,201820,21919,B-
49790,201710,13689,B+
49790,201520,30339,A
49790,201820,20798,A-
49790,201620,20673,A
49790,201510,10937,A-
49790,201910,11038,
49790,201510,12572,A-
49790,201910,11829,
49790,201710,18458,S
49790,201720,22070,A-
49790,201520,23557,B+
49790,201510,20288,B
49790,201510,11771,A-
49790,201610,11142,A-
49790,201820,31255,B
49790,201910,15880,
49790,201610,13728,B+
15181,201620,22361,A
15181,201810,10565,A
15181,201510,12369,A
15181,201620,20043,A
15181,201620,21514,A
15181,201710,14881,A-
15181,201720,22599,A
15181,201520,29038,A-
15181,201820,23791,A
15181,201620,23931,A-
15181,201510,12543,A
15181,201720,22341,A
15181,201820,30447,A
15181,201610,10379,S
15181,201810,17286,A
15181,201510,13630,B+
15181,201620,22360,A
15181,201620,23929,A
15181,201520,21769,B+
15181,201510,12087,B+
15181,201810,16414,A-
15181,201610,13133,A
15181,201820,24135,A
15181,201810,17318,S
15181,201720,20911,A
15181,201520,30327,A
15181,201510,20482,A
15181,201810,14538,A
15181,201820,26009,A
15181,201810,14607,A
15181,201520,21898,A-
15181,201610,13886,A
15181,201620,30353,A
15181,201610,13129,A
15181,201520,29982,A
15181,201720,27001,A
15181,201710,11628,A
15181,201610,12492,A
15181,201510,10676,A-
15181,201810,11956,A
15181,201820,26093,A
15181,201710,11187,A
15181,201610,11354,A
15181,201720,21422,A
15181,201710,14594,A
15181,201610,12491,A
15181,201520,22098,A-
15181,201520,21897,A
15181,201720,20186,A
15181,201710,13979,A-
15181,201710,10551,A
15181,201620,21242,A
15181,201720,21166,A
15181,201610,16330,A-
15181,201820,21345,A
15181,201510,11680,A-
15181,201710,11553,A
15181,201610,11100,A-
21887,201620,26450,B+
21887,201820,25368,A
21887,201520,29678,A-
21887,201620,29293,A
21887,201510,13902,B+
21887,201620,24769,A
21887,201400,3929,S
21887,201810,16327,S
21887,201610,14407,S
21887,201710,11950,A-
21887,201810,14446,B
21887,201710,14999,B+
21887,201720,25615,A
21887,201810,18867,B+
21887,201610,14890,A-
21887,201710,19773,B
21887,201520,23497,A
21887,201610,11738,A
21887,201620,22649,S
21887,201710,12908,A
21887,201520,23557,A
21887,201610,12156,A-
21887,201510,20413,A
21887,201820,29853,A
21887,201620,27044,A
21887,201720,26712,A
21887,201610,19565,A
21887,201810,19854,B+
21887,201710,10076,A-
21887,201510,11374,A-
21887,201510,14051,B
21887,201520,22678,A
21887,201720,22162,A
21887,201620,29305,A
21887,201510,10405,A-
21887,201720,31282,A-
21887,201510,18208,A
21887,201720,22645,A
21887,201520,25670,A
21887,201810,19351,A
21887,201520,30302,A
21887,201820,22814,A
21887,201610,10167,A
48154,201720,29757,A-
48154,201710,12475,A
48154,201620,26773,A
48154,201810,17216,A
48154,201620,23460,B
48154,201710,11083,B+
48154,201620,26393,A-
48154,201610,13473,A
48154,201510,13328,B-
48154,201810,14729,A
48154,201710,20014,B+
48154,201610,11742,A
48154,201720,20911,A
48154,201710,10784,A-
48154,201620,24318,A
48154,201610,14277,A-
48154,201520,20517,A-
48154,201820,21608,A
48154,201510,11969,A-
48154,201520,21897,B
48154,201820,23710,A-
48154,201620,23310,A-
48154,201520,22126,A
48154,201710,16824,A-
48154,201610,14450,A
48154,201810,19594,A
48154,201710,20015,A-
48154,201710,14140,A
48154,201720,29561,B
48154,201520,21900,A
48154,201510,12205,A
48154,201720,22335,A
48154,201520,24605,A-
48154,201610,20456,B+
48154,201620,27517,A
48154,201820,23711,A
48154,201510,20483,A-
48154,201810,14815,A
48154,201510,12309,A-
48154,201720,23994,A
48154,201610,13471,B
48154,201510,10676,B+
48154,201610,17608,A-
48154,201820,22571,S
48154,201520,30340,A
48154,201720,30238,B+
48154,201620,29776,A
48154,201620,23262,A
48154,201700,3937,A
48154,201520,23067,B
48154,201510,19522,A
48154,201820,28464,A
48154,201700,3942,A
51495,201610,12442,A
51495,201710,12143,A
51495,201620,22035,A
51495,201510,20438,A
51495,201620,20216,A
51495,201510,15998,A
51495,201810,14759,A-
51495,201520,27439,A
51495,201610,10206,A-
51495,201810,12432,B+
51495,201520,20585,S
51495,201810,19477,A
51495,201510,10558,A-
51495,201710,11767,A
51495,201710,16122,A
51495,201610,10788,A
51495,201720,22484,A-
51495,201720,21363,A
51495,201720,21073,A
51495,201720,23535,A-
51495,201610,13970,A
51495,201820,28170,A
51495,201810,18950,A-
51495,201710,14653,S
51495,201620,20253,A-
51495,201520,30256,A
51495,201510,13328,B+
51495,201820,30660,A
51495,201620,20551,S
51495,201520,26449,A
51495,201520,23677,A-
51495,201510,19557,A
51495,201820,27749,A
51495,201810,11675,A
51495,201820,25303,A
51495,201520,20571,B+
51495,201610,12144,A
51495,201620,24064,A-
51495,201520,21343,B+
51495,201710,12142,A
51495,201720,29672,A
51495,201510,12212,A
51495,201620,21743,A
51495,201710,21021,A
51495,201720,22338,B+
51495,201610,14891,A
17932,201610,16528,S
17932,201520,30350,A
17932,201710,21467,A
17932,201510,10584,B+
17932,201610,11749,A
17932,201520,20369,A
17932,201810,19836,A
17932,201620,20791,A
17932,201720,29514,A
17932,201810,10740,A
17932,201620,27435,A-
17932,201520,23448,B+
17932,201720,30129,A-
17932,201810,19343,A
17932,201510,20408,A
17932,201510,13664,A
17932,201720,30134,A-
17932,201520,23219,A
17932,201610,14892,A-
17932,201810,14781,S
17932,201720,30135,A
17932,201710,21468,A
17932,201620,20255,A
17932,201620,24796,A
17932,201510,10730,A
17932,201710,12773,A
17932,201610,10167,A-
17932,201620,30397,S
17932,201610,19891,A
17932,201810,16607,P
17932,201710,18718,A-
17932,201720,27878,A
17932,201720,27796,S
17932,201510,11900,A
17932,201520,21496,A
17932,201620,24054,A
17932,201510,14778,A-
17932,201520,25661,A-
17932,201610,11754,A
17932,201810,16371,A-
75149,201510,19843,B-
75149,201520,30272,A
75149,201620,22516,B
75149,201510,15733,A
75149,201710,11312,B+
75149,201810,14866,B
75149,201820,26059,A-
75149,201720,23350,B+
75149,201520,25243,B+
75149,201820,29844,B
75149,201820,22142,B
75149,201610,12109,B+
75149,201700,1485,B
75149,201810,13091,A-
75149,201620,24232,B
75149,201810,12697,B+
75149,201520,26064,B+
75149,201610,13935,B-
75149,201810,11335,B
75149,201610,13683,C
75149,201620,22900,C+
75149,201510,15483,S
75149,201720,20874,B-
75149,201720,22719,B-
75149,201510,20400,A
75149,201710,11228,B
75149,201710,19673,B
75149,201520,22178,C+
75149,201600,3914,B
75149,201710,11310,B+
75149,201700,3033,B
75149,201820,25410,B-
75149,201720,29639,B-
75149,201720,25620,C
75149,201510,19488,C
75149,201510,11241,B
75149,201810,14549,B+
75149,201610,11423,B+
75149,201720,29851,B
75149,201610,19746,C-
75149,201620,21163,C+
75149,201710,12869,C-
75149,201620,23617,B-
75149,201510,11864,B
75149,201820,20433,B-
75149,201810,14930,A
75149,201820,20633,B-
75149,201610,13685,B
75149,201520,24114,B
75149,201520,23097,B
75149,201720,23570,A
33740,201620,23818,B+
33740,201510,15869,B+
33740,201620,30425,S
33740,201810,19040,A
33740,201520,23067,C
33740,201610,10897,B+
33740,201520,20445,A
33740,201520,20674,A
33740,201610,14882,A
33740,201720,26202,A-
33740,201610,17608,B+
33740,201710,13147,A-
33740,201710,15060,A
33740,201710,13148,B+
33740,201710,14653,S
33740,201820,24090,A
33740,201720,29759,A
33740,201720,20602,S
33740,201610,11087,B
33740,201720,20938,B+
33740,201610,13474,B+
33740,201820,23083,S
33740,201720,29752,B
33740,201620,23460,B
33740,201510,18425,A
33740,201620,20572,B
33740,201820,23710,A
33740,201710,21251,A-
33740,201510,14225,C+
33740,201510,19407,B+
33740,201810,19035,A
33740,201620,27021,A
33740,201720,29753,A
33740,201820,30965,A-
33740,201810,14729,A
33740,201820,28464,A
33740,201810,10758,A
33740,201520,30360,A
33740,201600,3393,B
33740,201520,27679,A-
33740,201510,20472,A
33740,201820,30912,A
33740,201720,25719,A-
33740,201710,21307,A
33740,201720,21084,S
33740,201810,10576,A
33740,201610,14806,C-
33740,201510,11490,B+
33740,201620,22461,A
33740,201620,23264,A-
33740,201810,13549,A
33740,201510,12384,A-
67709,201620,24051,U
67709,201510,20441,A
67709,201610,11708,B-
67709,201520,20228,A-
67709,201510,11241,B
67709,201810,19974,A
67709,201710,17468,B-
67709,201610,13206,S
67709,201620,26019,D
67709,201610,17458,F
67709,201520,21330,B
67709,201810,15556,B-
67709,201510,12295,S
67709,201510,13816,B+
67709,201720,24870,F
67709,201610,16604,D
67709,201720,25443,A-
67709,201520,23117,S
67709,201520,29370,A
67709,201710,16023,B+
67709,201820,25281,B
67709,201510,11771,A-
67709,201820,30513,B
67709,201810,19672,B
67709,201620,22036,S
67709,201720,22735,S
67709,201510,19450,A-
67709,201820,31360,B
67709,201520,30327,A
67709,201820,26412,S
67709,201610,14224,S
67709,201520,24348,A
67709,201610,11754,A-
67709,201710,10658,C-
67709,201710,12990,S
67709,201520,29032,B+
67709,201620,24348,F
67709,201720,23604,F
67709,201820,31659,S
67709,201520,26310,A
67709,201820,31221,B
67709,201620,29981,D
67709,201620,22955,S
67709,201810,12550,S
67709,201810,12834,B-
67709,201620,29623,B-
67709,201720,24973,D
67709,201520,21025,B
67709,201520,22163,S
67709,201610,11854,B+
67709,201710,16494,C-
36552,201520,22130,B+
36552,201720,21073,A
36552,201820,25186,A
36552,201710,11755,A
36552,201810,20073,A
36552,201520,21765,A
36552,201520,20222,A
36552,201510,20410,A
36552,201620,24133,A-
36552,201510,12212,A-
36552,201610,13970,A-
36552,201710,20904,A
36552,201510,13328,A-
36552,201710,10808,A
36552,201810,13862,A
36552,201710,11756,A-
36552,201510,18029,A
36552,201620,22035,A
36552,201520,20187,A
36552,201720,22484,A
36552,201520,23840,B-
36552,201610,10788,A
36552,201710,12989,A
36552,201720,21363,A
36552,201700,3904,A
36552,201820,27821,A
36552,201610,10206,A
36552,201620,20216,A
36552,201520,30341,A
36552,201500,4021,S
36552,201710,10004,A
36552,201620,20188,A
36552,201720,23039,A
36552,201810,11675,A
36552,201610,12442,B+
36552,201510,12893,B-
36552,201700,3937,A
36552,201820,30661,A
36552,201810,12432,A
36552,201610,12144,A-
36552,201810,19422,A
36552,201620,24064,A
36552,201510,12052,A
36552,201720,22338,A
36552,201510,21154,A
14301,201620,21334,A-
14301,201400,3709,S
14301,201520,26032,A-
14301,201520,27690,S
14301,201620,24354,A
14301,201710,14653,S
14301,201620,23265,A
14301,201820,30868,A-
14301,201720,20938,A-
14301,201810,11169,A
14301,201710,21307,A
14301,201820,20138,A
14301,201520,20133,B
14301,201810,20028,A
14301,201610,11577,A
14301,201810,11390,A
14301,201720,29752,B
14301,201720,29763,A
14301,201510,19706,B+
14301,201820,29798,A
14301,201810,18866,A
14301,201610,14806,B+
14301,201520,23067,B+
14301,201610,11344,A-
14301,201510,10676,B
14301,201610,13476,A
14301,201510,11883,B+
14301,201620,20355,A
14301,201710,18173,A
14301,201620,21587,A
14301,201510,20487,A
14301,201810,13006,A
14301,201710,13147,A-
14301,201510,14225,B-
14301,201620,23260,A-
14301,201520,21900,A
14301,201610,20652,A
14301,201510,15988,A
14301,201710,12137,A
14301,201720,29753,A
14301,201820,21036,A
14301,201820,23710,A
14301,201810,10782,A
14301,201520,21897,B
14301,201520,30321,A
14301,201510,15869,B
14301,201720,29738,A
14301,201600,3399,S
14301,201620,21134,A
14301,201710,21004,A
14301,201720,24864,A-
14301,201720,21101,A
14301,201610,11579,A
14301,201520,21538,B
14301,201720,23371,S
63138,201510,11489,A-
63138,201720,25661,A
63138,201520,30311,A
63138,201610,11205,A
63138,201620,22943,A
63138,201610,13886,A
63138,201510,14225,A
63138,201520,22098,A-
63138,201710,11648,A
63138,201720,27001,A
63138,201610,10379,S
63138,201520,24047,A
63138,201810,20028,P
63138,201620,23461,A
63138,201720,30732,A
63138,201520,20046,A-
63138,201710,11553,A
63138,201620,24794,A-
63138,201710,11187,A
63138,201720,23625,A
63138,201720,20186,A
63138,201520,21316,A
63138,201820,23310,A
63138,201610,12491,A-
63138,201620,22361,A
63138,201720,20911,A
63138,201820,23791,A
63138,201820,25104,A
63138,201620,22467,A-
63138,201520,20187,A
63138,201710,13926,A
63138,201510,11726,A
63138,201620,22360,A
63138,201610,20449,A-
63138,201820,27714,A
63138,201820,72541,A-
63138,201710,13588,A
63138,201710,14873,A
63138,201720,22600,A
63138,201810,13460,A
63138,201520,23529,A
63138,201710,14041,A
63138,201820,22396,A
63138,201610,12492,A
63138,201510,14132,A
63138,201610,11087,A-
63138,201620,26326,A
63138,201810,19946,A-
63138,201820,31150,A
63138,201620,20572,B
63138,201510,20428,A
63138,201520,27835,A
63138,201610,18283,A
63138,201720,23371,S
63138,201810,16750,A
63138,201510,18037,A
63138,201810,11559,A
63138,201720,21912,S
63138,201810,14188,A
63138,201610,10075,A
51298,201620,22034,B
51298,201520,29742,B
51298,201510,12309,B+
51298,201510,12212,A-
51298,201520,23676,B+
51298,201520,20424,B-
51298,201520,26444,A-
51298,201510,12527,A
51298,201810,11323,B
51298,201810,17268,A
51298,201520,20859,B
51298,201820,27824,A-
51298,201810,19480,A
51298,201710,10132,A-
51298,201610,12146,B
51298,201810,14525,A
51298,201620,21595,A
51298,201620,29418,A
51298,201510,10558,A-
51298,201710,11181,B
51298,201710,17152,B
51298,201710,10853,B
51298,201620,21204,A
51298,201620,29419,A
51298,201710,16566,A-
51298,201510,20451,A
51298,201510,13328,B-
51298,201720,20014,A-
51298,201710,20470,A
51298,201720,20333,B
51298,201610,20559,B
51298,201720,30625,A
51298,201820,21582,A
51298,201820,25378,A
51298,201520,30358,A
51298,201610,13970,B
51298,201610,13123,A-
51298,201720,20201,B+
