egoid,grade,course,AcademicPeriod
51298,4.0,14525,201810
51298,3.7,16566,201710
51298,3.0,17152,201710
51298,4.0,17268,201810
51298,4.0,19480,201810
51298,3.7,13123,201610
51298,3.7,20014,201720
51437,3.7,21897,201520
51437,4.0,21663,201720
51437,3.7,21662,201720
51437,4.0,21405,201820
51437,3.7,20906,201620
51437,4.0,21318,201620
51437,4.0,21036,201820
51437,3.3,20513,201610
51437,4.0,21899,201520
51437,3.7,21334,201620
51437,3.7,22014,201520
51437,4.0,30288,201520
51437,4.0,22156,201720
51437,4.0,22157,201720
51437,4.0,23067,201520
51437,3.7,23260,201620
51437,4.0,23265,201620
51437,4.0,23711,201820
51437,3.0,27491,201520
51437,4.0,29690,201520
51437,3.7,31031,201820
51437,3.7,20478,201620
51437,3.7,22152,201720
51437,4.0,20463,201510
51437,3.7,11489,201510
51437,3.3,20179,201710
51437,4.0,10091,201510
51437,4.0,20355,201620
51437,4.0,10782,201810
51437,3.7,11083,201710
51437,3.7,11268,201710
51437,4.0,11269,201710
51437,3.7,11577,201610
51437,4.0,11579,201610
51437,3.7,11651,201510
51437,4.0,12551,201710
51437,4.0,13006,201810
51437,3.3,10676,201510
51437,3.7,13097,201810
51437,4.0,13096,201810
51437,3.7,19522,201510
51437,3.7,14887,201610
51437,4.0,14064,201810
51437,4.0,13740,201710
51437,4.0,19893,201810
51437,3.7,13477,201610
51437,3.7,13471,201610
51437,3.7,13327,201510
51437,4.0,13622,201710
51475,4.0,21538,201520
51475,3.7,23711,201820
51475,4.0,21616,201620
51475,3.3,21686,201520
51475,4.0,21841,201620
51475,4.0,22466,201620
51475,3.3,23067,201520
51475,4.0,23262,201620
51475,3.7,23460,201620
51475,4.0,23818,201620
51475,3.7,26942,201720
51475,4.0,26045,201520
51475,4.0,26063,201820
51475,4.0,26872,201520
51475,4.0,26997,201720
51475,4.0,27729,201820
51475,3.0,29561,201720
51475,4.0,29756,201720
51475,4.0,30258,201820
51475,4.0,20572,201620
51475,4.0,23937,201720
51475,4.0,20420,201510
51475,4.0,30295,201520
51475,4.0,20020,201710
51475,3.3,10025,201510
51475,3.7,11024,201510
51475,4.0,11083,201710
51475,4.0,11087,201610
51475,4.0,11147,201610
51475,3.7,11344,201610
51475,4.0,12204,201510
51475,4.0,12551,201510
51475,3.0,13327,201510
51475,4.0,13473,201610
51475,4.0,20144,201610
51475,4.0,14529,201710
51475,4.0,14806,201610
51475,4.0,15112,201810
51475,4.0,16263,201810
51475,4.0,18070,201710
51475,4.0,19738,201710
51475,3.7,19819,201810
51475,4.0,19925,201810
51475,3.7,20013,201710
51475,4.0,13773,201810
51495,3.3,22338,201720
51495,4.0,22035,201620
51495,4.0,21743,201620
51495,4.0,21021,201710
51495,3.3,21343,201520
51495,4.0,21073,201720
51495,3.7,22484,201720
51495,4.0,21363,201720
51495,3.7,23535,201720
51495,4.0,27439,201520
51495,3.7,24064,201620
51495,4.0,25303,201820
51495,4.0,26449,201520
51495,4.0,27749,201820
51495,4.0,28170,201820
51495,4.0,29672,201720
51495,4.0,30256,201520
51495,4.0,30660,201820
51495,3.3,20571,201520
51495,3.7,23677,201520
51495,4.0,20438,201510
51495,4.0,19557,201510
51495,4.0,20216,201620
51495,3.7,10206,201610
51495,3.7,20253,201620
51495,4.0,10788,201610
51495,4.0,11675,201810
51495,4.0,11767,201710
51495,4.0,12142,201710
51495,4.0,12143,201710
51495,4.0,12144,201610
51495,4.0,12212,201510
51495,3.3,12432,201810
51495,3.7,10558,201510
51495,3.3,13328,201510
51495,4.0,13970,201610
51495,3.7,14759,201810
51495,4.0,14891,201610
51495,4.0,15998,201510
51495,4.0,16122,201710
51495,3.7,18950,201810
51495,4.0,19477,201810
51495,4.0,12442,201610
51723,2.7,26230,201520
51723,3.7,25602,201720
51723,3.7,31280,201820
51723,3.7,24553,201720
51723,3.7,23466,201520
51723,4.0,26310,201520
51723,3.3,24808,201620
51723,3.0,27054,201620
51723,3.7,30251,201820
51723,3.0,27446,201620
51723,4.0,27724,201720
51723,3.3,29859,201820
51723,4.0,30366,201520
51723,4.0,30488,201820
51723,3.3,30657,201720
51723,3.7,30952,201820
51723,2.3,20880,201620
51723,3.7,27362,201720
51723,3.0,20497,201520
51723,3.3,21568,201620
51723,3.7,19873,201610
51723,4.0,20413,201510
51723,3.0,10082,201610
51723,4.0,10977,201610
51723,1.7,11490,201510
51723,3.0,11623,201710
51723,4.0,11797,201610
51723,1.7,13328,201510
51723,3.0,14898,201610
51723,3.0,11530,201510
51723,3.7,16713,201710
51723,3.7,17358,201510
51723,3.0,18924,201810
51723,3.3,19723,201710
51723,3.3,19752,201810
51723,4.0,19772,201710
51723,4.0,19818,201810
51723,4.0,19856,201810
51723,2.3,16490,201710
51760,4.0,22326,201520
51760,4.0,22270,201720
51760,4.0,21433,201820
51760,3.7,21323,201620
51760,4.0,20465,201510
51760,4.0,21195,201520
51760,4.0,20536,201720
51760,3.7,22660,201720
51760,4.0,21204,201620
51760,4.0,23066,201520
51760,4.0,29726,201720
51760,4.0,23263,201620
51760,3.7,24026,201820
51760,4.0,24667,201520
51760,4.0,24887,201720
51760,4.0,25659,201520
51760,4.0,26031,201720
51760,4.0,26448,201520
51760,3.7,20308,201820
51760,4.0,30320,201820
51760,4.0,30356,201520
51760,4.0,23260,201620
51760,4.0,20014,201620
51760,4.0,20357,201620
51760,4.0,18036,201610
51760,4.0,18299,201710
51760,4.0,10886,201810
51760,4.0,11024,201510
51760,4.0,11087,201610
51760,4.0,11137,201810
51760,4.0,11138,201810
51760,4.0,11323,201810
51760,4.0,12142,201710
51760,4.0,12421,201510
51760,3.7,12509,201610
51760,4.0,11267,201610
51760,4.0,13328,201510
51760,4.0,13149,201710
51760,4.0,17696,201610
51760,4.0,16414,201810
51760,4.0,15080,201710
51760,3.3,14806,201610
51760,4.0,18034,201510
51760,4.0,13831,201710
51760,4.0,13630,201510
51760,4.0,13474,201610
51760,4.0,14399,201610
52123,4.0,24953,201720
52123,2.7,21457,201820
52123,3.3,21562,201720
52123,3.3,21820,201620
52123,3.7,22014,201520
52123,4.0,22454,201720
52123,3.7,22515,201620
52123,3.0,23575,201620
52123,2.7,24230,201620
52123,2.3,25241,201620
52123,3.7,21296,201520
52123,3.7,26064,201520
52123,1.7,28029,201820
52123,3.3,29150,201620
52123,3.3,29364,201720
52123,3.7,29814,201820
52123,3.0,29873,201520
52123,3.0,30240,201820
52123,4.0,30336,201520
52123,4.0,30874,201820
52123,2.7,31535,201820
52123,1.7,25327,201720
52123,4.0,20712,201520
52123,3.0,17806,201510
52123,4.0,20410,201510
52123,3.7,3999,201700
52123,3.7,12635,201510
52123,3.0,13071,201610
52123,2.3,13511,201610
52123,2.7,13675,201610
52123,3.3,13683,201610
52123,3.7,13735,201510
52123,3.7,14111,201810
52123,4.0,14776,201810
52123,4.0,15145,201510
52123,3.7,3958,201700
52123,4.0,16878,201810
52123,3.3,17051,201710
52123,3.3,20509,201710
52123,4.0,17846,201610
52123,4.0,19097,201810
52123,3.3,19186,201810
52123,3.0,19486,201510
52123,3.3,19834,201710
52123,3.0,20044,201710
52123,3.7,20118,201710
52123,4.0,16552,201810
52302,3.7,23020,201720
52302,4.0,22277,201720
52302,3.7,22192,201520
52302,3.0,20536,201720
52302,3.7,21423,201520
52302,3.7,21166,201720
52302,3.7,20906,201620
52302,3.7,23022,201720
52302,3.0,21593,201620
52302,3.7,23259,201620
52302,4.0,24928,201720
52302,3.3,24155,201820
52302,3.3,24416,201720
52302,4.0,24421,201620
52302,3.3,25904,201620
52302,4.0,28985,201520
52302,3.0,29117,201520
52302,3.7,30302,201520
52302,3.3,31524,201820
52302,3.7,20504,201520
52302,4.0,24085,201620
52302,3.0,20501,201710
52302,4.0,28291,201820
52302,3.7,20406,201510
52302,4.0,10088,201610
52302,3.0,20450,201610
52302,3.7,11039,201810
52302,3.0,11074,201710
52302,4.0,11084,201710
52302,3.3,11268,201710
52302,3.7,12711,201810
52302,3.0,13468,201610
52302,3.7,13821,201810
52302,3.0,14056,201610
52302,3.7,11018,201710
52302,2.3,14451,201810
52302,4.0,14225,201510
52302,3.3,19630,201510
52302,3.7,16493,201610
52302,4.0,15870,201510
52302,4.0,20163,201620
52302,3.3,15828,201810
52302,4.0,15174,201810
52302,3.3,14882,201710
52302,3.7,14611,201510
54435,3.0,22716,201720
54435,3.0,20633,201820
54435,3.3,21855,201520
54435,2.0,22126,201520
54435,4.0,22465,201620
54435,4.0,22517,201620
54435,3.7,22711,201720
54435,3.0,20572,201620
54435,3.0,22719,201720
54435,3.3,23306,201620
54435,2.3,23065,201520
54435,4.0,23272,201820
54435,3.7,23288,201820
54435,4.0,23817,201620
54435,4.0,24538,201820
54435,3.3,25184,201820
54435,3.3,26230,201520
54435,4.0,30332,201520
54435,3.3,22720,201720
54435,3.7,20450,201610
54435,3.7,19882,201610
54435,2.7,20184,201520
54435,4.0,20432,201510
54435,3.0,10147,201710
54435,3.0,11083,201710
54435,3.0,11087,201610
54435,3.0,11206,201610
54435,3.7,11254,201810
54435,3.7,11313,201710
54435,3.0,11335,201810
54435,3.3,11897,201510
54435,3.7,11309,201710
54435,3.7,12269,201510
54435,3.7,12207,201510
54435,3.7,15825,201710
54435,4.0,14930,201810
54435,2.3,13327,201510
54435,2.7,17609,201610
54435,3.3,12802,201510
54435,3.3,12697,201810
54435,3.7,13090,201810
54956,4.0,24320,201620
54956,4.0,21728,201520
54956,4.0,22215,201520
54956,4.0,22533,201720
54956,4.0,23310,201620
54956,4.0,23557,201520
54956,4.0,23731,201820
54956,4.0,25434,201820
54956,4.0,20837,201520
54956,4.0,26448,201620
54956,4.0,27052,201820
54956,4.0,31203,201720
54956,4.0,28343,201720
54956,4.0,29771,201620
54956,4.0,30282,201520
54956,3.7,30529,201820
54956,4.0,31165,201720
54956,4.0,25670,201520
54956,4.0,20421,201510
54956,4.0,28172,201720
54956,4.0,19790,201710
54956,4.0,3905,201600
54956,4.0,11374,201510
54956,4.0,11431,201610
54956,4.0,11677,201710
54956,4.0,11736,201610
54956,4.0,11754,201610
54956,4.0,14115,201710
54956,4.0,14179,201510
54956,4.0,14785,201810
54956,4.0,20053,201510
54956,4.0,15244,201510
54956,4.0,15649,201810
54956,4.0,15848,201810
54956,4.0,16305,201610
54956,4.0,16424,201710
54956,4.0,17145,201710
54956,4.0,18284,201510
54956,4.0,19789,201710
54956,4.0,15119,201810
57325,4.0,22587,201720
57325,4.0,22467,201620
57325,4.0,21901,201820
57325,4.0,21815,201820
57325,3.3,21615,201520
57325,4.0,21331,201520
57325,3.7,20935,201620
57325,4.0,21234,201620
57325,3.3,20967,201620
57325,4.0,23020,201820
57325,4.0,20805,201520
57325,4.0,20712,201720
57325,2.7,20572,201620
57325,3.0,21252,201720
57325,4.0,23059,201520
57325,4.0,23293,201720
57325,3.3,23260,201620
57325,4.0,23263,201620
57325,4.0,23760,201520
57325,3.0,23937,201720
57325,4.0,26875,201520
57325,3.3,29033,201520
57325,3.0,29561,201720
57325,4.0,20483,201510
57325,3.7,29738,201720
57325,4.0,29757,201720
57325,4.0,30330,201520
57325,4.0,31048,201820
57325,3.7,31552,201820
57325,4.0,31789,201820
57325,3.3,23066,201520
57325,3.7,20076,201820
57325,4.0,29736,201620
57325,4.0,20058,201620
57325,3.3,20062,201710
57325,4.0,3898,201700
57325,4.0,10568,201710
57325,4.0,10897,201610
57325,3.7,11087,201610
57325,4.0,11250,201710
57325,3.3,11339,201610
57325,4.0,11390,201810
57325,3.7,11536,201510
57325,4.0,11695,201610
57325,4.0,12104,201510
57325,4.0,12383,201610
57325,4.0,12915,201810
57325,4.0,13295,201610
57325,2.0,13328,201510
57325,3.7,11039,201810
57325,3.7,13474,201610
57325,3.0,13471,201610
57325,3.7,20015,201710
57325,2.3,20013,201710
57325,4.0,19522,201510
57325,3.7,19329,201810
57325,4.0,17883,201710
57325,4.0,19788,201810
57325,3.3,15778,201510
57325,3.0,15168,201510
57325,3.7,14594,201710
57325,4.0,14459,201610
57325,4.0,13995,201510
57325,3.7,16607,201810
57325,4.0,13522,201710
57359,4.0,23937,201720
57359,4.0,23265,201620
57359,4.0,23260,201620
57359,4.0,23065,201520
57359,4.0,22792,201620
57359,4.0,22278,201720
57359,4.0,24826,201720
57359,4.0,21900,201520
57359,4.0,22794,201520
57359,4.0,25105,201820
57359,4.0,29561,201720
57359,4.0,25370,201820
57359,4.0,25662,201720
57359,4.0,26327,201620
57359,4.0,27093,201620
57359,4.0,27836,201520
57359,4.0,29756,201720
57359,4.0,30352,201520
57359,3.7,30488,201820
57359,4.0,30681,201820
57359,4.0,21897,201520
57359,4.0,25198,201520
57359,4.0,21815,201820
57359,4.0,20468,201510
57359,4.0,21361,201710
57359,4.0,21587,201620
57359,4.0,10576,201610
57359,4.0,10676,201510
57359,4.0,10782,201810
57359,4.0,11431,201610
57359,4.0,11576,201610
57359,3.7,12052,201510
57359,4.0,12087,201510
57359,4.0,12809,201710
57359,3.3,12893,201510
57359,4.0,11579,201610
57359,4.0,13471,201610
57359,4.0,13473,201610
57359,4.0,13831,201810
57359,4.0,14778,201510
57359,4.0,15599,201710
57359,4.0,15776,201710
57359,4.0,15797,201810
57359,4.0,16445,201810
57359,4.0,20514,201610
57359,4.0,13327,201510
57359,4.0,21334,201620
57443,4.0,23756,201720
57443,4.0,23710,201820
57443,3.7,23497,201520
57443,3.7,23460,201620
57443,3.7,21307,201710
57443,3.3,23065,201520
57443,4.0,22662,201820
57443,3.7,22458,201620
57443,3.0,23937,201720
57443,4.0,23263,201620
57443,4.0,24387,201720
57443,3.7,30717,201820
57443,4.0,25112,201820
57443,4.0,25189,201520
57443,4.0,26335,201620
57443,3.7,26998,201620
57443,4.0,28203,201820
57443,4.0,29243,201520
57443,3.0,29561,201720
57443,4.0,29753,201720
57443,4.0,29758,201720
57443,4.0,30307,201520
57443,3.0,21098,201820
57443,4.0,24763,201620
57443,4.0,21096,201510
57443,3.3,26393,201620
57443,4.0,20572,201620
57443,4.0,10539,201810
57443,3.3,11087,201610
57443,4.0,11770,201710
57443,4.0,12137,201710
57443,3.7,13147,201710
57443,4.0,13473,201610
57443,4.0,14056,201610
57443,4.0,21053,201510
57443,2.3,14225,201510
57443,3.7,14614,201510
57443,3.3,14806,201610
57443,3.7,11147,201610
57443,4.0,15060,201710
57443,3.7,14891,201610
57443,2.7,20133,201520
57443,3.7,19043,201810
57443,4.0,18400,201610
57443,4.0,17608,201610
57443,4.0,20025,201810
57443,3.0,15761,201510
57443,4.0,15607,201810
57443,4.0,15381,201810
57443,4.0,15233,201810
57443,2.7,15869,201510
58682,1.7,21343,201520
58682,3.7,24232,201620
58682,4.0,21732,201520
58682,3.7,22142,201820
58682,3.3,22900,201620
58682,3.0,23567,201720
58682,4.0,23570,201720
58682,4.0,24052,201720
58682,3.3,25237,201620
58682,2.7,29244,201520
58682,3.3,25410,201820
58682,3.7,25906,201720
58682,3.0,26445,201520
58682,3.7,29192,201620
58682,3.7,29637,201720
58682,3.7,29843,201720
58682,3.7,29845,201820
58682,4.0,30332,201520
58682,2.7,20900,201620
58682,4.0,25303,201820
58682,4.0,20837,201520
58682,3.7,19666,201710
58682,3.7,11027,201610
58682,4.0,20397,201510
58682,3.3,10388,201510
58682,3.7,10557,201510
58682,4.0,10791,201710
58682,4.0,10798,201710
58682,3.3,11128,201610
58682,3.3,12211,201510
58682,2.7,13329,201510
58682,2.7,13934,201610
58682,3.3,13613,201610
58682,3.0,14866,201810
58682,3.0,15335,201610
58682,3.7,15433,201810
58682,3.7,15589,201810
58682,4.0,18070,201710
58682,4.0,18105,201710
58682,3.3,19488,201510
58682,3.7,19568,201810
58682,3.7,14786,201610
59097,3.7,22462,201820
59097,3.7,23840,201620
59097,3.7,22516,201620
59097,3.7,22014,201520
59097,3.3,20450,201610
59097,3.7,21388,201720
59097,4.0,21098,201510
59097,4.0,20512,201710
59097,3.7,25240,201620
59097,3.0,21828,201620
59097,3.7,25241,201520
59097,3.3,30573,201820
59097,4.0,25318,201620
59097,4.0,25882,201720
59097,4.0,29378,201520
59097,4.0,29626,201720
59097,4.0,29812,201720
59097,3.7,29854,201720
59097,4.0,30258,201520
59097,3.3,30414,201520
59097,4.0,30574,201820
59097,4.0,25289,201820
59097,4.0,20442,201710
59097,3.7,20191,201620
59097,3.3,3992,201600
59097,3.7,3991,201600
59097,3.3,11024,201510
59097,3.3,11129,201610
59097,4.0,11213,201710
59097,3.7,11315,201610
59097,4.0,11377,201510
59097,3.7,13262,201610
59097,3.7,14463,201810
59097,4.0,15154,201510
59097,4.0,15327,201610
59097,4.0,20257,201720
59097,3.3,16188,201810
59097,4.0,16190,201810
59097,3.7,16191,201810
59097,3.3,16218,201810
59097,4.0,16354,201810
59097,3.7,18755,201810
59097,3.0,19485,201510
59097,3.3,19626,201710
59097,3.7,19679,201710
59097,4.0,20031,201710
59097,4.0,15994,201510
59207,4.0,22932,201520
59207,2.7,22162,201520
59207,3.7,21765,201520
59207,4.0,20463,201710
59207,2.7,20559,201720
59207,3.3,20480,201820
59207,3.7,23259,201620
59207,3.7,21318,201820
59207,4.0,23655,201720
59207,2.7,26791,201720
59207,3.0,25659,201520
59207,3.0,25737,201620
59207,4.0,26444,201520
59207,3.3,26747,201720
59207,3.3,27000,201620
59207,4.0,30315,201520
59207,4.0,30381,201820
59207,3.7,30443,201820
59207,3.0,20451,201620
59207,3.3,24479,201620
59207,3.7,20435,201510
59207,2.7,16105,201810
59207,3.3,18715,201810
59207,3.7,3259,201700
59207,3.7,3260,201700
59207,2.7,10365,201610
59207,4.0,10822,201710
59207,3.7,20241,201710
59207,3.0,11169,201710
59207,3.7,11897,201510
59207,3.7,12079,201810
59207,3.0,12239,201510
59207,3.0,11157,201710
59207,3.7,14153,201510
59207,3.0,14188,201510
59207,4.0,14897,201610
59207,4.0,15174,201810
59207,3.0,16361,201610
59207,4.0,16362,201610
59207,3.3,17266,201710
59207,3.3,18036,201510
59207,2.7,13468,201610
60367,3.7,26520,201520
60367,4.0,25833,201520
60367,4.0,25244,201620
60367,4.0,25242,201520
60367,4.0,20451,201510
60367,4.0,21737,201520
60367,4.0,21039,201620
60367,4.0,20951,201520
60367,4.0,26805,201720
60367,3.7,22516,201620
60367,4.0,26973,201720
60367,3.7,20031,201710
60367,3.7,29642,201720
60367,4.0,29644,201720
60367,3.7,29812,201720
60367,3.7,29834,201720
60367,3.7,29840,201620
60367,3.7,30233,201620
60367,4.0,30264,201720
60367,4.0,30278,201520
60367,4.0,30952,201820
60367,4.0,31178,201820
60367,3.7,27019,201820
60367,3.7,19689,201710
60367,4.0,10792,201710
60367,3.0,19631,201510
60367,3.3,19684,201710
60367,3.7,2993,201600
60367,4.0,3685,201800
60367,3.3,11191,201610
60367,3.7,11396,201810
60367,3.7,12105,201610
60367,3.0,12433,201610
60367,4.0,12635,201510
60367,3.7,13828,201610
60367,3.3,14716,201510
60367,3.7,15327,201610
60367,3.7,1489,201600
60367,3.7,15726,201510
60367,2.0,15869,201510
60367,3.3,16193,201810
60367,3.3,16862,201810
60367,4.0,17609,201710
60367,4.0,17846,201610
60367,4.0,18753,201810
60367,4.0,18755,201810
60367,3.3,18757,201810
60367,4.0,15672,201810
60367,3.3,19626,201710
60493,2.3,23676,201520
60493,3.0,23460,201620
60493,4.0,23410,201820
60493,4.0,23261,201620
60493,3.0,21566,201520
60493,3.7,22465,201620
60493,4.0,21729,201520
60493,4.0,25112,201820
60493,4.0,21307,201710
60493,2.7,23066,201520
60493,3.7,25719,201720
60493,4.0,27729,201820
60493,4.0,26203,201720
60493,3.7,26942,201720
60493,3.3,27021,201620
60493,3.0,29561,201720
60493,4.0,29763,201720
60493,3.7,30231,201720
60493,4.0,30282,201520
60493,4.0,30983,201820
60493,4.0,21007,201710
60493,4.0,31028,201720
60493,4.0,25723,201820
60493,3.7,20861,201820
60493,3.0,29774,201620
60493,4.0,20417,201510
60493,2.7,20572,201620
60493,3.7,10758,201810
60493,4.0,10818,201810
60493,3.0,11024,201510
60493,3.0,11087,201610
60493,1.7,11490,201510
60493,3.7,11576,201810
60493,3.7,11770,201710
60493,3.0,11789,201610
60493,2.7,12369,201510
60493,3.7,12507,201610
60493,4.0,10539,201810
60493,2.7,13471,201610
60493,4.0,13472,201610
60493,3.0,14056,201610
60493,2.3,14078,201510
60493,4.0,14729,201810
60493,4.0,15234,201810
60493,4.0,15948,201810
60493,3.3,15986,201510
60493,4.0,16469,201810
60493,3.3,17609,201610
60493,3.3,13147,201710
61028,4.0,21318,201820
61028,2.3,20859,201520
61028,3.0,20659,201720
61028,4.0,20111,201720
61028,3.0,20559,201720
61028,3.3,20451,201620
61028,4.0,20430,201510
61028,3.3,21424,201720
61028,3.7,20571,201520
61028,1.7,23259,201620
61028,3.3,25206,201620
61028,3.7,23563,201520
61028,3.0,24163,201520
61028,3.7,24376,201620
61028,3.7,25289,201820
61028,3.3,26440,201520
61028,4.0,26792,201720
61028,3.3,27082,201620
61028,3.7,30258,201520
61028,4.0,30443,201820
61028,3.7,23410,201820
61028,3.7,19550,201710
61028,4.0,18258,201710
61028,3.7,18033,201510
61028,3.7,18866,201810
61028,4.0,3694,201600
61028,4.0,3697,201600
61028,2.7,10365,201610
61028,2.0,10496,201610
61028,3.3,10641,201510
61028,3.3,10925,201610
61028,3.0,11112,201810
61028,3.7,11113,201810
61028,3.0,10784,201710
61028,2.7,11237,201610
61028,2.0,11169,201710
61028,4.0,15994,201510
61028,3.3,15877,201510
61028,4.0,15412,201810
61028,3.0,17267,201710
61028,2.7,13468,201610
61028,3.3,13327,201510
61028,4.0,11724,201810
61028,3.0,14630,201710
62246,3.7,23924,201620
62246,4.0,20649,201620
62246,3.7,20859,201520
62246,4.0,21743,201620
62246,3.7,21765,201520
62246,3.7,30660,201820
62246,4.0,22192,201520
62246,4.0,22532,201620
62246,4.0,25196,201820
62246,3.7,20420,201820
62246,3.7,27235,201820
62246,3.7,27976,201720
62246,3.3,27979,201720
62246,4.0,27980,201720
62246,4.0,27981,201720
62246,4.0,27982,201720
62246,3.7,30068,201520
62246,4.0,30315,201720
62246,4.0,30343,201520
62246,4.0,26447,201520
62246,4.0,20414,201810
62246,3.3,12442,201610
62246,4.0,20216,201620
62246,4.0,20398,201510
62246,3.7,10004,201710
62246,4.0,10007,201710
62246,3.7,10126,201810
62246,4.0,10206,201610
62246,4.0,10788,201610
62246,3.7,11676,201810
62246,4.0,11755,201710
62246,4.0,11756,201710
62246,3.7,10693,201510
62246,3.7,11904,201510
62246,4.0,11758,201710
62246,3.7,17327,201610
62246,4.0,16811,201810
62246,4.0,13970,201610
62246,4.0,18033,201510
62246,3.7,12432,201810
62246,4.0,12214,201510
62246,4.0,12146,201610
62246,3.3,13329,201510
62617,4.0,24318,201620
62617,4.0,22458,201620
62617,4.0,23265,201620
62617,4.0,23416,201820
62617,3.7,23460,201620
62617,4.0,23531,201720
62617,3.3,23673,201520
62617,3.7,23710,201820
62617,4.0,23994,201720
62617,4.0,24826,201720
62617,4.0,30332,201520
62617,4.0,25059,201820
62617,4.0,25844,201520
62617,3.7,26393,201620
62617,4.0,26998,201620
62617,4.0,27518,201620
62617,4.0,27909,201820
62617,3.3,29561,201720
62617,4.0,29759,201720
62617,3.7,29935,201520
62617,4.0,21855,201520
62617,4.0,24988,201720
62617,4.0,21166,201720
62617,3.3,23066,201520
62617,4.0,20424,201510
62617,3.0,20572,201620
62617,4.0,11039,201810
62617,3.3,11087,201610
62617,4.0,11431,201610
62617,4.0,12204,201510
62617,3.7,12507,201610
62617,4.0,12809,201710
62617,3.0,13327,201510
62617,4.0,13446,201810
62617,2.7,13470,201610
62617,4.0,13472,201610
62617,4.0,12802,201510
62617,4.0,14450,201610
62617,3.7,14532,201610
62617,4.0,14925,201810
62617,4.0,14931,201810
62617,4.0,15599,201710
62617,4.0,15776,201710
62617,4.0,17358,201510
62617,3.7,18285,201510
62617,4.0,14064,201810
62617,4.0,18591,201710
63138,4.0,23461,201620
63138,4.0,23310,201820
63138,4.0,22943,201620
63138,4.0,22600,201720
63138,3.7,22467,201620
63138,3.7,22098,201520
63138,4.0,22361,201620
63138,4.0,22360,201620
63138,4.0,21316,201520
63138,4.0,20911,201720
63138,4.0,23529,201520
63138,4.0,22396,201820
63138,4.0,23625,201720
63138,4.0,30311,201520
63138,4.0,24047,201520
63138,3.7,24794,201620
63138,4.0,25104,201820
63138,4.0,25661,201720
63138,4.0,26326,201620
63138,3.7,72541,201820
63138,4.0,27001,201720
63138,4.0,27714,201820
63138,4.0,27835,201520
63138,4.0,30732,201720
63138,4.0,31150,201820
63138,3.0,20572,201620
63138,4.0,23791,201820
63138,3.7,20449,201610
63138,4.0,11559,201810
63138,4.0,20187,201520
63138,4.0,20428,201510
63138,4.0,10075,201610
63138,3.7,11087,201610
63138,4.0,11187,201710
63138,4.0,11205,201610
63138,3.7,11489,201510
63138,4.0,11553,201710
63138,4.0,11726,201510
63138,3.7,12491,201610
63138,4.0,12492,201610
63138,4.0,13460,201810
63138,4.0,13588,201710
63138,4.0,11648,201710
63138,4.0,13926,201710
63138,4.0,13886,201610
63138,3.7,20046,201520
63138,3.7,19946,201810
63138,4.0,18283,201610
63138,4.0,18037,201510
63138,4.0,16750,201810
63138,4.0,20186,201720
63138,4.0,14225,201510
63138,4.0,14188,201810
63138,4.0,14132,201510
63138,4.0,14041,201710
63138,4.0,14873,201710
63347,4.0,22130,201520
63347,4.0,22098,201520
63347,3.7,21902,201520
63347,4.0,21901,201820
63347,4.0,21897,201520
63347,4.0,20790,201620
63347,4.0,20911,201720
63347,3.7,20701,201520
63347,4.0,20613,201610
63347,4.0,20456,201510
63347,4.0,21568,201720
63347,3.7,22360,201620
63347,4.0,30271,201520
63347,3.7,22397,201820
63347,4.0,22641,201520
63347,3.3,22844,201820
63347,4.0,22943,201620
63347,4.0,23817,201620
63347,4.0,24535,201720
63347,4.0,25952,201620
63347,4.0,26198,201720
63347,4.0,27001,201720
63347,4.0,29567,201720
63347,4.0,30124,201820
63347,4.0,22362,201620
63347,4.0,20043,201620
63347,3.7,20186,201720
63347,3.7,19946,201810
63347,4.0,20028,201810
63347,4.0,10025,201710
63347,4.0,10069,201610
63347,4.0,10676,201510
63347,3.7,10693,201510
63347,4.0,10792,201810
63347,4.0,11083,201710
63347,4.0,11187,201710
63347,3.7,11559,201810
63347,3.7,11778,201610
63347,4.0,11932,201510
63347,3.7,12178,201610
63347,3.7,11123,201810
63347,4.0,12493,201610
63347,4.0,16445,201810
63347,4.0,12491,201610
63347,4.0,16179,201710
63347,4.0,15230,201510
63347,4.0,14873,201710
63347,4.0,14594,201710
63347,4.0,14703,201810
63347,4.0,14078,201510
63347,4.0,14061,201810
63347,4.0,13886,201610
63347,4.0,13328,201510
63347,4.0,14529,201710
63419,2.3,22126,201520
63419,4.0,23023,201720
63419,3.7,23020,201720
63419,3.3,22905,201620
63419,3.7,21898,201520
63419,3.3,20184,201520
63419,4.0,20621,201710
63419,4.0,20417,201620
63419,4.0,20411,201510
63419,3.7,23063,201720
63419,2.0,21897,201520
63419,3.0,23710,201820
63419,4.0,31289,201820
63419,3.7,24793,201620
63419,4.0,24925,201620
63419,4.0,25322,201520
63419,4.0,25509,201820
63419,3.3,25719,201720
63419,4.0,26068,201720
63419,4.0,26203,201720
63419,3.0,27021,201620
63419,4.0,29670,201520
63419,4.0,30297,201520
63419,3.0,20043,201620
63419,3.0,23711,201820
63419,3.7,19724,201810
63419,3.7,30259,201720
63419,3.0,17611,201610
63419,3.0,19035,201810
63419,3.7,3989,201600
63419,3.0,3990,201600
63419,4.0,10125,201810
63419,4.0,10129,201710
63419,4.0,10134,201610
63419,4.0,10148,201510
63419,2.7,10784,201710
