egoid,grade,course,AcademicPeriod
27306,4.0,13414,201810
27306,3.7,12505,201610
27306,3.0,12205,201510
27306,4.0,12088,201710
27306,4.0,14108,201710
28327,3.7,22715,201720
28327,3.3,20633,201820
28327,4.0,20874,201720
28327,3.0,20937,201520
28327,4.0,21413,201710
28327,3.3,21437,201710
28327,3.7,21625,201620
28327,3.3,22511,201820
28327,3.7,22719,201720
28327,3.3,25307,201620
28327,3.7,23352,201720
28327,3.3,23616,201620
28327,3.3,23879,201620
28327,3.0,24422,201820
28327,3.7,26242,201820
28327,3.3,27228,201520
28327,4.0,28985,201520
28327,3.7,29492,201720
28327,4.0,30263,201520
28327,4.0,23286,201820
28327,4.0,20469,201510
28327,3.7,20458,201520
28327,4.0,20056,201510
28327,3.7,10141,201810
28327,4.0,11253,201810
28327,3.7,11336,201810
28327,4.0,11887,201710
28327,4.0,11888,201710
28327,3.3,11937,201510
28327,1.7,12122,201610
28327,3.7,12174,201610
28327,3.7,12697,201810
28327,4.0,20187,201520
28327,4.0,13359,201710
28327,4.0,13879,201510
28327,4.0,14051,201510
28327,3.3,14368,201610
28327,4.0,14930,201810
28327,3.7,15785,201510
28327,3.3,16309,201610
28327,4.0,20053,201610
28327,3.7,13088,201810
28653,3.0,24234,201620
28653,2.3,22725,201720
28653,4.0,21097,201510
28653,1.7,20509,201710
28653,3.7,20747,201520
28653,3.0,20511,201710
28653,3.7,24907,201620
28653,4.0,20504,201520
28653,3.7,20919,201520
28653,3.7,25241,201520
28653,3.7,29622,201720
28653,4.0,27076,201720
28653,3.3,27208,201820
28653,4.0,29626,201720
28653,3.7,29627,201720
28653,4.0,29644,201720
28653,3.7,29844,201720
28653,4.0,30306,201520
28653,3.3,20348,201520
28653,4.0,30481,201620
28653,4.0,26078,201820
28653,3.3,30388,201620
28653,3.0,20191,201610
28653,3.7,19691,201710
28653,2.7,19695,201710
28653,3.7,1489,201600
28653,4.0,2993,201600
28653,4.0,3526,201700
28653,3.3,10925,201610
28653,4.0,11377,201510
28653,3.7,12193,201610
28653,4.0,12473,201810
28653,4.0,12485,201810
28653,4.0,12895,201510
28653,3.3,12105,201610
28653,4.0,15154,201510
28653,3.7,13121,201610
28653,3.0,19640,201710
28653,3.3,19486,201510
28653,3.7,19150,201810
28653,3.0,19670,201710
28653,4.0,16427,201610
28653,3.3,16193,201810
28653,4.0,15994,201510
28653,3.3,18758,201810
28820,1.7,22338,201720
28820,3.7,20944,201820
28820,2.0,21070,201620
28820,3.0,21073,201720
28820,3.0,21144,201510
28820,3.3,21287,201820
28820,1.0,21765,201520
28820,1.7,22130,201520
28820,2.7,23674,201520
28820,4.0,30760,201720
28820,4.0,27239,201820
28820,2.3,29096,201620
28820,3.3,29117,201520
28820,3.0,29844,201620
28820,3.7,30331,201520
28820,4.0,30336,201720
28820,3.7,30616,201720
28820,3.7,30661,201820
28820,3.7,30662,201820
28820,1.7,23840,201520
28820,2.7,20253,201620
28820,3.0,20649,201620
28820,3.3,20172,201720
28820,2.0,20197,201720
28820,4.0,10007,201710
28820,3.7,10019,201710
28820,2.7,10206,201610
28820,3.7,10755,201710
28820,3.0,11673,201810
28820,2.3,11675,201810
28820,2.0,11755,201710
28820,2.0,12384,201510
28820,2.3,12432,201810
28820,0.0,10788,201610
28820,3.7,13122,201610
28820,1.7,13328,201510
28820,3.0,14078,201510
28820,1.0,14280,201610
28820,2.7,15997,201510
28820,4.0,17118,201710
28820,3.3,18033,201510
28820,3.3,18872,201810
28820,3.0,19476,201810
28820,1.7,12442,201610
29257,4.0,22932,201520
29257,3.7,22018,201620
29257,4.0,22016,201620
29257,3.3,21831,201620
29257,4.0,20409,201510
29257,4.0,21765,201520
29257,3.0,21379,201820
29257,4.0,21253,201720
29257,4.0,23593,201620
29257,3.7,21824,201620
29257,3.7,23914,201720
29257,4.0,30516,201520
29257,4.0,25241,201520
29257,4.0,25252,201820
29257,3.3,25307,201820
29257,3.0,25374,201720
29257,3.7,29836,201720
29257,4.0,29851,201720
29257,3.0,29983,201520
29257,4.0,30121,201720
29257,3.7,30515,201520
29257,2.7,20361,201620
29257,3.3,24401,201620
29257,4.0,20325,201820
29257,4.0,30338,201520
29257,3.3,20210,201620
29257,3.0,10149,201710
29257,3.0,10697,201510
29257,3.3,11178,201710
29257,3.7,11271,201710
29257,3.7,11733,201510
29257,3.7,11734,201510
29257,4.0,11930,201710
29257,2.7,11931,201610
29257,3.0,12434,201710
29257,3.7,12718,201810
29257,3.0,13262,201610
29257,4.0,20218,201510
29257,3.0,13329,201510
29257,3.7,13276,201710
29257,3.7,20172,201610
29257,4.0,19450,201510
29257,4.0,19423,201810
29257,3.0,19078,201810
29257,4.0,20171,201610
29257,3.3,15630,201810
29257,3.7,15318,201610
29257,3.3,15316,201610
29257,3.7,13935,201610
29257,4.0,16856,201810
29718,4.0,20844,201820
29718,3.7,23831,201520
29718,3.7,21835,201620
29718,4.0,22162,201720
29718,4.0,23189,201720
29718,3.3,23214,201520
29718,4.0,23626,201820
29718,4.0,23647,201820
29718,4.0,25243,201520
29718,4.0,26712,201720
29718,4.0,25368,201820
29718,4.0,25467,201620
29718,4.0,25525,201620
29718,4.0,26473,201720
29718,3.7,26998,201620
29718,3.7,28304,201720
29718,4.0,29945,201520
29718,4.0,30270,201520
29718,3.7,20517,201520
29718,4.0,25312,201620
29718,4.0,31750,201820
29718,3.7,20029,201620
29718,4.0,20007,201610
29718,4.0,20460,201510
29718,3.7,10095,201510
29718,3.7,10148,201710
29718,4.0,11432,201610
29718,3.7,11490,201510
29718,4.0,13060,201810
29718,4.0,13443,201810
29718,4.0,13446,201810
29718,4.0,13770,201810
29718,4.0,11742,201610
29718,2.7,14225,201510
29718,4.0,14880,201810
29718,4.0,14933,201610
29718,4.0,15939,201710
29718,3.7,16303,201810
29718,4.0,16329,201710
29718,4.0,16424,201710
29718,3.7,19554,201510
29718,4.0,14140,201710
29718,3.0,19843,201510
29792,3.0,23831,201520
29792,2.7,22159,201520
29792,2.3,22018,201620
29792,2.3,22016,201620
29792,4.0,21247,201610
29792,4.0,21739,201520
29792,3.3,21434,201820
29792,3.0,20466,201710
29792,3.0,24474,201720
29792,2.3,21765,201520
29792,3.3,24662,201720
29792,3.0,30465,201820
29792,4.0,24884,201620
29792,4.0,25346,201620
29792,3.0,25390,201820
29792,3.0,25957,201720
29792,3.0,26172,201620
29792,4.0,26834,201720
29792,3.7,30516,201520
29792,4.0,30463,201820
29792,2.7,30515,201520
29792,4.0,20453,201610
29792,3.3,24865,201820
29792,3.7,20416,201510
29792,4.0,30298,201520
29792,2.7,20210,201620
29792,3.0,10067,201810
29792,2.0,10149,201710
29792,2.3,11178,201710
29792,4.0,11213,201810
29792,3.0,11271,201710
29792,3.0,11733,201510
29792,3.0,11734,201510
29792,3.0,11931,201610
29792,3.3,12452,201510
29792,3.7,13971,201610
29792,4.0,10108,201710
29792,3.3,14225,201510
29792,4.0,14140,201810
29792,3.7,20172,201610
29792,3.3,20171,201610
29792,3.3,19627,201510
29792,3.3,19420,201810
29792,4.0,20345,201720
29792,3.0,17274,201710
29792,3.0,15871,201510
29792,4.0,15504,201810
29792,3.7,14278,201610
29792,4.0,18732,201810
29885,3.7,20622,201710
29885,3.7,23050,201820
29885,2.3,23065,201520
29885,3.3,23299,201620
29885,3.7,23310,201620
29885,3.7,23619,201620
29885,3.3,25330,201720
29885,4.0,25513,201720
29885,4.0,27336,201720
29885,3.7,26026,201520
29885,3.7,29424,201720
29885,3.7,29463,201520
29885,3.3,29990,201720
29885,4.0,30284,201520
29885,2.7,30333,201820
29885,4.0,30914,201820
29885,4.0,20408,201510
29885,3.7,25833,201520
29885,3.7,29514,201620
29885,3.3,20390,201620
29885,3.7,20092,201520
29885,3.0,20327,201710
29885,4.0,10088,201610
29885,3.0,11264,201610
29885,3.3,11433,201610
29885,4.0,11549,201810
29885,3.3,11809,201610
29885,3.7,11896,201510
29885,2.3,13329,201510
29885,3.0,11490,201510
29885,4.0,15578,201810
29885,2.7,15871,201510
29885,4.0,16084,201710
29885,3.3,16302,201810
29885,3.3,17610,201610
29885,4.0,17752,201710
29885,3.7,19364,201810
29885,4.0,14547,201710
29885,3.0,19485,201510
30152,4.0,23616,201820
30152,3.3,23460,201620
30152,4.0,23263,201620
30152,4.0,22812,201820
30152,4.0,21166,201720
30152,3.0,21538,201520
30152,4.0,21307,201710
30152,4.0,21022,201710
30152,3.7,23649,201820
30152,3.7,22459,201620
30152,4.0,24001,201720
30152,3.7,29937,201820
30152,4.0,25835,201520
30152,4.0,26204,201720
30152,3.7,26393,201620
30152,4.0,27021,201620
30152,4.0,29516,201520
30152,2.7,29561,201720
30152,4.0,29568,201720
30152,3.7,29762,201720
30152,4.0,30255,201520
30152,4.0,31028,201720
30152,4.0,31289,201820
30152,4.0,24325,201620
30152,4.0,20463,201510
30152,4.0,20572,201620
30152,3.7,20025,201820
30152,3.7,20184,201520
30152,3.3,11087,201610
30152,3.7,11770,201710
30152,4.0,12204,201510
30152,4.0,12506,201610
30152,3.7,12761,201510
30152,3.3,13147,201710
30152,3.0,13329,201510
30152,4.0,13423,201810
30152,1.7,13470,201610
30152,4.0,13477,201610
30152,4.0,2311,201600
30152,3.3,14064,201810
30152,4.0,13829,201810
30152,4.0,17611,201610
30152,2.7,17427,201510
30152,4.0,17279,201810
30152,4.0,16470,201810
30152,3.0,19623,201510
30152,4.0,14729,201810
30152,4.0,14500,201810
30152,4.0,14418,201610
30152,3.7,14277,201610
30152,4.0,16122,201710
30453,4.0,22514,201820
30453,4.0,20219,201720
30453,4.0,20430,201510
30453,3.7,21039,201620
30453,4.0,21398,201720
30453,4.0,21682,201520
30453,3.7,21825,201620
30453,4.0,21855,201520
30453,3.3,22178,201520
30453,4.0,23410,201820
30453,3.3,27491,201520
30453,3.0,25241,201520
30453,4.0,25247,201820
30453,3.7,25304,201720
30453,4.0,27054,201620
30453,4.0,29814,201720
30453,4.0,29842,201720
30453,4.0,30308,201520
30453,4.0,30671,201720
30453,4.0,31077,201820
30453,3.0,23575,201620
30453,3.7,20115,201620
30453,4.0,19895,201810
30453,3.7,19899,201810
30453,4.0,20085,201720
30453,4.0,2140,201800
30453,4.0,2899,201800
30453,4.0,10085,201610
30453,4.0,10357,201710
30453,3.3,10358,201710
30453,3.0,11133,201610
30453,4.0,11804,201710
30453,4.0,12078,201810
30453,3.7,12116,201610
30453,3.3,10914,201510
30453,3.0,13521,201610
30453,2.3,12888,201510
30453,3.3,19488,201510
30453,3.7,16565,201810
30453,4.0,16220,201510
30453,4.0,19669,201710
30453,3.7,15326,201610
30453,4.0,14578,201710
30453,2.3,14051,201510
30453,3.0,15335,201610
31045,4.0,21098,201720
31045,4.0,20392,201510
31045,3.0,20453,201620
31045,4.0,20723,201620
31045,4.0,20731,201620
31045,3.7,20880,201520
31045,3.7,20900,201620
31045,4.0,21030,201520
31045,3.0,21321,201520
31045,4.0,20305,201520
31045,4.0,23037,201720
31045,4.0,23913,201720
31045,4.0,24889,201720
31045,4.0,25252,201820
31045,4.0,27624,201820
31045,4.0,28263,201820
31045,4.0,29843,201720
31045,4.0,30304,201520
31045,4.0,30310,201820
31045,3.3,22902,201620
31045,3.7,20025,201510
31045,3.3,29637,201720
31045,3.3,19663,201710
31045,3.7,3914,201700
31045,4.0,10109,201710
31045,4.0,19747,201610
31045,2.0,11240,201710
31045,3.3,11324,201610
31045,3.3,11326,201610
31045,2.7,11382,201510
31045,4.0,11509,201710
31045,3.7,11638,201610
31045,4.0,3909,201700
31045,3.7,13070,201610
31045,4.0,13613,201610
31045,4.0,14863,201810
31045,3.3,15734,201510
31045,3.7,16213,201810
31045,4.0,16856,201810
31045,4.0,19078,201810
31045,4.0,19540,201510
31045,4.0,19624,201510
31045,4.0,12090,201610
31294,3.7,23460,201620
31294,4.0,23264,201620
31294,4.0,23066,201520
31294,4.0,21241,201620
31294,4.0,22278,201720
31294,4.0,21566,201520
31294,4.0,23866,201620
31294,4.0,22463,201620
31294,4.0,23937,201720
31294,3.0,29561,201720
31294,3.7,24764,201620
31294,4.0,27279,201520
31294,4.0,29243,201520
31294,4.0,29757,201720
31294,4.0,30324,201520
31294,4.0,30492,201820
31294,4.0,30520,201820
31294,4.0,31360,201820
31294,3.7,20572,201620
31294,3.7,24385,201720
31294,4.0,20512,201610
31294,4.0,20452,201510
31294,3.3,20184,201520
31294,4.0,12505,201610
31294,4.0,12809,201710
31294,3.7,13327,201510
31294,4.0,13476,201610
31294,4.0,13821,201810
31294,4.0,14056,201610
31294,4.0,14188,201810
31294,4.0,14395,201610
31294,4.0,14715,201510
31294,4.0,11087,201610
31294,4.0,14806,201610
31294,4.0,15265,201710
31294,4.0,15402,201710
31294,4.0,15599,201710
31294,4.0,15621,201510
31294,4.0,15869,201510
31294,4.0,15988,201510
31294,4.0,17216,201810
31294,4.0,20138,201820
31294,4.0,14777,201810
32423,3.0,26420,201720
32423,4.0,24865,201820
32423,3.3,22018,201620
32423,3.0,20791,201820
32423,2.0,21765,201520
32423,2.3,21726,201520
32423,4.0,26472,201520
32423,3.7,22016,201620
32423,4.0,26542,201720
32423,2.0,29843,201620
32423,4.0,28369,201820
32423,4.0,28573,201720
32423,4.0,28940,201520
32423,4.0,30279,201520
32423,3.0,30515,201520
32423,4.0,30516,201520
32423,2.0,30647,201820
32423,4.0,30928,201720
32423,4.0,20394,201510
32423,4.0,27976,201720
32423,3.3,20210,201620
32423,4.0,20171,201610
32423,4.0,11213,201810
32423,3.3,20172,201610
32423,2.7,10149,201710
32423,3.3,10697,201510
32423,3.7,10802,201710
32423,3.0,11178,201710
32423,4.0,11209,201810
32423,1.7,11271,201710
32423,4.0,11662,201810
32423,3.3,11734,201510
32423,3.3,11733,201510
32423,3.7,11899,201510
32423,3.3,11931,201610
32423,2.7,12049,201510
32423,4.0,13052,201710
32423,3.0,13329,201510
32423,3.7,14814,201810
32423,4.0,14893,201610
32423,4.0,19805,201810
32423,4.0,11744,201710
33239,2.7,22844,201820
33239,2.3,23067,201520
33239,3.3,23020,201720
33239,3.7,22467,201620
33239,4.0,21004,201710
33239,4.0,21616,201620
33239,3.0,21411,201820
33239,3.7,23262,201620
33239,3.3,22192,201520
33239,3.7,23497,201520
33239,4.0,30625,201720
33239,2.7,24087,201820
33239,3.3,24416,201720
33239,3.7,25164,201520
33239,3.7,25401,201720
33239,4.0,27308,201820
33239,3.0,29561,201720
33239,4.0,29756,201720
33239,4.0,30215,201620
33239,4.0,30366,201520
33239,3.3,23818,201620
33239,4.0,21307,201710
33239,3.7,15060,201710
33239,3.0,20572,201620
33239,3.3,11087,201610
33239,3.7,11186,201810
33239,4.0,11583,201510
33239,3.7,12212,201510
33239,3.7,12508,201610
33239,3.3,13147,201710
33239,4.0,21101,201510
33239,3.0,13471,201610
33239,4.0,13473,201610
33239,3.3,13327,201510
33239,3.7,13831,201710
33239,3.3,13821,201810
33239,3.7,16354,201810
33239,4.0,15244,201510
33239,3.3,17152,201610
33239,3.7,14612,201510
33239,3.3,14064,201810
33239,3.7,14055,201810
33239,3.7,14887,201610
33657,4.0,23557,201520
33657,2.0,21538,201520
33657,2.3,21563,201620
33657,3.7,22557,201720
33657,3.7,22558,201720
33657,3.7,22560,201720
33657,2.3,22681,201520
33657,4.0,25142,201820
33657,3.3,20931,201710
33657,2.3,29220,201620
33657,4.0,29809,201620
33657,3.3,30138,201520
33657,3.3,30330,201820
33657,4.0,30348,201520
33657,3.0,31365,201720
33657,3.7,31366,201720
33657,4.0,27126,201620
33657,3.7,20537,201710
33657,2.7,21728,201520
33657,3.7,20179,201710
33657,4.0,20427,201510
33657,3.7,11566,201510
33657,3.0,11809,201610
33657,3.7,11860,201610
33657,2.0,12205,201510
33657,3.3,14540,201810
33657,3.7,15811,201510
33657,3.0,16382,201610
33657,3.7,12624,201610
33657,3.7,18286,201510
33657,1.7,17155,201710
33657,3.7,19900,201810
33657,3.3,19568,201610
33657,3.7,20062,201710
33657,3.7,18804,201810
33657,4.0,18737,201810
33657,2.3,19194,201810
33740,3.3,23818,201620
33740,4.0,20674,201520
33740,3.7,21251,201710
33740,4.0,21307,201710
33740,4.0,22461,201620
33740,2.0,23067,201520
33740,3.7,23264,201620
33740,3.0,23460,201620
33740,4.0,23710,201820
33740,4.0,24090,201820
33740,4.0,29759,201720
33740,3.7,26202,201720
33740,4.0,27021,201620
33740,3.7,27679,201520
33740,4.0,28464,201820
33740,3.0,29752,201720
33740,4.0,29753,201720
33740,3.0,20572,201620
33740,4.0,30360,201520
33740,4.0,30912,201820
33740,3.7,30965,201820
33740,3.7,25719,201720
33740,4.0,20472,201510
33740,3.3,20938,201720
33740,3.3,19407,201510
33740,4.0,20445,201520
33740,3.0,3393,201600
33740,4.0,10576,201810
33740,4.0,10758,201810
33740,3.3,10897,201610
33740,3.0,11087,201610
33740,3.7,12384,201510
33740,3.7,13147,201710
33740,3.3,13148,201710
33740,3.3,13474,201610
33740,3.3,11490,201510
33740,2.3,14225,201510
33740,4.0,14729,201810
33740,1.7,14806,201610
33740,4.0,14882,201610
33740,4.0,15060,201710
33740,3.3,15869,201510
33740,3.3,17608,201610
33740,4.0,18425,201510
33740,4.0,19035,201810
33740,4.0,13549,201810
33740,4.0,19040,201810
33785,3.0,22660,201720
33785,3.0,22159,201520
33785,3.7,21835,201620
33785,4.0,21437,201720
33785,3.7,20560,201610
33785,2.7,20859,201520
33785,4.0,20831,201820
33785,3.3,20712,201610
33785,3.7,23088,201720
33785,3.3,21204,201620
33785,3.0,23865,201620
33785,4.0,31146,201820
33785,4.0,27032,201720
33785,4.0,27264,201820
33785,3.3,29082,201520
33785,3.3,29418,201620
33785,4.0,29419,201620
33785,3.7,29742,201520
33785,4.0,30291,201520
33785,3.7,30618,201720
33785,3.7,31048,201820
33785,3.7,31180,201820
33785,4.0,26443,201520
33785,4.0,20420,201510
33785,3.7,20015,201820
33785,3.7,20195,201710
33785,4.0,10207,201610
33785,3.0,10695,201510
33785,3.0,10853,201710
33785,4.0,10865,201710
33785,4.0,11201,201810
33785,3.3,11267,201610
33785,3.3,11323,201810
33785,4.0,11708,201810
33785,4.0,11861,201710
33785,3.7,11903,201510
33785,3.7,10496,201610
33785,4.0,12620,201810
33785,4.0,12040,201810
33785,3.3,20014,201620
33785,3.7,19939,201710
33785,4.0,19555,201510
33785,3.7,18028,201510
33785,3.7,20333,201720
33785,4.0,17268,201810
33785,4.0,15516,201810
33785,3.7,14826,201710
33785,3.0,13328,201510
33785,3.7,17696,201610
33953,4.0,20987,201710
33953,3.3,21671,201620
33953,3.7,23557,201520
33953,4.0,23577,201620
33953,3.7,24054,201620
33953,3.7,24329,201620
33953,4.0,24826,201720
33953,3.7,25036,201720
33953,3.0,25242,201520
33953,4.0,25189,201520
33953,3.7,27333,201720
33953,4.0,28029,201820
33953,3.7,29935,201520
33953,4.0,30180,201720
33953,4.0,30234,201820
33953,4.0,30285,201520
33953,4.0,20674,201520
33953,4.0,25038,201720
33953,4.0,29809,201820
33953,3.7,20131,201610
33953,3.3,20029,201620
33953,4.0,20482,201510
33953,3.3,11345,201610
33953,3.7,11432,201610
33953,3.0,11489,201510
33953,4.0,12137,201710
33953,2.3,12205,201510
33953,3.7,12742,201810
33953,4.0,13149,201710
33953,4.0,11770,201710
33953,1.7,14225,201510
33953,4.0,14925,201810
33953,4.0,16123,201710
33953,3.3,16513,201610
33953,4.0,16734,201810
33953,3.7,17608,201610
33953,4.0,18285,201510
33953,4.0,14198,201810
33953,4.0,19561,201510
34062,4.0,23521,201520
34062,4.0,22836,201820
34062,4.0,22462,201620
34062,2.7,22126,201520
34062,3.0,20572,201620
34062,4.0,20742,201610
34062,4.0,20406,201510
34062,3.7,23710,201820
34062,3.7,21667,201620
34062,4.0,23971,201720
34062,4.0,30261,201520
34062,4.0,24988,201720
34062,3.7,26393,201620
34062,4.0,26532,201620
34062,4.0,30006,201720
34062,3.7,30066,201520
34062,4.0,30174,201520
34062,4.0,30253,201720
34062,3.3,30809,201720
34062,3.0,20184,201520
34062,4.0,24534,201720
34062,4.0,19731,201510
34062,4.0,11204,201610
34062,4.0,17173,201610
34062,3.0,2311,201600
34062,4.0,3049,201600
34062,4.0,10081,201710
34062,4.0,11083,201710
34062,3.7,11087,201610
34062,4.0,11858,201610
34062,3.7,11864,201510
34062,3.7,12207,201510
34062,2.3,13327,201510
34062,4.0,19509,201810
34062,3.3,13723,201510
34062,4.0,13431,201810
34062,4.0,15233,201810
34062,4.0,14729,201810
34062,4.0,14606,201710
34062,4.0,15939,201710
34062,4.0,14125,201710
34062,4.0,14082,201710
34062,3.0,14056,201610
34062,4.0,14511,201810
34467,4.0,23065,201520
34467,4.0,20191,201710
34467,3.7,20399,201620
34467,4.0,20418,201510
34467,3.0,20737,201620
34467,4.0,20997,201620
34467,4.0,21451,201520
34467,4.0,21897,201520
34467,3.7,21902,201520
34467,4.0,23260,201620
34467,4.0,30349,201520
34467,4.0,23618,201820
34467,4.0,23974,201720
34467,4.0,24571,201720
34467,4.0,24771,201620
34467,4.0,25719,201720
34467,4.0,25730,201620
34467,4.0,25956,201520
34467,4.0,26970,201520
34467,4.0,27076,201720
34467,4.0,19806,201810
34467,4.0,23261,201620
34467,4.0,19038,201810
34467,4.0,17611,201610
34467,4.0,17334,201810
34467,4.0,10676,201510
34467,4.0,10848,201710
34467,4.0,11083,201710
34467,3.3,11354,201610
34467,4.0,11355,201610
34467,4.0,11490,201510
34467,4.0,11932,201510
34467,4.0,12088,201710
34467,4.0,12310,201510
34467,4.0,13398,201810
34467,4.0,10784,201710
34467,4.0,13472,201610
34467,4.0,14056,201610
34467,4.0,14134,201710
34467,4.0,14225,201510
34467,4.0,14530,201710
34467,4.0,14806,201610
34467,3.7,15184,201610
34467,4.0,15733,201510
34467,4.0,16445,201810
34467,4.0,17216,201810
34467,4.0,13440,201810
35344,4.0,21337,201520
35344,3.7,21318,201820
35344,4.0,21000,201820
35344,4.0,20451,201620
35344,4.0,20659,201720
35344,3.3,20559,201720
35344,4.0,21765,201520
35344,3.0,20859,201520
35344,3.3,21841,201720
35344,4.0,27126,201620
35344,4.0,22159,201520
35344,3.7,23259,201620
35344,4.0,23674,201520
35344,3.7,27082,201620
35344,4.0,29895,201720
35344,3.7,30224,201620
35344,4.0,30336,201520
35344,4.0,30443,201820
35344,4.0,20417,201510
35344,3.3,22080,201620
35344,4.0,20111,201720
35344,4.0,18258,201710
35344,3.7,18714,201810
35344,4.0,10576,201810
35344,4.0,10662,201610
35344,4.0,10695,201510
35344,3.3,11112,201810
35344,4.0,11113,201810
35344,3.3,11114,201810
35344,4.0,11169,201710
35344,3.7,11237,201610
35344,3.7,12624,201610
35344,4.0,10557,201510
35344,4.0,13328,201510
35344,4.0,12802,201510
35344,4.0,18455,201710
35344,4.0,17267,201710
35344,4.0,17266,201710
35344,4.0,19731,201510
35344,4.0,14540,201810
35344,3.7,13970,201610
35344,3.0,13468,201610
35344,4.0,14630,201710
35416,2.3,20216,201620
35416,4.0,20448,201510
35416,2.3,20571,201520
35416,3.0,20649,201620
35416,3.0,20650,201620
35416,2.3,21073,201720
35416,2.7,21343,201520
35416,2.0,21363,201720
35416,2.0,22034,201620
35416,3.0,22338,201720
35416,2.3,22484,201720
35416,3.0,24633,201820
35416,3.3,27235,201820
35416,3.0,29127,201520
35416,4.0,30359,201520
35416,2.7,30660,201820
35416,2.7,20188,201620
35416,3.3,30662,201820
35416,3.3,22130,201520
35416,3.7,26443,201520
35416,3.7,18029,201510
35416,3.3,16391,201810
35416,3.7,17245,201810
35416,2.0,10004,201710
35416,2.7,10206,201610
35416,3.7,10388,201510
35416,2.7,10732,201810
35416,3.0,11672,201710
35416,1.7,11755,201710
35416,3.0,11756,201710
35416,2.0,11758,201710
35416,2.7,10788,201610
35416,2.7,12146,201610
35416,1.7,12432,201810
35416,3.0,12442,201610
35416,3.3,13327,201510
35416,4.0,13899,201810
35416,3.0,13970,201610
35416,4.0,15870,201510
35416,3.7,11908,201510
35416,3.7,16330,201610
35824,4.0,22657,201720
35824,3.7,22284,201820
35824,4.0,22171,201720
35824,3.0,21834,201820
35824,3.7,22077,201620
35824,3.7,22076,201620
35824,3.3,23214,201520
35824,3.3,22161,201720
35824,4.0,24611,201520
35824,4.0,31557,201820
35824,3.7,25687,201620
35824,3.7,25975,201620
35824,4.0,26473,201720
35824,4.0,26711,201720
35824,3.3,26932,201520
35824,3.7,30353,201520
35824,2.7,31841,201820
35824,3.7,31454,201820
35824,3.7,21682,201520
35824,3.0,25670,201520
35824,2.7,20774,201610
35824,3.0,11374,201510
35824,4.0,19771,201710
35824,4.0,20483,201510
35824,3.3,10392,201510
35824,3.0,10802,201710
35824,4.0,11861,201610
35824,4.0,14502,201810
35824,4.0,15037,201710
35824,4.0,15588,201610
35824,3.7,15785,201510
35824,3.3,15814,201510
35824,3.0,14051,201510
35824,3.7,16339,201610
35824,4.0,16374,201810
35824,4.0,16715,201710
35824,4.0,17047,201810
35824,2.7,17960,201710
35824,3.0,18113,201610
35824,3.3,18897,201810
35824,3.3,18924,201810
35824,3.7,16321,201710
35824,3.7,19649,201610
36038,4.0,21899,201520
36038,3.0,21897,201520
36038,4.0,21538,201520
36038,3.7,20938,201720
36038,3.7,20348,201520
36038,2.7,20737,201620
36038,3.7,20699,201610
36038,4.0,20397,201510
36038,4.0,20268,201710
36038,3.7,22114,201820
36038,4.0,20790,201620
36038,3.3,22666,201520
36038,3.3,24353,201620
36038,3.7,22904,201620
36038,4.0,23020,201720
36038,3.7,23024,201720
36038,3.7,23577,201620
36038,4.0,23711,201820
36038,4.0,23756,201720
36038,3.3,23818,201620
36038,4.0,20111,201810
36038,3.7,24416,201720
36038,3.7,30207,201820
36038,4.0,30275,201520
36038,3.7,22678,201520
36038,3.7,20025,201810
36038,4.0,23673,201820
36038,3.7,19946,201610
36038,4.0,20003,201710
36038,4.0,2655,201900
36038,4.0,2663,201900
36038,4.0,2668,201900
36038,4.0,2679,201900
36038,3.7,2958,201900
36038,4.0,3555,201900
36038,4.0,10553,201710
36038,3.0,10676,201510
36038,3.0,11354,201610
36038,4.0,11356,201610
36038,3.7,12087,201510
36038,3.7,2674,201900
36038,3.3,12523,201510
36038,3.0,12204,201510
36038,4.0,19226,201810
36038,3.7,17107,201710
36038,3.7,19944,201610
36038,3.7,16725,201710
36038,3.7,18285,201510
36038,4.0,14899,201810
36038,4.0,14873,201710
36038,3.7,14468,201710
36038,3.7,13243,201710
36038,3.3,13168,201610
36038,3.7,15828,201810
36117,3.7,23448,201520
36117,4.0,20820,201520
36117,3.7,20974,201720
36117,4.0,21092,201510
36117,3.7,21135,201520
36117,4.0,21765,201520
36117,3.3,22758,201820
36117,4.0,23605,201620
36117,4.0,30332,201520
36117,4.0,24889,201720
36117,3.3,29101,201620
36117,3.7,29167,201620
36117,4.0,29476,201620
36117,4.0,30443,201720
36117,3.7,30501,201820
36117,4.0,30520,201820
36117,3.7,20453,201620
36117,4.0,24385,201720
36117,3.3,20262,201520
36117,3.3,16909,201810
36117,3.7,19561,201710
36117,4.0,20196,201710
36117,4.0,3240,201900
36117,4.0,10697,201510
36117,3.7,10729,201510
36117,3.7,11324,201610
36117,2.7,11508,201710
36117,3.0,11733,201510
36117,3.0,11734,201510
36117,2.0,11240,201710
36117,3.7,12844,201810
36117,3.3,12887,201510
36117,4.0,14775,201710
36117,4.0,14893,201610
36117,3.7,14937,201610
36117,3.7,15381,201810
36117,2.3,11874,201610
36117,4.0,16133,201510
36501,4.0,27098,201820
36501,3.7,26998,201620
36501,3.7,25360,201520
36501,3.7,25241,201620
36501,4.0,23593,201620
36501,3.3,24401,201620
36501,4.0,22724,201720
36501,4.0,27197,201820
36501,2.7,24495,201520
