egoid,major1rc_4,major2rc_4,majorevent_4
27407,309.0,,no
14250,401.0,,no
43794,309.0,,no
73918,,,
60216,302.0,,no
28681,,,
51437,503.0,135.0,no
21932,302.0,,no
29733,,,
98206,305.0,,yes
36385,131.0,512.0,yes
26651,,,
54030,404.0,,no
67993,131.0,,no
96543,304.0,,yes
49800,507.0,,no
29296,,,
11002,503.0,112.0,no
72850,307.0,128.0,no
15134,309.0,,no
69124,,,
42531,109.0,110.0,no
34062,507.0,,no
18111,401.0,135.0,no
42646,507.0,137.0,no
63922,,,
59097,403.0,402.0,no
72912,,,
91484,117.0,,no
24833,511.0,507.0,no
21971,,,
58654,,,
13928,,,
84502,128.0,109.0,no
64090,,,
52123,406.0,102.0,no
78783,200.0,,no
25197,501.0,,no
35872,510.0,,no
93462,,,
23270,512.0,,no
69807,,,
92716,302.0,,no
66061,,,
56058,,,
57854,,,
68679,,,
90750,,,
70125,108.0,,no
67192,507.0,,no
12029,,,no
70745,109.0,112.0,no
43255,,,
93856,309.0,,no
10237,111.0,,no
97448,134.0,135.0,no
43603,,,
86974,,,
89165,511.0,135.0,no
97280,128.0,,no
54098,,,
66156,305.0,,no
67177,401.0,,no
22540,508.0,508.0,no
70668,,,
15586,,,
27232,,,
18611,,,
87328,109.0,111.0,no
88963,,,
61756,,,
57045,,,
49497,406.0,108.0,yes
15031,,,
79607,,,
41952,506.0,,no
17183,404.0,,no
22408,511.0,135.0,no
54435,131.0,,no
38554,403.0,131.0,no
38293,305.0,,yes
33785,304.0,123.0,no
44310,,,
33009,130.0,,yes
31294,,,
65143,,,
91726,306.0,,no
59355,305.0,,no
96184,200.0,,no
92339,,,
70005,304.0,,no
64157,102.0,,no
68050,130.0,,no
46151,,,
79395,403.0,,no
59863,403.0,108.0,no
63419,507.0,,no
22913,303.0,,no
91313,117.0,506.0,no
14511,130.0,,no
73962,305.0,,no
48969,116.0,110.0,no
22093,,,
32919,,,
10153,511.0,135.0,no
79731,406.0,,yes
63611,,,
64296,506.0,135.0,yes
23487,,,
17569,309.0,,no
77036,303.0,,no
53518,403.0,,no
92340,,,
37485,,,
33953,131.0,,no
53333,,,
82986,302.0,137.0,no
61772,,,
47280,,,
70566,116.0,128.0,no
82964,,,
11402,131.0,406.0,no
38610,501.0,,yes
96610,131.0,,no
77711,403.0,109.0,no
48505,,,
78667,,,
17020,305.0,304.0,no
48676,507.0,,no
29885,109.0,131.0,no
32976,,,
79167,116.0,128.0,no
65061,,,
43710,401.0,,no
61389,,,
22455,128.0,,no
82819,,,
67771,,,
57443,507.0,,yes
96469,128.0,135.0,no
94579,512.0,,no
29257,508.0,403.0,no
23518,137.0,506.0,no
80484,,,
49539,134.0,,no
63904,504.0,104.0,no
82490,401.0,,no
20335,305.0,,no
35031,406.0,108.0,no
88185,137.0,134.0,no
35344,302.0,,no
31175,128.0,,no
41167,,,
98325,109.0,,no
36963,,,
50666,137.0,140.0,no
98624,,,
42617,507.0,,yes
58793,128.0,140.0,no
25125,131.0,,no
25548,302.0,,no
25966,,,
95444,,,
96689,137.0,135.0,no
22587,,,
43581,,,
75578,,,
43507,,,
91551,,,
30676,,,
19030,,,
33657,117.0,,no
76521,,,
52848,,,
40231,,,
65656,,,
30610,,,
36117,506.0,,no
82587,401.0,405.0,no
14690,,,
40569,,,
97021,,,
26320,,,
77532,110.0,131.0,no
92515,501.0,109.0,yes
97844,301.0,,no
81647,,,
33127,,,
45958,,,
49790,200.0,,no
74251,,,
28326,,,
20507,,,
71592,,,
15181,502.0,,no
70209,,,
78657,200.0,,no
21887,128.0,,no
48154,507.0,,no
92953,,,
90192,,,
51495,309.0,,yes
34344,,,
21793,309.0,,yes
37218,305.0,,yes
17932,125.0,,no
95026,,,
66800,,,
73693,,,
80429,,501.0,no
75149,130.0,406.0,no
61659,,,
81420,401.0,403.0,yes
33740,507.0,,yes
37979,,,
87192,,,
67709,111.0,108.0,no
36552,309.0,,no
14301,503.0,,no
36384,,,
63138,502.0,510.0,no
51298,304.0,,no
74632,502.0,,no
16654,117.0,128.0,no
54394,,,
84768,507.0,,no
29134,,,no
24029,506.0,,no
35361,309.0,,no
87056,,,
49086,406.0,,yes
67917,,,
85503,301.0,,no
60008,,,
66542,,,
55881,,,
86265,,,
10732,404.0,405.0,no
22119,,,
50797,,,
39564,,,no
39285,,,
22460,,,
25172,406.0,108.0,no
77134,,,
22143,,,
93766,,,
45097,,,
26289,,,
95490,309.0,,no
66979,,,
23253,507.0,,no
12900,,,
90079,304.0,,no
47584,511.0,,no
97990,401.0,506.0,no
39248,,,
29354,,,
25743,,,
91429,,,
82269,109.0,135.0,no
22842,306.0,,no
31311,,,
32423,,,
33084,,,
14279,401.0,109.0,no
91932,,,
32404,,,
73577,403.0,100.0,no
70561,,,
43177,128.0,,no
36501,,,
26857,305.0,114.0,no
28327,117.0,,no
42674,,,
79897,,,
64978,,,
70434,,,
52302,511.0,,no
97050,507.0,,no
46418,507.0,,yes
86691,,,
93002,503.0,506.0,yes
81930,,,
56543,110.0,111.0,no
92618,,,
17470,306.0,,no
74211,,,
35180,137.0,110.0,no
89142,403.0,401.0,yes
24898,302.0,510.0,no
74413,507.0,,no
38824,,,
51723,,,
79352,,,
30814,,,
90502,,,
94456,,,
70661,,,
50976,305.0,,no
55533,,,
12156,,,
76485,116.0,129.0,no
33239,510.0,,no
72570,,,
67574,302.0,,no
42231,,,
44639,,,
64072,,,
84960,,,
43809,,,
27941,,,
31033,,,
39301,,,
10469,510.0,,no
77789,109.0,,yes
47024,,,
88582,134.0,,no
73897,,,
83470,,,
67015,501.0,,no
26272,502.0,,no
21909,,,
88882,403.0,,no
62510,,,
96828,403.0,,no
64406,,,
31985,,,
91337,,,
87664,,,
19245,403.0,109.0,no
83748,401.0,112.0,no
49915,309.0,,no
51865,,,
78407,305.0,,no
93787,507.0,,no
52621,,,
38914,,,
37594,,,
19833,,,
17270,200.0,,no
40864,511.0,109.0,no
38313,,,
55340,,,
18707,,,
73807,,,
26718,,,
63347,502.0,,no
35824,,,
48826,304.0,,no
11454,,,
93246,,,
75341,,,
35925,403.0,501.0,no
