egoid,major1rc_4,major2rc_4,majorevent_4
10237,111.0,135.0,no
97448,134.0,135.0,no
43603,507.0,135.0,no
86974,507.0,135.0,no
89165,511.0,135.0,no
97280,128.0,135.0,no
54098,507.0,135.0,no
66156,305.0,135.0,no
67177,401.0,135.0,no
22540,508.0,508.0,no
70668,507.0,135.0,no
15586,507.0,135.0,no
27232,507.0,135.0,no
18611,507.0,135.0,no
87328,109.0,111.0,no
88963,507.0,135.0,no
61756,507.0,135.0,no
57045,507.0,135.0,no
49497,406.0,108.0,yes
15031,507.0,135.0,no
79607,507.0,135.0,no
41952,506.0,135.0,no
17183,404.0,135.0,no
22408,511.0,135.0,no
54435,131.0,135.0,no
38554,403.0,131.0,no
38293,305.0,135.0,yes
33785,304.0,123.0,no
44310,507.0,135.0,no
33009,130.0,135.0,yes
31294,507.0,135.0,no
65143,507.0,135.0,no
91726,306.0,135.0,no
59355,305.0,135.0,no
96184,200.0,135.0,no
92339,507.0,135.0,no
70005,304.0,135.0,no
64157,102.0,135.0,no
68050,130.0,135.0,no
46151,507.0,135.0,no
79395,403.0,135.0,no
59863,403.0,108.0,no
63419,507.0,135.0,no
22913,303.0,135.0,no
91313,117.0,506.0,no
14511,130.0,135.0,no
73962,305.0,135.0,no
48969,116.0,110.0,no
22093,507.0,135.0,no
32919,507.0,135.0,no
10153,511.0,135.0,no
79731,406.0,135.0,yes
63611,507.0,135.0,no
64296,506.0,135.0,yes
23487,507.0,135.0,no
17569,309.0,135.0,no
77036,303.0,135.0,no
53518,403.0,135.0,no
92340,507.0,135.0,no
37485,507.0,135.0,no
33953,131.0,135.0,no
53333,507.0,135.0,no
82986,302.0,137.0,no
61772,507.0,135.0,no
47280,507.0,135.0,no
70566,116.0,128.0,no
82964,507.0,135.0,no
11402,131.0,406.0,no
38610,501.0,135.0,yes
96610,131.0,135.0,no
77711,403.0,109.0,no
48505,507.0,135.0,no
78667,507.0,135.0,no
17020,305.0,304.0,no
48676,507.0,135.0,no
29885,109.0,131.0,no
32976,507.0,135.0,no
79167,116.0,128.0,no
65061,507.0,135.0,no
43710,401.0,135.0,no
61389,507.0,135.0,no
22455,128.0,135.0,no
82819,507.0,135.0,no
67771,507.0,135.0,no
57443,507.0,135.0,yes
96469,128.0,135.0,no
94579,512.0,135.0,no
29257,508.0,403.0,no
23518,137.0,506.0,no
80484,507.0,135.0,no
49539,134.0,135.0,no
63904,504.0,104.0,no
82490,401.0,135.0,no
20335,305.0,135.0,no
35031,406.0,108.0,no
88185,137.0,134.0,no
35344,302.0,135.0,no
31175,128.0,135.0,no
41167,507.0,135.0,no
98325,109.0,135.0,no
36963,507.0,135.0,no
50666,137.0,140.0,no
98624,507.0,135.0,no
42617,507.0,135.0,yes
58793,128.0,140.0,no
25125,131.0,135.0,no
25548,302.0,135.0,no
25966,507.0,135.0,no
95444,507.0,135.0,no
96689,137.0,135.0,no
22587,507.0,135.0,no
43581,507.0,135.0,no
75578,507.0,135.0,no
43507,507.0,135.0,no
91551,507.0,135.0,no
30676,507.0,135.0,no
19030,507.0,135.0,no
33657,117.0,135.0,no
76521,507.0,135.0,no
52848,507.0,135.0,no
40231,507.0,135.0,no
65656,507.0,135.0,no
30610,507.0,135.0,no
36117,506.0,135.0,no
82587,401.0,405.0,no
14690,507.0,135.0,no
40569,507.0,135.0,no
97021,507.0,135.0,no
26320,507.0,135.0,no
77532,110.0,131.0,no
92515,501.0,109.0,yes
97844,301.0,135.0,no
81647,507.0,135.0,no
33127,507.0,135.0,no
45958,507.0,135.0,no
49790,200.0,135.0,no
74251,507.0,135.0,no
28326,507.0,135.0,no
20507,507.0,135.0,no
71592,507.0,135.0,no
15181,502.0,135.0,no
70209,507.0,135.0,no
78657,200.0,135.0,no
21887,128.0,135.0,no
48154,507.0,135.0,no
92953,507.0,135.0,no
90192,507.0,135.0,no
51495,309.0,135.0,yes
34344,507.0,135.0,no
21793,309.0,135.0,yes
37218,305.0,135.0,yes
17932,125.0,135.0,no
95026,507.0,135.0,no
66800,507.0,135.0,no
73693,507.0,135.0,no
80429,507.0,501.0,no
75149,130.0,406.0,no
61659,507.0,135.0,no
81420,401.0,403.0,yes
33740,507.0,135.0,yes
37979,507.0,135.0,no
87192,507.0,135.0,no
67709,111.0,108.0,no
36552,309.0,135.0,no
14301,503.0,135.0,no
36384,507.0,135.0,no
63138,502.0,510.0,no
51298,304.0,135.0,no
74632,502.0,135.0,no
16654,117.0,128.0,no
54394,507.0,135.0,no
84768,507.0,135.0,no
29134,507.0,135.0,no
24029,506.0,135.0,no
35361,309.0,135.0,no
87056,507.0,135.0,no
49086,406.0,135.0,yes
67917,507.0,135.0,no
85503,301.0,135.0,no
60008,507.0,135.0,no
66542,507.0,135.0,no
55881,507.0,135.0,no
86265,507.0,135.0,no
10732,404.0,405.0,no
22119,507.0,135.0,no
50797,507.0,135.0,no
39564,507.0,135.0,no
39285,507.0,135.0,no
22460,507.0,135.0,no
25172,406.0,108.0,no
77134,507.0,135.0,no
22143,507.0,135.0,no
93766,507.0,135.0,no
45097,507.0,135.0,no
26289,507.0,135.0,no
95490,309.0,135.0,no
66979,507.0,135.0,no
23253,507.0,135.0,no
12900,507.0,135.0,no
90079,304.0,135.0,no
47584,511.0,135.0,no
97990,401.0,506.0,no
39248,507.0,135.0,no
29354,507.0,135.0,no
25743,507.0,135.0,no
91429,507.0,135.0,no
82269,109.0,135.0,no
22842,306.0,135.0,no
31311,507.0,135.0,no
32423,507.0,135.0,no
33084,507.0,135.0,no
14279,401.0,109.0,no
91932,507.0,135.0,no
32404,507.0,135.0,no
73577,403.0,100.0,no
70561,507.0,135.0,no
43177,128.0,135.0,no
36501,507.0,135.0,no
26857,305.0,114.0,no
28327,117.0,135.0,no
42674,507.0,135.0,no
79897,507.0,135.0,no
64978,507.0,135.0,no
70434,507.0,135.0,no
52302,511.0,135.0,no
97050,507.0,135.0,no
46418,507.0,135.0,yes
86691,507.0,135.0,no
93002,503.0,506.0,yes
81930,507.0,135.0,no
56543,110.0,111.0,no
92618,507.0,135.0,no
17470,306.0,135.0,no
74211,507.0,135.0,no
35180,137.0,110.0,no
89142,403.0,401.0,yes
24898,302.0,510.0,no
74413,507.0,135.0,no
38824,507.0,135.0,no
51723,507.0,135.0,no
79352,507.0,135.0,no
30814,507.0,135.0,no
90502,507.0,135.0,no
94456,507.0,135.0,no
70661,507.0,135.0,no
50976,305.0,135.0,no
55533,507.0,135.0,no
12156,507.0,135.0,no
76485,116.0,129.0,no
33239,510.0,135.0,no
72570,507.0,135.0,no
67574,302.0,135.0,no
42231,507.0,135.0,no
44639,507.0,135.0,no
64072,507.0,135.0,no
84960,507.0,135.0,no
43809,507.0,135.0,no
27941,507.0,135.0,no
31033,507.0,135.0,no
39301,507.0,135.0,no
10469,510.0,135.0,no
77789,109.0,135.0,yes
47024,507.0,135.0,no
88582,134.0,135.0,no
73897,507.0,135.0,no
83470,507.0,135.0,no
67015,501.0,135.0,no
26272,502.0,135.0,no
21909,507.0,135.0,no
88882,403.0,135.0,no
62510,507.0,135.0,no
96828,403.0,135.0,no
64406,507.0,135.0,no
31985,507.0,135.0,no
91337,507.0,135.0,no
87664,507.0,135.0,no
19245,403.0,109.0,no
83748,401.0,112.0,no
49915,309.0,135.0,no
51865,507.0,135.0,no
78407,305.0,135.0,no
93787,507.0,135.0,no
52621,507.0,135.0,no
38914,507.0,135.0,no
37594,507.0,135.0,no
19833,507.0,135.0,no
17270,200.0,135.0,no
40864,511.0,109.0,no
38313,507.0,135.0,no
55340,507.0,135.0,no
18707,507.0,135.0,no
73807,507.0,135.0,no
26718,507.0,135.0,no
63347,502.0,135.0,no
35824,507.0,135.0,no
48826,304.0,135.0,no
11454,507.0,135.0,no
93246,507.0,135.0,no
75341,507.0,135.0,no
35925,403.0,501.0,no
