egoid,major1rc_5,major2rc_5,degreeintent_5,majorevent_5
44869,507.0,135.0,"M.D., D.O., D.D.S., or D.V.M.",no
43516,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
89411,117.0,135.0,"Master's Degree (M.A., M.S., MBA, etc.)",no
74285,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
56527,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
16819,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
34591,117.0,128.0,"Bachelor's degree (B.A., B.S., etc.)",no
89972,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
92552,305.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",yes
73158,306.0,135.0,"Master's Degree (M.A., M.S., MBA, etc.)",no
45963,503.0,135.0,"M.D., D.O., D.D.S., or D.V.M.",no
22138,507.0,110.0,"M.D., D.O., D.D.S., or D.V.M.",no
90136,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
46744,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
77941,302.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
44873,401.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
36540,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
83005,131.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
31439,501.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
21899,302.0,135.0,"Master's Degree (M.A., M.S., MBA, etc.)",no
29232,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
32249,403.0,135.0,"Master's Degree (M.A., M.S., MBA, etc.)",no
45375,109.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
25536,306.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
32037,402.0,501.0,"Master's Degree (M.A., M.S., MBA, etc.)",yes
46558,301.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
24016,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
52277,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
93699,401.0,135.0,"Master's Degree (M.A., M.S., MBA, etc.)",no
36875,406.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
84011,503.0,135.0,"M.D., D.O., D.D.S., or D.V.M.",no
90646,309.0,135.0,"Master's Degree (M.A., M.S., MBA, etc.)",yes
88008,303.0,135.0,"Master's Degree (M.A., M.S., MBA, etc.)",no
88967,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
46701,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
83566,134.0,135.0,Ph.D or Ed.D.,no
21090,305.0,135.0,Ph.D or Ed.D.,no
69419,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
87032,200.0,135.0,"Master's Degree (M.A., M.S., MBA, etc.)",no
94641,305.0,135.0,Ph.D or Ed.D.,no
82728,510.0,104.0,"M.D., D.O., D.D.S., or D.V.M.",no
45076,403.0,131.0,"Bachelor's degree (B.A., B.S., etc.)",no
58437,309.0,135.0,"Master's Degree (M.A., M.S., MBA, etc.)",no
94862,403.0,501.0,"Master's Degree (M.A., M.S., MBA, etc.)",no
14606,304.0,135.0,"M.D., D.O., D.D.S., or D.V.M.",yes
64075,402.0,135.0,"Master's Degree (M.A., M.S., MBA, etc.)",no
39787,307.0,109.0,Ph.D or Ed.D.,no
82376,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
44872,507.0,135.0,"M.D., D.O., D.D.S., or D.V.M.",no
87783,401.0,125.0,J.D. (Law),no
47498,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
57325,503.0,123.0,Ph.D or Ed.D.,no
53776,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
58633,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
27306,507.0,135.0,"Master's Degree (M.A., M.S., MBA, etc.)",no
80607,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
73143,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
35797,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
46365,511.0,135.0,"M.D., D.O., D.D.S., or D.V.M.",no
31045,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
74492,511.0,514.0,"Master's Degree (M.A., M.S., MBA, etc.)",no
76791,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
21348,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
23287,100.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
14763,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
22066,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
28247,200.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",yes
72873,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
67544,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
76810,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
51760,306.0,135.0,Ph.D or Ed.D.,no
72806,109.0,135.0,"Master's Degree (M.A., M.S., MBA, etc.)",no
98766,403.0,112.0,"Master's Degree (M.A., M.S., MBA, etc.)",no
60997,309.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
36038,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
39146,503.0,135.0,"Master's Degree (M.A., M.S., MBA, etc.)",no
60963,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
67918,303.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
34467,507.0,135.0,"M.D., D.O., D.D.S., or D.V.M.",no
42132,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
32668,109.0,130.0,"Bachelor's degree (B.A., B.S., etc.)",yes
24079,302.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
59673,303.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
74899,509.0,135.0,"M.D., D.O., D.D.S., or D.V.M.",no
48891,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
81807,302.0,135.0,Ph.D or Ed.D.,no
77187,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
91176,508.0,506.0,Ph.D or Ed.D.,no
35011,402.0,128.0,"Bachelor's degree (B.A., B.S., etc.)",no
60903,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
35416,309.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
89710,128.0,132.0,J.D. (Law),no
97596,405.0,135.0,"Master's Degree (M.A., M.S., MBA, etc.)",yes
39129,510.0,135.0,"M.D., D.O., D.D.S., or D.V.M.",no
57359,503.0,135.0,"M.D., D.O., D.D.S., or D.V.M.",no
17308,503.0,131.0,"M.D., D.O., D.D.S., or D.V.M.",no
51851,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
35855,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
67334,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
60230,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
77838,403.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
57292,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
66406,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
56798,128.0,135.0,J.D. (Law),yes
23115,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
77872,304.0,135.0,"Master's Degree (M.A., M.S., MBA, etc.)",no
43114,302.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
72348,507.0,135.0,Ph.D or Ed.D.,no
45776,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
63122,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
27169,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
89607,305.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
59900,511.0,135.0,"M.D., D.O., D.D.S., or D.V.M.",no
28254,309.0,106.0,"Master's Degree (M.A., M.S., MBA, etc.)",no
56480,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
11128,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
47886,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
28820,309.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
35347,109.0,403.0,J.D. (Law),yes
45641,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
64572,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
31538,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
73452,302.0,510.0,"M.D., D.O., D.D.S., or D.V.M.",no
51475,129.0,134.0,"M.D., D.O., D.D.S., or D.V.M.",no
28312,403.0,116.0,"Master's Degree (M.A., M.S., MBA, etc.)",no
13486,405.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
56805,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
57697,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
54837,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
29718,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
26800,403.0,501.0,"Master's Degree (M.A., M.S., MBA, etc.)",no
60493,507.0,137.0,Ph.D or Ed.D.,no
52051,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
30972,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
47142,119.0,128.0,Ph.D or Ed.D.,no
69217,309.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
